English	Norwegian
Permian	Perm (geologi)
Permutation	Permutasjon
Pernambuco	Pernambuco
Perpetual motion	Perpetuum mobile
Persephone	Persephone
Persepolis	Persepolis
Perseus	Persevs
Persian Empire	Perserriket
Persian Gulf	Persiabukten
Personal digital assistant	PDA
Perth	Perth (Australia)
Peru	Peru
Peru	Kategori:Peru
Pesticide	Pesticid
Peter Abelard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Petroleum
Petrology	Petrologi
Phanerozoic	Fanerozoikum
Pharaoh	Farao
Pharmacology	Farmakologi
Pharmacology	Kategori:Farmakologi
Phase (matter)	Aggregattilstand
Phenol	Fenol
Phenomenology	Fenomenologi
Phenylalanine	Fenylalanin
Phenylketonuria	Fenylketonuri
Phi (letter)	Phi
Philadelphia	Philadelphia
Philately	Filateli
Philately	Kategori:Filateli
Philip II of Macedon	Filip II av Makedonia
Philip II of Spain	Filip II av Spania
Philipp Lenard	Philipp von Lenard
Philippine Sea	Filippinerhavet
Philippines	Filippinene
Philippines	Kategori:Filippinene
Philology	Filologi
Philology	Kategori:Filologi
Philosopher's stone	De vises stein
Philosophy	Filosofi
Philosophy	Kategori:Filosofi
Phnom Penh	Phnom Penh
Phobia	Fobi
Phobos (moon)	Phobos (måne)
Phoenicia	Fønikia
Phoenix	Phoenix
Phoenix	Phoenix (andre betydninger)
Phoenix (mythology)	Fugl Føniks
Phoenix (spacecraft)	Phoenix (romsonde)
Phoneme	Fonem
Phonetics	Fonetikk
Phonetics	Kategori:Fonetikk
Phonology	Fonologi
Phosphate	Fosfat
Phosphoric acid	Fosforsyre
Phosphorus	Fosfor
Photography	Fotografi
Photography	Kategori:Fotografi
Photon	Foton
Photosphere	Fotosfære
Photosynthesis	Fotosyntese
Phylum	Rekke (biologi)
Physical chemistry	Fysikalsk kjemi
Physical chemistry	Kategori:Fysikalsk kjemi
Physician	Lege
Physics	Fysikk
Physics	Kategori:Fysikk
Physiology	Fysiologi
Physiology	Kategori:Fysiologi
Pi	Pi
Pi (letter)	Pi (bokstav)
Piano	Piano
Picardie	Picardie
Piciformes	Spettefugler
Pidgin	Pidginspråk
Pidgin (software)	Pidgin (programvare)
Piedmont	Piemonte
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pilsen	Plzeň
Pinaceae	Furufamilien
Pindar	Pindar
Pine	Furuer
Pink	Rosa
Pinniped	Seler
Piracy	Pirat
Pisa	Pisa
Piston	Stempel
Pittsburgh	Pittsburgh
Pituitary gland	Hypofyse
Pixel	Piksel
Pizza	Pizza
Plagiarism	Plagiat
Planet	Planet
Planetary nebula	Planetarisk tåke
Plankton	Plankton
Plant	Planter
Plasma (physics)	Plasma
Plasmid	Plasmider
Plastic	Plast
Plate tectonics	Platetektonikk
Platelet	Blodplate
Platinum	Platina
Plato	Platon
Platypus	Nebbdyr
Playboy	Playboy
Playing card	Spillkort
Pleiades (star cluster)	Pleiadene
Pleistocene	Pleistocen
Pliny the Elder	Plinius den eldre
Pliny the Younger	Plinius den yngre
Pliocene	Pliocen
Plotinus	Plotin
Plovdiv	Plovdiv
Plum	Plomme
Plutarch	Plutark
Pluto	Pluto
Pluto (disambiguation)	Pluto (andre betydninger)
Plutonium	Plutonium
Plymouth	Plymouth
Pneumonia	Lungebetennelse
Po River	Po
Poaceae	Grasfamilien
Podcast	Podkasting
Poetry	Poesi
Poetry	Kategori:Lyrikk
Pogrom	Pogrom
Point (geometry)	Punkt
Poison	Gift
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poland	Polen
Poland	Kategori:Polen
Polar bear	Isbjørn
Polaris	Nordstjernen
Police	Politi
Poliomyelitis	Poliomyelitt
Political party	Politisk parti
Political science	Statsvitenskap
Political science	Kategori:Statsvitenskap
Politics	Politikk
Politics	Kategori:Politikk
Pollen	Pollen
Pollination	Pollinering
Pollution	Forurensning
Polo	Polo
Polonium	Polonium
Polyethylene	Polyeten
Polygamy	Polygami
Polygon	Polygon
Polyhymnia	Polyhymnia
Polymer	Polymer
Polynesia	Polynesia
Polynomial	Polynom
Polytheism	Polyteisme
Polyvinyl chloride	Polyvinylklorid
Pomegranate	Granateple
Pompeii	Pompeii
Pompey	Pompeius
Pontius Pilate	Pontius Pilatus
Pop art	Popkunst
Pop music	Popmusikk
Pope	Pave
Pope Alexander VI	Alexander VI
Poplar	Popler
Population	Befolkning
Populism	Populisme
Porcelain	Porselen
Pornography	Pornografi
Port	Havn
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland (Oregon)
Portland	Portland (andre betydninger)
Porto	Porto
Portsmouth	Portsmouth
Portugal	Portugal
Portugal	Kategori:Portugal
Poseidon	Poseidon
Positron	Positron
Postage stamp	Frimerke
Postal code	Postnummer
Postmodernism	Postmodernisme
Potassium	Kalium
Potassium nitrate	Kaliumnitrat
Potato	Potet
Potential energy	Potensiell energi
Potsdam	Potsdam
Pound (mass)	Pund (masseenhet)
Pound sterling	Britisk pund
Poverty	Fattigdom
Power (physics)	Effekt
Power station	Kraftverk
Praetor	Pretor
Prague	Praha
Prague	Kategori:Praha
Praia	Praia
Praseodymium	Praseodym
Precambrian	Prekambrium
Precipitation (meteorology)	Nedbør
Pregnancy	Svangerskap
Prehistory	Oldtiden
President	President
President of the United States	USAs president
Pressure	Trykk
Pretoria	Pretoria
Priam	Priamos
Price	Pris (økonomi)
Priest	Prest
Primate	Primater
Primates	Kategori:Primater
Prime Meridian	Nullmeridianen
Prime minister	Premierminister
Prime number	Primtall
Prince Edward Island	Prince Edward Island
Prince Philip	Philip, hertug av Edinburgh
Prince of Wales	Prins av Wales
Princeton University	Princeton University
Printing	Trykking
Prion	Prioner
Prism (geometry)	Prisme (geometri)
Prison	Fengsel
Prisoner of war	Krigsfange
Prix Goncourt	Goncourt-prisen
Probability	Sannsynlighet
Probability theory	Sannsynlighetsteori
Probability theory	Kategori:Sannsynlighetsteori
Procyonidae	Halvbjørnfamilien
Professor	Professor
Programming language	Programmeringsspråk
Progressive rock	Progressiv rock
Prokaryote	Prokaryoter
Prolog	Prolog (programmeringsspråk)
Prometheus	Prometheus
Promethium	Promethium
Pronoun	Pronomen
Propaganda	Propaganda
Propane	Propan
Prophet	Profet
Prose	Prosa
Prostate	Prostata
Protactinium	Protactinium
Protectorate	Protektorat
Protein	Protein
Proterozoic	Proterozoikum
Protestant Reformation	Reformasjonen
Protestantism	Protestantisme
Protist	Protoktister
Protista	Kategori:Protoktister
Protocol	Protokoll
Proton	Proton
Providence	Providence
Proxima Centauri	Proxima Centauri
Prunus	Hegg og kirsebær
Prussia	Preussen
Psalms	Salmenes bok
Pseudonym	Pseudonym
Pseudoscience	Kategori:Pseudovitenskap
Pseudoscience	Pseudovitenskap
Psi (letter)	Psi
Psoriasis	Psoriasis
Psychiatry	Psykiatri
Psychiatry	Kategori:Psykiatri
Psychoanalysis	Psykoanalyse
Psychology	Psykologi
Psychology	Kategori:Psykologi
Psychosis	Psykose
Psychotherapy	Psykoterapi
Ptah	Ptah
Pterosaur	Flygeøgler
Ptolemaic dynasty	Ptolemeerdynastiet
Ptolemy	Klaudios Ptolemaios
Puberty	Pubertet
Public domain	Offentlig eiendom
Public relations	Informasjon og samfunnskontakt
Puerto Rico	Puerto Rico
Puerto Rico	Kategori:Puerto Rico
Pula	Pula
Pulley	Trinse
Pulsar	Pulsar
Punjab (India)	Punjab (India)
Pupil	Pupill
Puppis	Akterstavnen
Pyongyang	Pyongyang
Pyramid	Pyramide (byggverk)
Pyramid (geometry)	Pyramide
Pyrenees	Pyreneene
Pyrite	Svovelkis
Pyrrhic victory	Pyrrhosseier
Pythagoras	Pythagoras
Python (programming language)	Python
Q	Q
Qatar	Qatar
Qatar	Kategori:Qatar
Qin Dynasty	Qin-dynastiet
Qing Dynasty	Qing-dynastiet
Quadratic equation	Andregradsligning
Quadrilateral	Firkant
Quaestor	Kvestor
Quantum field theory	Kvantefeltteori
Quantum mechanics	Kvantemekanikk
Quantum mechanics	Kategori:Kvantemekanikk
Quarantine	Karantene
Quark	Kvark
Quartz	Kvarts
Quasar	Kvasar
Quaternary	Kvartær
Quaternion	Kvaternioner
Quebec	Québec
Quebec	Kategori:Québec
Quebec City	Québec (by)
Quechua	Quechua
Queen (chess)	Dronning (sjakk)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Spørsmålstegn
Quetzalcoatl	Quetzalcoatl
Quito	Quito
R	R
RAF (disambiguation)	RAF
RAID	RAID
RNA	RNA
Ra	Ra (gud)
Rabat	Rabat
Rabbi	Rabbiner
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Mårhund
Race	Menneskeraser
Rachel Carson	Rachel Carson
Racism	Rasisme
Racism	Kategori:Rasisme
Radar	Radar
Radian	Radian
Radio	Kategori:Radio
Radioactive decay	Radioaktivitet
Radiocarbon dating	Karbondatering
Radiology	Radiologi
Radium	Radium
Radius	Radius
Radon	Radon
Rain	Regn
Rainbow	Regnbue
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama
Ramadan	Ramadan
Ramayana	Ramayana
Ramesses II	Ramses II av Egypt
Random access memory	RAM
Ranunculaceae	Soleiefamilien
Rape	Voldtekt
Rapeseed	Raps
Raphael	Rafael
Raphael (archangel)	Erkeengelen Rafael
Rapid transit	Kategori:Undergrunnsbane
Raspberry	Bringebær
Rat	Rotte
Rational number	Rasjonalt tall
Ratite	Strutsefugler
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read-only memory	Read-Only Memory
Real number	Reelt tall
Recession	Resesjon
Recife	Recife
Rectangle	Rektangel
Rectifier	Likeretter
Recursion	Rekursjon
Recycling	Resirkulering
Red	Rød
Red Army Faction	Rote Armee Fraktion
Red Deer	Hjort
Red Fox	Rødrev
Red Panda	Rød panda
Red Sea	Rødehavet
Red algae	Rødalger
Red blood cell	Rødt blodlegeme
Red giant	Rød kjempe (astronomi)
Redshift	Rødforskyvning
Redshift (disambiguation)	Rødforskyvning
Reduced instruction set computer	Reduced instruction set computer
Referendum	Folkeavstemning
Refraction	Refraksjon
Refractive index	Brytningsindeks
Refugee	Flyktning
Regent	Regent
Reggae	Reggae
Regiment	Regiment
Regina	Regina
Region	Region
Reims	Reims
Reincarnation	Reinkarnasjon
Reindeer	Rein
Relativism	Relativisme
Relay	Relé
Religion	Religion
Religion	Kategori:Religion
Religious Society of Friends	Vennenes samfunn
Rembrandt	Rembrandt
Renaissance	Renessansen
Renaissance	Kategori:Renessansen
Reptile	Krypdyr
Republic	Republikk
Republic of China	Republikken Kina
Republic of Ireland	Republikken Irland
Republic of Ireland	Kategori:Republikken Irland
Republic of the Congo	Republikken Kongo
Republic of the Congo	Kategori:Republikken Kongo
Republican Party (United States)	Det republikanske parti (USA)
Requiem	Rekviem (musikk)
Resistor	Motstand (resistor)
Respiratory system	Åndedrettssystemet
Restaurant	Restaurant
Retina	Netthinne
Retinol	Vitamin A
Revolution	Revolusjon
Revolver	Revolver
Rhea (moon)	Rhea (måne)
Rhea (mythology)	Rhea (mytologi)
Rhenium	Rhenium
Rhetoric	Retorikk
Rhetoric	Kategori:Retorikk
Rhine	Rhinen
Rhinoceros	Neshorn
Rho (letter)	Rho
Rhode Island	Rhode Island
Rhode Island	Kategori:Rhode Island
Rhodes	Rhodos
Rhodium	Rhodium
Rhombus	Rombe
Rhyme	Rim
Rhythm	Rytme
Rhythm and blues	Rhythm and blues
Rib	Ribben
Riboflavin	Riboflavin
Ribosome	Ribosom
Rice	Ris
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright
Richmond	Richmond (Virginia)
Riga	Riga
Rigel	Rigel
Right ascension	Rektascensjon
Ring (mathematics)	Ring (matematikk)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (state)	Rio de Janeiro (delstat)
River	Elv
River Thames	Themsen
Riyadh	Riyadh
Road	Vei
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock	Stein, saks eller papir
Rock (geology)	Bergart
Rock and roll	Rock and roll
Rock music	Rock
Rock music	Kategori:Rock
Rocky Mountains	Rocky Mountains
Rococo	Rokokko
Rodent	Gnagere
Roe Deer	Rådyr
Roentgenium	Røntgenium
Roger Bacon	Roger Bacon
Roman Catholic Church	Den romersk-katolske kirke
Roman Empire	Romerriket
Roman Republic	Den romerske republikk
Roman calendar	Romersk kalender
Roman law	Romerretten
Roman legion	Romersk legion
Roman mythology	Romersk mytologi
Roman mythology	Kategori:Romersk mytologi
Romania	Romania
Romania	Kategori:Romania
Romansh	Retoromansk
Romanticism	Romantikken
Rome	Roma
Rome	Kategori:Roma
Ronald Reagan	Ronald Reagan
Roof	Tak (arkitektur)
Rook (bird)	Kornkråke
Rook (chess)	Tårn (sjakk)
Roosevelt	Roosevelt
Root	Rot (plantedel)
Rosa Parks	Rosa Parks
Rosaceae	Rosefamilien
Rosales	Rosales
Rosario	Rosario (Argentina)
Rosary	Rosenkrans
Rose	Roser
Roseau	Roseau
Rosemary	Rosmarin
Rosetta Stone	Rosettastenen
Rosh Hashanah	Rosj hasjaná
Ross Sea	Rosshavet
Rostock	Rostock
Rotifer	Hjuldyr
Rotterdam	Rotterdam
Router	Ruter (IT)
Rowing (sport)	Robåt
Royal Air Force	Royal Air Force
Rubber	Gummi
Rubicon	Rubicon
Rubidium	Rubidium
Ruble	Rubel
Rubus idaeus	Bringebær
Ruby	Rubin
Ruby (programming language)	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby football	Rugby (sport)
Rupert Murdoch	Rupert Murdoch
Russia	Russland
Russia	Kategori:Russland
Russian Orthodox Church	Den russisk-ortodokse kirke
Russian Revolution (1917)	Den russiske revolusjon
Russo-Japanese War	Den russisk-japanske krig
Ruthenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Rwanda	Kategori:Rwanda
Rye	Dyrket rug
S	S
SOS	SOS
Sacrament	Sakrament
Sacramento	Sacramento
Saddam Hussein	Saddam Hussein
Safari (web browser)	Safari (nettleser)
Saffron	Safran
Sagittarius (constellation)	Skytten
Sahara	Sahara
Sail	Seil
Saint	Helgen
Saint Andrew	Apostelen Andreas
Saint George	Georg ridderen
Saint Kitts and Nevis	Saint Kitts og Nevis
Saint Kitts and Nevis	Kategori:Saint Kitts og Nevis
Saint Lawrence River	St. Lawrence-elva
Saint Lucia	Saint Lucia
Saint Lucia	Kategori:Saint Lucia
Saint Martin	Saint Martin
Saint Nicholas	Nikolas av Myra
Saint Patrick	Patrick av Irland
Saint Paul	Saint Paul (Minnesota)
Saint Peter	Apostelen Peter
Saint Petersburg	St. Petersburg
Saint Petersburg	Kategori:St. Petersburg
Saint Vincent and the Grenadines	Saint Vincent og Grenadinene
Saint Vincent and the Grenadines	Kategori:Saint Vincent og Grenadinene
Saladin	Saladin
Salah	Salah
Salamander	Salamandere
Salem	Salem (Oregon)
Salerno	Salerno
Saliva	Spytt
Salman Rushdie	Salman Rushdie
Salmonidae	Laksefamilien
Salt	Salt
Salt (chemistry)	Salt
Salt Lake City	Salt Lake City
Salvador	Salvador
Salzburg	Salzburg
Salzburg (state)	Salzburg (delstat)
Samara	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Samoa	Kategori:Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San Jose	San Jose
San Juan	San Juan
San Marino	San Marino
San Marino	Kategori:San Marino
San Marino	San Marino by
San Salvador	San Salvador
Sand	Sand (materiale)
Sandro Botticelli	Sandro Botticelli
Sandstone	Sandstein
Sandwich	Sandwich
Sanskrit	Sanskrit
Santa Claus	Julenissen
Santa Fe	Santa Fe
Santiago	Santiago de Chile
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba (by)
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos
Sapphire	Safir
Sappho	Sapfo
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcophagus	Sarkofag
Sardine	Sardin
Sardinia	Sardinia
Sari	Sari (by)
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Satan
Satanism	Satanisme
Satellite	Kunstig satellitt
Satire	Satire
Saturday	Lørdag
Saturn	Saturn
Saturn	Kategori:Saturn
Saturn (mythology)	Saturn (gud)
Satyr	Satyr
Sauce	Saus
Saudi Arabia	Saudi-Arabia
Saudi Arabia	Kategori:Saudi-Arabia
Saul Bellow	Saul Bellow
Sausage	Pølse
Savanna	Savanne
Saxony	Sachsen
Saxony	Kategori:Sachsen
Saxophone	Saksofon
Scandinavia	Skandinavia
Scandinavia	Kategori:Skandinavia
Scandinavian Peninsula	Den skandinaviske halvøy
Scandium	Scandium
Scheldt	Schelde
Scheme (programming language)	Scheme
Schizophrenia	Schizofreni
Scholasticism	Skolastikk
School	Skole
Schutzstaffel	Schutzstaffel
Science	Vitenskap
Science	Kategori:Vitenskap
Science fiction	Science fiction
Science fiction	Kategori:Science fiction
Scientific method	Vitenskapelig metode
Scientist	Naturviter
Scientology	Scientologi
Scipio Africanus	Scipio Africanus
Scissors	Saks
Sciuridae	Ekorn
Scorpion	Skorpioner
Scorpius	Skorpionen
Scotland	Skottland
Scotland	Kategori:Skottland
Scots Pine	Furu
Scottish Gaelic	Skotsk-gælisk
Scouting	Speiderbevegelsen
Scrabble	Scrabble
Screw	Skrue
Screwdriver	Skrutrekker
Scrotum	Pung
Sculptor (constellation)	Billedhuggeren
Sculpture	Skulptur
Sea	Hav
Sea cucumber	Sjøpølser
Sea of Azov	Azovhavet
Sea of Japan	Japanhavet
Sea of Marmara	Marmarahavet
Sea of Okhotsk	Okhotskhavet
Sea urchin	Sjøpinnsvin
Seaborgium	Seaborgium
Seahorse	Sjøhester
Search engine	Søkemotor
Sears Tower	Sears Tower
Season	Årstid
Seattle	Seattle
Second	Sekund
Second Crusade	Andre korstog
Second Vatican Council	Andre Vatikankonsil
Second law of thermodynamics	Termodynamikkens andre hovedsetning
Sect	Sekt
Security	Kategori:Sikkerhet
Sedimentary rock	Sedimentær bergart
Seed	Frø
Segovia	Segovia
Seine	Seinen
Seismology	Seismologi
Seismology	Kategori:Seismologi
Selene	Selene
Selenium	Selen
Seleucus I Nicator	Selevkos I Nikator
Semantics	Semantikk
Semen	Sperma
Semicolon	Semikolon
Semiconductor	Halvleder
Semiotics	Semiotikk
Semitic	Semitter
Senate	Senat
Senegal	Senegal
Senegal	Kategori:Senegal
Seoul	Seoul
Seppuku	Seppuku
September	September
September 11	11. september
September 11	Terrorangrepet 11. september 2001
September 17	17. september
September 29	29. september
Septuagint	Septuaginta
Sequence	Følge
Serbia	Serbia
Serbia	Kategori:Serbia
Serbia and Montenegro	Serbia og Montenegro
Serbia and Montenegro	Kategori:Serbia og Montenegro
Serfdom	Livegenskap
Sergei Eisenstein	Sergej Eisenstein
Sergei Rachmaninoff	Sergej Rakhmaninov
Series (mathematics)	Rekke (matematikk)
Serine	Serin
Serotonin	Serotonin
Serpens	Slangen
Server (computing)	Tjener
Set	Mengde
Set (mythology)	Set
Set theory	Mengdelære
Set theory	Kategori:Mengdelære
Sevastopol	Sevastopol
Seven Years' War	Syvårskrigen
Severe acute respiratory syndrome	SARS
Seville	Sevilla
Sex	Kjønn
Sex organ	Kjønnsorgan
Sexism	Kjønnsdiskriminering
Sextant	Sekstant
Sexual intercourse	Samleie
Sexuality	Kategori:Seksualitet
Sexually transmitted disease	Seksuelt overførbar infeksjon
Seychelles	Seychellene
Seychelles	Kategori:Seychellene
Shah	Sjah
Shahadah	Shahadah
Shamanism	Sjamanisme
Shanghai	Shànghăi
Share (finance)	Aksje
Shareware	Shareware
Sharia	Sharia
Shark	Haier
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Shield	Skjold (beskyttelse)
Shikoku	Shikoku
Shinto	Shintoisme
Ship	Skip
Shiva	Shiva
Shogi	Shogi
Shogun	Shogun
Shorthand	Stenografi
Shrimp	Reker
Shrub	Busk
Siberia	Sibir
Siberian Husky	Sibirsk husky
Sichuan	Sìchuān
Sicily	Sicilia
Sicily	Kategori:Sicilia
Siemens (unit)	Siemens (enhet)
Sierra Leone	Sierra Leone
Sierra Leone	Kategori:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sign language	Tegnspråk
Sigrid Undset	Sigrid Undset
Sikhism	Sikhisme
Sikkim	Sikkim
Silesia	Schlesien
Silicon	Silisium
Silicon Valley	Silicon Valley
Silk	Silke
Silk Road	Silkeveien
Silurian	Silur
Silver	Sølv
Simone de Beauvoir	Simone de Beauvoir
Sin	Synd
Sinai Peninsula	Sinaihalvøya
Sinclair Lewis	Sinclair Lewis
Singapore	Singapore
Singapore	Kategori:Singapore
Single (music)	Single
Siren	Sirene (mytologi)
Sirenia	Sjøkyr
Sirius	Sirius
Sistine Chapel	Det sixtinske kapell
Sisyphus	Sisyfos
Sitting Bull	Sitting Bull
Situation comedy	Situasjonskomedie
Six-Day War	Seksdagerskrigen
Skagerrak	Skagerrak
Skateboard	Rullebrett
Skepticism	Skeptisisme
Skin	Hud
Skinhead	Skinhead
Skopje	Skopje
Skull	Skalle
Skylab	Skylab
Skyscraper	Skyskraper
Slash (musician)	Slash
Slavery	Slaveri
Slayer	Slayer
Sleep	Søvn
Slovakia	Slovakia
Slovakia	Kategori:Slovakia
Slovenia	Slovenia
Slovenia	Kategori:Slovenia
Small intestine	Tynntarmen
Smog	Smog
Smolensk	Smolensk
Snake	Slanger
Snooker	Snooker
Snow	Snø
Soap	Såpe
Social psychology	Sosialpsykologi
Socialism	Sosialisme
Socialism	Kategori:Sosialisme
Socialist Party (France)	Parti Socialiste
Society	Kategori:Samfunn
Society	Samfunn
Society of Jesus	Jesuittordenen
Sociolinguistics	Sosiolingvistikk
Sociology	Sosiologi
Sociology	Kategori:Sosiologi
Socrates	Sokrates
Sodium	Natrium
Sodium bicarbonate	Natron
Sodium chloride	Natriumklorid
Sodium hydroxide	Natriumhydroksid
Sofia	Sofia
Softball	Softball
Software	Kategori:Programvare
Soil	Jord
Solanaceae	Søtvierfamilien
Solar System	Solsystem
Solar System	Kategori:Solsystemet
Solar cell	Solcelle
Solar energy	Solenergi
Solar wind	Solvind
Solid	Faststoff
Solid state	Faststoff
Solidarity	Solidaritet (fagforbund)
Solomon	Salomo
Solomon Islands	Salomonøyene
Solomon Islands	Kategori:Salomonøyene
Solon	Solon
Solstice	Solverv
Solvent	Løsemiddel
Somalia	Somalia
Somalia	Kategori:Somalia
Somerset	Somerset
Somme	Somme
Sonata	Sonate
Song	Sang
Song of Solomon	Høysangen
Sonnet	Sonett
Sophia Loren	Sophia Loren
Sophocles	Sofokles
Soprano	Sopran
Sorbonne	Sorbonne
Sorghum	Durra
Sorting algorithm	Sorteringsalgoritme
Soul	Sjel
Sound	Lyd
Soup	Suppe
Source code	Kildekode
South	Sør
South Africa	Kategori:Sør-Afrika
South America	Sør-Amerika
South America	Kategori:Sør-Amerika
South Australia	Sør-Australia
South Carolina	Sør-Carolina
South Carolina	Kategori:Sør-Carolina
South China Sea	Sørkinahavet
South Dakota	Sør-Dakota
South Dakota	Kategori:Sør-Dakota
South Island	Sørøya (New Zealand)
South Korea	Sør-Korea
South Korea	Kategori:Sør-Korea
South Pole	Sydpolen
South Vietnam	Sør-Vietnam
Southeast Asia	Sørøst-Asia
Southern Hemisphere	Sydlige halvkule
Sovereignty	Suverenitet
Soviet Union	Sovjetunionen
Soviet Union	Kategori:Sovjetunionen
Soybean	Soyabønne
Space Shuttle	Romferge
Space station	Romstasjon
Spacecraft	Romskip
Spaghetti	Spaghetti
Spain	Spania
Spain	Kategori:Spania
Spam (electronic)	Søppelpost
Spanish Civil War	Den spanske borgerkrig
Spanish people	Kategori:Spanjoler
Spanish-American War	Den spansk-amerikanske krigen
Sparta	Sparta
Spear	Spyd
Special relativity	Den spesielle relativitetsteorien
Species	Art
Spectroscopy	Spektroskopi
Speed	Fart
Speed of light	Lysets hastighet
Speleology	Speleologi
Spencer Tracy	Spencer Tracy
Sperm Whale	Spermhval
Spermatophyte	Blomsterplanter
Spermatozoon	Spermie
Sphere	Kule (geometri)
Sphinx	Sfinks
Spice	Krydder
Spider	Edderkopper
Spin (physics)	Spinn
Spinal cord	Ryggmargen
Spleen	Milt
Split	Split
Sponge	Svamper
Sport	Sport
Spreadsheet	Regneark
Spree	Spree
Spring (season)	Vår
Springfield	Springfield (Illinois)
Spyware	Spionprogramvare
Squamata	Skjellkrypdyr
Square (geometry)	Kvadrat
Square metre	Kvadratmeter
Square root	Kvadratrot
Squash (sport)	Squash (sport)
Squirrel	Ekorn
Sri Lanka	Sri Lanka
Sri Lanka	Kategori:Sri Lanka
St. Louis	St. Louis
Stadium	Stadion
Stained glass	Glassmaleri
Stainless steel	Rustfritt stål
Stalinism	Stalinisme
Standard Generalized Markup Language	SGML
Standard deviation	Standardavvik
Stanford University	Stanford University
Stanley Kubrick	Stanley Kubrick
Star	Stjerne
Star of David	Davidsstjerne
Starch	Stivelse
Starfish	Sjøstjerner
State	Stat
Staten Island	Staten Island
Statistics	Statistikk
Statistics	Kategori:Statistikk
Statue of Liberty	Frihetsgudinnen
Stavanger	Stavanger
Steam engine	Dampmaskin
Steel	Stål
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stem cell	Stamcelle
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Steppe
Steradian	Steradian
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	Børs
Stockholm	Stockholm
Stoicism	Stoikerne
Stomach	Magesekken
Stone Age	Steinalderen
Stonehenge	Stonehenge
Stork	Storker
Storm	Storm
Strait of Gibraltar	Gibraltarstredet
Strait of Hormuz	Hormuzstredet
Strait of Magellan	Magellanstredet
Strait of Messina	Messinastredet
Strasbourg	Strasbourg
Strategy	Strategi
Stratigraphy	Stratigrafi
Stratosphere	Stratosfæren
Strawberry	Jordbær
Stress (medicine)	Stress
Stroke	Hjerneslag
Strontium	Strontium
Structuralism	Strukturalisme
Stub	Mal:Stubb
Student	Student
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Sub-Saharan Africa	Subsaharisk Afrika
Subculture	Subkultur
Sublimation (chemistry)	Sublimasjon
Submarine	Undervannsbåt
Subset	Delmengde
Subtraction	Subtraksjon
