English	Finnish
Venus (disambiguation)	Venus (täsmennyssivu)
Venus (mythology)	Venus (mytologia)
Verb	Verbi
Vermont	Vermont
Vermont	Luokka:Vermont
Verona	Verona
Versailles	Versailles
Vertebra	Nikama
Vertebral column	Selkäranka
Vertebrate	Selkärankaiset
Vespasian	Vespasianus
Vesta (mythology)	Vesta
Veto	Veto-oikeus
Vice President of the United States	Yhdysvaltain varapresidentti
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria (Seychellit)
Victoria	Victoria (Kanada)
Victoria	Victoria
Victoria (Australia)	Victoria (Australia)
Victoria Falls	Victorian putoukset
Video	Video
Video game	Tietokonepeli
Vienna	Wien
Vienna	Luokka:Wien
Vienne	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Vietnam	Luokka:Vietnam
Vietnam War	Vietnamin sota
Vietnam War	Luokka:Vietnamin sota
Viking	Viikingit
Vilfredo Pareto	Vilfredo Pareto
Village	Kylä
Vilnius	Vilna
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Etikka
Viola	Alttoviulu
Violence	Väkivalta
Violin	Viulu
Virgil	Vergilius
Virgin Islands	Neitsytsaaret
Virginia	Virginia
Virginia	Luokka:Virginia
Virginia Woolf	Virginia Woolf
Virginity	Neitsyys
Virgo (constellation)	Neitsyt (tähdistö)
Virtual memory	Näennäismuisti
Virtual reality	Virtuaalitodellisuus
Virtue	Hyve
Virus	Virukset
Viscosity	Viskositeetti
Vishnu	Vishnu
Vistula	Veiksel
Vitamin	Vitamiini
Vitamin A	A-vitamiini
Vitamin B6	B6-vitamiini
Vitamin C	C-vitamiini
Vitamin D	D-vitamiini
Vitamin K	K-vitamiini
Vittorio De Sica	Vittorio de Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Vokatiivi
Vodka	Votka
Volans	Lentokala (tähdistö)
Volcano	Tulivuori
Volcanology	Luokka:Vulkanologia
Volcanology	Vulkanologia
Volga River	Volga
Volgograd	Volgograd
Volleyball	Lentopallo
Volleyball	Luokka:Lentopallo
Volt	Voltti
Voltage	Jännite
Voltaire	Voltaire
Volume	Tilavuus
Vomiting	Oksentaminen
Voodoo	Voodoo
Vowel	Vokaali
Vulgate	Vulgata
Vulpecula	Kettu (tähdistö)
Vulva	Häpy
W	W
W. Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Wahhabismi
Wake Island	Wake
Wales	Wales
Wales	Luokka:Wales
Walnut	Jalopähkinät
Walrus	Mursu
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Sota
War	Luokka:Sodat
War crime	Sotarikos
War of the Spanish Succession	Espanjan perimyssota
Wars of the Roses	Ruusujen sota
Warsaw	Varsova
Wart	Syylä
Washing machine	Pesukone
Washington	Washington (DC)
Washington	Washington (osavaltio)
Washington	Luokka:Washington
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasili Kandinski
Waste	Roska
Water	Vesi
Water	Luokka:Vesi
Water polo	Vesipallo
Waterfall	Vesiputous
Watergate scandal	Watergate-skandaali
Watermelon	Vesimeloni
Watt	Watti
Watt-hour	Wattitunti
Wave	Aalto
Wavelength	Aallonpituus
Wax	Vaha
Weak interaction	Heikko vuorovaikutus
Weapon	Ase
Weather	Sää
Web browser	WWW-selain
Web page	Verkkosivu
Webcam	Web-kamera
Weber (unit)	Weber (yksikkö)
Website	WWW-sivusto
Wednesday	Keskiviikko
Week	Viikko
Weight	Paino
Weightlifting	Painonnosto
Weimar	Weimar
Weimar Republic	Weimarin tasavalta
Welding	Hitsaus
Wellington	Wellington
Werewolf	Ihmissusi
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Länsi
West Africa	Länsi-Afrikka
West Bank	Länsiranta
West Bengal	Länsi-Bengali
West Berlin	Länsi-Berliini
West Germany	Saksan liittotasavalta (1949–1990)
West Sussex	West Sussex
West Virginia	Länsi-Virginia
West Virginia	Luokka:Länsi-Virginia
Western Australia	Länsi-Australia
Western Roman Empire	Länsi-Rooman valtakunta
Western Sahara	Länsi-Sahara
Western Sahara	Luokka:Länsi-Sahara
Westminster Abbey	Westminster Abbey
Whale	Valas
Wheat	Vehnät
Wheel	Pyörä
Whisky	Viski
White House	Valkoinen talo
White Sea	Vienanmeri
White blood cell	Valkosolu
White dwarf	Valkoinen kääpiö
Whitehorse	Whitehorse
Wicca	Wicca
Wide area network	Laajaverkko
Wiesbaden	Wiesbaden
Wildcat	Villikissa
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testamentti
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William I	Vilhelm I (Saksa)
William II	Vilhelm II (Saksa)
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
William of Ockham	Wilhelm Ockhamilainen
Willow	Pajut
Willy Brandt	Willy Brandt
Wind power	Tuulivoima
Windhoek	Windhoek
Windmill	Tuulimylly
Window	Ikkuna
Wine	Viini
Wine	Luokka:Viini
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Talvi
Winter Olympic Games	Talviolympialaiset
Winter Olympic Games	Luokka:Talviolympialaiset
Wisconsin	Wisconsin
Wisconsin	Luokka:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Nainen
Wood	Puuaines
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Puupuhallin
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Sana
Word processor	Tekstinkäsittely
World Bank	Maailmanpankki
World Health Organization	Maailman terveysjärjestö
World Meteorological Organization	Maailman ilmatieteen järjestö
World Trade Center	World Trade Center
World Trade Organization	Maailman kauppajärjestö
World War I	Ensimmäinen maailmansota
World War I	Luokka:Ensimmäinen maailmansota
World War II	Toinen maailmansota
World War II	Luokka:Toinen maailmansota
World Wide Web	World Wide Web
World Wide Web	Luokka:World Wide Web
World war	Maailmansota
Wormhole	Madonreikä
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Luokka:Wyoming
X	X
X-ray	Röntgensäteily
Xenarthra	Vajaahampaiset
Xenon	Ksenon
Xenophanes	Ksenofanes
Xenophobia	Ksenofobia
Xenophon	Ksenofon
Xi	Ksii
Xinjiang	Xinjiang
Xylophone	Ksylofoni
Y	Y
Yahweh	Jahve
Yak	Jakki
Yakuza	Yakuza
Yale University	Yalen yliopisto
Yalta	Jalta
Yalta Conference	Jaltan konferenssi
Yangon	Yangon
Yangtze River	Jangtse
Yard	Jaardi
Yasser Arafat	Jasser Arafat
Year	Vuosi
Yeast	Hiivat
Yellow	Keltainen
Yellow River	Keltainenjoki
Yellow Sea	Keltainenmeri
Yellowstone National Park	Yellowstonen kansallispuisto
Yemen	Jemen
Yemen	Luokka:Jemen
Yenisei River	Jenisei
Yerevan	Jerevan
Yeti	Lumimies
Yggdrasil	Yggdrasil
Yo-yo	Jojo
Yoga	Jooga
Yoghurt	Jogurtti
Yoko Ono	Yoko Ono
Yokohama	Jokohama
Yom Kippur	Jom kippur
Yom Kippur War	Jom kippur -sota
York	York
Yosemite National Park	Yosemiten kansallispuisto
Young's modulus	Elastiset kertoimet
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuan Dynasty	Yuan-dynastia
Yugoslavia	Jugoslavia
Yugoslavia	Luokka:Jugoslavia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Juri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Sambesi
Zambia	Sambia
Zambia	Luokka:Sambia
Zanzibar	Sansibar
Zaragoza	Zaragoza
Zealand	Själlanti
Zebra	Seepra
Zen	Zen
Zenith	Zeniitti
Zeno (emperor)	Zenon (keisari)
Zeno of Citium	Zenon Kitionilainen
Zeno of Elea	Zenon Elealainen
Zeta	Zeeta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Zikkurat
Zimbabwe	Zimbabwe
Zimbabwe	Luokka:Zimbabwe
Zinc	Sinkki
Zionism	Sionismi
Zirconium	Zirkonium
Zodiac	Eläinrata
Zombie	Zombi
Zoo	Eläintarha
Zoology	Eläintiede
Zoology	Luokka:Eläintiede
Zoroaster	Zarathustra
Zoroastrianism	Zarathustralaisuus
Zulu	Zulut
