English	Czech
Photon	Foton
Photosphere	Fotosféra
Photosynthesis	Fotosyntéza
Phylum	Kmen (biologie)
Physical chemistry	Fyzikální chemie
Physical chemistry	Kategorie:Fyzikální chemie
Physics	Fyzika
Physics	Kategorie:Fyzika
Physics	Portál:Fyzika
Physiology	Fyziologie
Physiology	Kategorie:Fyziologie
Pi	Číslo pí
Piano	Klavír
Picardie	Pikardie
Piciformes	Šplhavci
Pictor	Souhvězdí Malíře
Pidgin	Pidžin
Pidgin (software)	Pidgin
Piedmont	Piemont
Pierre	Pierre (USA)
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pilsen	Plzeň
Pindar	Pindaros
Pine	Borovice
Pineapple	Ananasovník chocholatý
Ping	Ping (počítačová síť)
Pink	Růžová
Pinniped	Ploutvonožci
Piracy	Pirát
Pisa	Pisa
Pisces (constellation)	Souhvězdí Ryb
Piston	Píst
Pittsburgh	Pittsburgh
Pituitary gland	Hypofýza
Pixel	Pixel
Pizza	Pizza
Plagiarism	Plagiát
Plane (mathematics)	Rovina
Planet	Planeta
Planetary nebula	Planetární mlhovina
Plankton	Plankton
Plant	Rostliny
Plasma (physics)	Plazma (fyzika)
Plasmid	Plazmid
Plastic	Plast
Plastid	Plastid
Plate tectonics	Desková tektonika
Platelet	Krevní destička
Platinum	Platina
Plato	Platón
Platypus	Ptakopysk
Playboy	Playboy
Playing card	Hrací karta
Pleiades (star cluster)	Plejády
Pleistocene	Pleistocén
Pleven	Pleven
Pliny the Elder	Plinius starší
Pliny the Younger	Plinius mladší
Pliocene	Pliocén
Plotinus	Plótínos
Plovdiv	Plovdiv
Plum	Švestka
Plutarch	Plútarchos
Pluto	Pluto (plutoid)
Pluto (disambiguation)	Pluto
Plutonium	Plutonium
Plymouth	Plymouth
Pneumonia	Zápal plic
Po River	Pád (řeka)
Poaceae	Lipnicovité
Podcast	Podcasting
Poetry	Poezie
Poetry	Kategorie:Poezie
Pogrom	Pogrom
Point (geometry)	Bod
Poison	Jed
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poland	Polsko
Poland	Kategorie:Polsko
Polar bear	Medvěd lední
Polaris	Polárka
Police	Policie
Political party	Politická strana
Political science	Politologie
Political science	Kategorie:Politologie
Politics	Politika
Politics	Kategorie:Politika
Pollen	Pyl
Pollination	Opylení
Pollution	Znečištění
Polo	Pólo
Polonium	Polonium
Polyethylene	Polyethylen
Polygamy	Polygamie
Polygon	Mnohoúhelník
Polyhedron	Mnohostěn
Polyhymnia	Polyhymnia
Polymer	Polymer
Polynesia	Polynésie
Polynomial	Polynom
Polytheism	Polyteismus
Polyvinyl chloride	Polyvinylchlorid
Pomegranate	Granátové jablko
Pompeii	Pompeje
Pompey	Pompeius
Pontius Pilate	Pilát Pontský
Pop art	Pop art
Pop music	Pop music
Pope	Papež
Pope Alexander VI	Alexandr VI.
Poplar	Topol
Population	Obyvatelstvo
Populism	Populismus
Porcelain	Porcelán
Pornography	Pornografie
Port	Přístav
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Porto	Porto
Portrait	Portrét
Portsmouth	Portsmouth
Portugal	Portugalsko
Portugal	Kategorie:Portugalsko
Poseidon	Poseidón
Positron	Pozitron
Postage stamp	Poštovní známka
Postal code	Poštovní směrovací číslo
Postmodernism	Postmoderna
Potassium	Draslík
Potassium nitrate	Dusičnan draselný
Potato	Lilek brambor
Potential energy	Potenciální energie
Potsdam	Postupim
Pound (mass)	Libra (hmotnost)
Pound sterling	Libra šterlinků
Poverty	Chudoba
Power (physics)	Výkon
Power station	Elektrárna
Praetor	Praetor
Prague	Praha
Prague	Kategorie:Praha
Praia	Praia
Praseodymium	Praseodym
Prayer	Modlitba
Precambrian	Prekambrium
Precession	Precese
Precipitation (meteorology)	Srážky
Pregnancy	Těhotenství
Prehistory	Pravěk
Prehistory	Kategorie:Pravěk
President	Prezident
President of the United States	Prezident Spojených států amerických
Pressure	Tlak
Pretoria	Pretoria
Priam	Priamos
Price	Cena
Priest	Kněz
Primate	Primáti
Primates	Kategorie:Primáti
Prime Meridian	Základní poledník
Prime minister	Předseda vlády
Prime number	Prvočíslo
Prince Edward Island	Ostrov prince Edwarda
Prince Philip	Philip, vévoda z Edinburghu
Prince of Wales	Princ z Walesu
Princeton University	Princeton University
Principle of relativity	Teorie relativity
Printing	Knihtisk
Prion	Prion
Prism (geometry)	Hranol
Prism (optics)	Optický hranol
Prison	Věznice
Prisoner of war	Válečný zajatec
Probability	Pravděpodobnost
Probability theory	Teorie pravděpodobnosti
Probability theory	Kategorie:Pravděpodobnost
Procyonidae	Medvídkovití
Professor	Profesor
Profit	Zisk
Programmer	Programátor
Programming language	Programovací jazyk
Progressive rock	Progressive rock
Project	Projekt
Prokaryote	Prokaryota
Prolog	Prolog (programovací jazyk)
Prometheus	Prométheus
Promethium	Promethium
Pronoun	Zájmeno
Propaganda	Propaganda
Propane	Propan
Prophet	Prorok
Prose	Próza
Prostate	Předstojná žláza
Protactinium	Protaktinium
Protectorate	Protektorát
Protein	Bílkovina
Proterozoic	Proterozoikum
Protestant Reformation	Reformace
Protestantism	Protestantství
Protist	Protisté
Protista	Kategorie:Protisté
Protocol	Protokol
Proton	Proton
Protozoa	Prvoci
Proxima Centauri	Proxima Centauri
Prunus	Slivoň
Prussia	Prusko
Psalms	Kniha žalmů
Pseudonym	Pseudonym
Pseudoscience	Kategorie:Pseudověda
Pseudoscience	Pseudověda
Psoriasis	Psoriáza
Psychiatry	Psychiatrie
Psychiatry	Kategorie:Psychiatrie
Psychoanalysis	Psychoanalýza
Psychology	Psychologie
Psychology	Kategorie:Psychologie
Psychosis	Psychóza
Psychotherapy	Psychoterapie
Ptah	Ptah
Pterosaur	Ptakoještěři
Ptolemaic dynasty	Ptolemaiovci
Ptolemy	Klaudios Ptolemaios
Puberty	Puberta
Public domain	Volné dílo
Public relations	Public relations
Puerto Rico	Portoriko
Puerto Rico	Kategorie:Portoriko
Pula	Pula
Pulley	Kladka
Pulsar	Pulsar
Pump	Čerpadlo
Punctuation	Interpunkční znaménko
Punjab (India)	Paňdžáb (indický stát)
Punk	Kategorie:Punk
Punk rock	Punk
Puppis	Souhvězdí Lodní zádě
Pyongyang	Pchjongjang
Pyramid	Pyramida
Pyramid (geometry)	Jehlan
Pyrenees	Pyreneje
Pyrite	Pyrit
Pyrrhic victory	Pyrrhovo vítězství
Pythagoras	Pythagoras
Python (programming language)	Python
Pyxis	Souhvězdí Kompasu
Q	Q
Qatar	Katar
Qatar	Kategorie:Katar
Qin Dynasty	Dynastie Čchin
Qing Dynasty	Dynastie Čching
Quadratic equation	Kvadratická rovnice
Quadrilateral	Čtyřúhelník
Quaestor	Quaestor
Quantum field theory	Kvantová teorie pole
Quantum mechanics	Kvantová mechanika
Quarantine	Karanténa
Quark	Kvark
Quartz	Křemen
Quasar	Kvasar
Quaternary	Čtvrtohory
Quaternion	Kvaternion
Quebec	Québec (provincie)
Quebec	Kategorie:Québec (provincie)
Quebec City	Québec
Quechua	Kečuánština
Queen (chess)	Dáma (šachy)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Otazník
Quince	Kdouloň obecná
Quito	Quito
R	R
RAF (disambiguation)	RAF
RAID	RAID
RNA	RNA
Ra	Re (bůh)
Rabat	Rabat
Rabbi	Rabín
Rabindranath Tagore	Rabíndranáth Thákur
Raccoon Dog	Psík mývalovitý
Rachel Carson	Rachel Carson
Racism	Rasismus
Racism	Kategorie:Rasismus
Radar	Radar
Radian	Radián
Radio	Kategorie:Rozhlas
Radio telescope	Radioteleskop
Radioactive decay	Radioaktivita
Radiocarbon dating	Radiokarbonová metoda datování
Radiology	Radiologie
Radium	Radium
Radius	Poloměr
Radon	Radon
Rain	Déšť
Rainbow	Duha
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ramadan	Ramadán
Ramayana	Rámájana
Ramesses II	Ramesse II.
Random access memory	RAM
Ranunculaceae	Pryskyřníkovité
Rape	Znásilnění
Rapeseed	Brukev řepka
Raphael	Rafael Santi
Raphael (archangel)	Rafael (archanděl)
Rapid transit	Kategorie:Metro
Rat	Rattus
Rational number	Racionální číslo
Ravenna	Ravenna
Rawalpindi	Rávalpindí
Ray Bradbury	Ray Bradbury
Read-only memory	ROM
Real number	Reálné číslo
Recession	Recese
Rectangle	Obdélník
Rectifier	Usměrňovač
Recursion	Rekurze
Recycling	Recyklace
Red	Červená
Red Army Faction	Frakce Rudé armády
Red Deer	Jelen lesní
Red Fox	Liška obecná (šelma)
Red Panda	Panda červená
Red Sea	Rudé moře
Red algae	Ruduchy
Red blood cell	Červená krvinka
Red dwarf	Červený trpaslík (hvězda)
Red giant	Červený obr
Redshift	Rudý posuv
Redshift (disambiguation)	Rudý posuv
Reduced instruction set computer	RISC
Referendum	Referendum
Refraction	Lom vlnění
Refractive index	Index lomu
Refugee	Uprchlík
Regent	Regent
Reggae	Reggae
Regiment	Pluk
Regina	Regina (Saskatchewan)
Region	Region
Reims	Remeš
Reincarnation	Znovuzrozování
Reindeer	Sob polární
Relation (mathematics)	Relace (matematika)
Relay	Elektromagnetické relé
Religion	Náboženství
Religion	Kategorie:Náboženství
Religious Society of Friends	Kvakeři
Rembrandt	Rembrandt van Rijn
Renaissance	Renesance
Renaissance	Kategorie:Renesance
Reproduction	Rozmnožování
Reptile	Plazi
Republic	Republika
Republic of China	Tchaj-wan
Republic of Ireland	Irsko
Republic of Ireland	Kategorie:Irsko
Republic of the Congo	Republika Kongo
Republic of the Congo	Kategorie:Republika Kongo
Republican Party (United States)	Republikánská strana (USA)
Requiem	Requiem
Resistor	Rezistor
Respiratory system	Dýchací soustava
Reticulum	Souhvězdí Sítě
Retina	Sítnice
Retinol	Vitamín A
Revolution	Revoluce
Revolver	Revolver
Rhea (moon)	Rhea (měsíc)
Rhea (mythology)	Rheia
Rhenium	Rhenium
Rhetoric	Rétorika
Rhetoric	Kategorie:Rétorika
Rhine	Rýn
Rhinoceros	Nosorožcovití
Rhode Island	Rhode Island
Rhodes	Rhodos
Rhodium	Rhodium
Rhombus	Kosočtverec
Rhyme	Rým
Rhythm	Rytmus (hudba)
Rhythm and blues	Rhythm and blues
Rib	Žebro
Riboflavin	Riboflavin
Ribosome	Ribozom
Rice	Rýže
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright
Richmond	Richmond
Riga	Riga
Rigel	Rigel
Right ascension	Rektascenze
Ring (mathematics)	Okruh (algebra)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande (Mexický záliv)
Rio de Janeiro	Rio de Janeiro
River	Řeka
River Thames	Temže
Riyadh	Rijád
Road	Silnice
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert Edward Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock (geology)	Hornina
Rock and roll	Rock and roll
Rock music	Rock
Rock music	Kategorie:Rock
Rocket	Raketa
Rocky Mountains	Skalnaté hory
Rococo	Rokoko
Rodent	Hlodavci
Roe Deer	Srnec obecný
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Roman Catholic Church	Římskokatolická církev
Roman Empire	Starověký Řím
Roman calendar	Římský kalendář
Roman law	Římské právo
Roman legion	Legie
Roman mythology	Římská mytologie
Roman mythology	Kategorie:Římská mytologie
Romania	Rumunsko
Romania	Kategorie:Rumunsko
Romansh	Rétorománština
Romanticism	Romantismus
Rome	Řím
Rome	Kategorie:Řím
Ronald Reagan	Ronald Reagan
Roof	Střecha
Rook (chess)	Věž (šachy)
Roosevelt	Roosevelt
Root	Kořen
Rosa Parks	Rosa Parksová
Rosaceae	Růžovité
Rosary	Růženec
Rose	Růže
Rosemary	Rozmarýna lékařská
Rosetta Stone	Rosettská deska
Rosh Hashanah	Roš ha-šana
Ross Sea	Rossovo moře
Rostock	Rostock
Rotifer	Vířníci
Rotterdam	Rotterdam
Router	Router
Rowing (sport)	Veslování
Royal Air Force	Royal Air Force
Rubber	Pryž
Rubicon	Rubikon
Rubidium	Rubidium
Ruble	Rubl
Rubus idaeus	Ostružiník maliník
Ruby	Rubín
Ruby (programming language)	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby football	Ragby
Rupert Murdoch	Rupert Murdoch
Russia	Rusko
Russia	Kategorie:Rusko
Russian Orthodox Church	Ruská pravoslavná církev
Russo-Japanese War	Rusko-japonská válka
Ruthenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Rwanda	Kategorie:Rwanda
Rye	Žito
S	S
SOAP	Simple Object Access Protocol
SOS	SOS (tísňový signál)
Sacrament	Svátost
Sacramento	Sacramento (Kalifornie)
Saddam Hussein	Saddám Husajn
Safari (web browser)	Safari (webový prohlížeč)
Saffron	Šafrán setý
Sagitta	Souhvězdí Šípu
Sagittarius (constellation)	Souhvězdí Střelce
Sahara	Sahara
Saint	Svatý
Saint Andrew	Svatý Ondřej
Saint George	Svatý Jiří (světec)
Saint Kitts and Nevis	Svatý Kryštof a Nevis
Saint Kitts and Nevis	Kategorie:Svatý Kryštof a Nevis
Saint Lawrence River	Řeka svatého Vavřince
Saint Lucia	Svatá Lucie
Saint Lucia	Kategorie:Svatá Lucie
Saint Martin	Svatý Martin (ostrov)
Saint Nicholas	Svatý Mikuláš
Saint Patrick	Svatý Patrik
Saint Peter	Petr (apoštol)
Saint Petersburg	Petrohrad
Saint Petersburg	Kategorie:Petrohrad
Saint Vincent and the Grenadines	Svatý Vincenc a Grenadiny
Saint Vincent and the Grenadines	Kategorie:Svatý Vincenc a Grenadiny
Sake	Sake
Saladin	Saladin
Salah	Salát (islám)
Salem	Salem (Oregon)
Salerno	Salerno
Saliva	Slina
Salman Rushdie	Salman Rushdie
Salt (chemistry)	Soli
Salt Lake City	Salt Lake City
Salzburg	Salzburg
Salzburg (state)	Salcbursko
Samara	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Samoa	Kategorie:Samoa
Samsara	Samsára
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samuraj
San Antonio	San Antonio
San Diego	San Diego (Kalifornie)
San Francisco	San Francisco
San Jose	San José (Kalifornie)
San Juan	San Juan (Portoriko)
San Marino	San Marino
San Marino	Kategorie:San Marino
San Marino	San Marino (město)
San Salvador	San Salvador
Sand	Písek (materiál)
Sandro Botticelli	Sandro Botticelli
Sandstone	Pískovec
Sanskrit	Sanskrt
Santa Claus	Santa Claus
Santa Fe	Santa Fé
Santiago	Santiago de Chile
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos
Sapphire	Safír
Sappho	Sapfó
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcophagus	Sarkofág
Sardinia	Sardinie
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Satan
Satanism	Satanismus
Satellite	Umělá družice
Satire	Satira
Saturday	Sobota
Saturn	Saturn (planeta)
Saturn	Kategorie:Saturn
Saturn (disambiguation)	Saturn
Satyr	Satyr
Sauce	Omáčka
Saudi Arabia	Saúdská Arábie
Saudi Arabia	Kategorie:Saúdská Arábie
Saul Bellow	Saul Bellow
Sausage	Párek
Savanna	Savana
Saxony	Sasko
Saxony	Kategorie:Sasko
Saxophone	Saxofon
Scandinavia	Skandinávie
Scandinavia	Kategorie:Skandinávie
Scandinavian Peninsula	Skandinávský poloostrov
Scandium	Skandium
Scapula	Lopatka
Scheldt	Šelda
Scheme (programming language)	Scheme
Schizophrenia	Schizofrenie
Scholasticism	Scholastika
School	Škola
Schutzstaffel	Schutzstaffel
Science	Věda
Science	Kategorie:Věda
Science fiction	Science fiction
Science fiction	Kategorie:Science fiction
Scientific method	Vědecká metoda
Scientist	Vědec
Scientology	Scientologie
Scipio Africanus	Scipio Africanus
Scissors	Nůžky
Sciuridae	Veverkovití
Scorpion	Štíři
Scorpius	Souhvězdí Štíra
Scotland	Skotsko
Scotland	Kategorie:Skotsko
Scots Pine	Borovice lesní
Scottish Gaelic	Skotská gaelština
Scouting	Skauting
Scrabble	Scrabble
Screw	Šroub
Screwdriver	Šroubovák
Scrotum	Šourek
Sculptor (constellation)	Souhvězdí Sochaře
Sculpture	Socha
Sculpture	Kategorie:Sochařství
Sea	Moře
Sea Otter	Vydra mořská
Sea anemone	Sasanky
Sea of Azov	Azovské moře
Sea of Japan	Japonské moře
Sea of Marmara	Marmarské moře
Sea urchin	Ježovky
Seaborgium	Seaborgium
Search engine	Internetový vyhledávač
Sears Tower	Sears Tower
Season	Roční období
Seattle	Seattle
Second	Sekunda
Second Crusade	Druhá křížová výprava
Second Vatican Council	2. vatikánský koncil
Second law of thermodynamics	Druhý termodynamický zákon
Sect	Sekta
Security	Kategorie:Bezpečnost
Sedimentary rock	Sedimentární hornina
Seed	Semeno
Seine	Seina
Seismology	Seismologie
Seismology	Kategorie:Seismologie
Selene	Seléné
Selenium	Selen
Seleucus I Nicator	Seleukos I. Níkátor
Semantics	Sémantika
Semantics	Kategorie:Sémantika
Semen	Ejakulát
Semicolon	Středník
Semiconductor	Polovodič
Semiotics	Sémiotika
Semitic	Semité
Senate	Senát
Senegal	Senegal
Senegal	Kategorie:Senegal
Seoul	Soul
Seppuku	Seppuku
September	Září
September 11	11. září
September 11	Teroristické útoky 11. září 2001
September 17	17. září
September 29	29. září
Septuagint	Septuaginta
Serbia	Srbsko
Serbia	Kategorie:Srbsko
Serbia and Montenegro	Srbsko a Černá Hora
Serbia and Montenegro	Kategorie:Srbsko a Černá Hora
Serfdom	Nevolnictví
Sergei Eisenstein	Sergej Michajlovič Ejzenštejn
Sergei Rachmaninoff	Sergej Rachmaninov
Series (mathematics)	Řada (matematika)
Serine	Serin
Serotonin	Serotonin
Serpens	Souhvězdí Hada
Server (computing)	Server
Set	Množina
Set (mythology)	Sutech
Set theory	Teorie množin
Set theory	Kategorie:Teorie množin
Sevastopol	Sevastopol
Seven Years' War	Sedmiletá válka
Severe acute respiratory syndrome	SARS
Seville	Sevilla
Sex	Pohlavnost
Sex organ	Genitálie
Sexism	Sexismus
Sextant	Sextant
Sexual intercourse	Pohlavní styk
Sexuality	Kategorie:Sexualita
Sexually transmitted disease	Sexuálně přenosná nemoc
Seychelles	Seychely
Seychelles	Kategorie:Seychely
Shanghai	Šanghaj
Share (finance)	Akcie
Shareware	Shareware
Sharia	Šaría
Shark	Žraloci
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetlandy
Shield	Štít
Shikoku	Šikoku
Shinto	Šintoismus
Ship	Loď
Shiva	Šiva
Shogi	Šógi
Shogun	Šógun
Shorthand	Těsnopis
Shrub	Keř
Siberia	Sibiř
Siberian Husky	Sibiřský husky
Sichuan	S'-čchuan
Sicily	Sicílie
Sicily	Kategorie:Sicílie
Siemens (unit)	Siemens (jednotka)
Sierra Leone	Sierra Leone
Sierra Leone	Kategorie:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sign language	Znakový jazyk
Sigrid Undset	Sigrid Undsetová
Sikhism	Sikhismus
Sikkim	Sikkim
Silesia	Slezsko
Silicon	Křemík
Silicon Valley	Silicon Valley
Silicon dioxide	Oxid křemičitý
Silk	Hedvábí
Silk Road	Hedvábná stezka
Silurian	Silur
Silver	Stříbro
Simone de Beauvoir	Simone de Beauvoirová
Sin	Hřích
Sinai Peninsula	Sinaj (poloostrov)
Sinclair Lewis	Sinclair Lewis
Singapore	Singapur
Singapore	Kategorie:Singapur
Single (music)	Singl
Sirenia	Sirény
Sirius	Sírius
Sistine Chapel	Sixtinská kaple
Sisyphus	Sisyfos
Sitting Bull	Sedící býk
Situation comedy	Sitcom
Six-Day War	Šestidenní válka
Skagerrak	Skagerrak
Skateboard	Skateboard
Skeletal system	Kategorie:Kosterní soustava
Skepticism	Skepticismus
Skin	Kůže
Skinhead	Skinhead
Skopje	Skopje
Skull	Lebka
Skylab	Skylab
Skyscraper	Mrakodrap
Slash (musician)	Slash
Slavery	Otrokářství
Slayer	Slayer
Sleep	Spánek
Slovakia	Slovensko
Slovakia	Kategorie:Slovensko
Slovenia	Slovinsko
Slovenia	Kategorie:Slovinsko
Small intestine	Tenké střevo člověka
Smog	Smog
Smolensk	Smolensk
Snake	Hadi
Snooker	Snooker
Snow	Sníh
Soap	Mýdlo
Social psychology	Sociální psychologie
Socialism	Socialismus
Socialism	Kategorie:Socialismus
Socialist Party (France)	Parti socialiste
Society	Kategorie:Společnost
Society	Společnost (podnikání)
Society of Jesus	Tovaryšstvo Ježíšovo
Sociology	Sociologie
Sociology	Kategorie:Sociologie
Socrates	Sókratés
Sodium	Sodík
Sodium bicarbonate	Hydrogenuhličitan sodný
Sodium chloride	Chlorid sodný
Sodium hydroxide	Hydroxid sodný
Sofia	Sofie
Softball	Softball
Software	Kategorie:Software
Soil	Půda (pedologie)
Solar System	Sluneční soustava
Solar System	Kategorie:Sluneční soustava
Solar cell	Fotovoltaický článek
Solar eclipse	Zatmění Slunce
Solar energy	Sluneční energie
Solar wind	Sluneční vítr
Solid	Pevná látka
Solid state	Pevná látka
Solidarity	Solidarita
Solomon	Šalomoun
Solomon Islands	Šalamounovy ostrovy
Solomon Islands	Kategorie:Šalamounovy ostrovy
Solon	Solón
Solstice	Slunovrat
Solution	Homogenní směs
Solvent	Rozpouštědlo
Somalia	Somálsko
Somalia	Kategorie:Somálsko
Somerset	Somerset
Sonata	Sonáta
Song	Píseň
Song of Solomon	Píseň písní
Sonnet	Sonet
Sophia Loren	Sofia Lorenová
Sophism	Sofisté
Sophocles	Sofoklés
Soprano	Soprán
Sorbonne	Sorbona
Sorghum	Čirok
Sorting algorithm	Řadicí algoritmus
Soul	Duše
Sound	Zvuk
Soup	Polévka
Source code	Zdrojový kód
South	Jih
South Africa	Kategorie:Jihoafrická republika
South America	Jižní Amerika
South America	Kategorie:Jižní Amerika
South Australia	Jižní Austrálie
South Carolina	Jižní Karolína
South China Sea	Jihočínské moře
South Dakota	Jižní Dakota
South Dakota	Kategorie:Jižní Dakota
South Island	Jižní ostrov (Nový Zéland)
South Korea	Jižní Korea
South Korea	Kategorie:Jižní Korea
South Pole	Jižní pól
South Vietnam	Vietnamská republika
Southeast Asia	Jihovýchodní Asie
Southern Hemisphere	Jižní polokoule
Sovereignty	Suverenita
Soviet Union	Sovětský svaz
Soviet Union	Kategorie:Sovětský svaz
Soybean	Sója
Space Shuttle	Space Shuttle
Space station	Vesmírná stanice
Spacecraft	Kosmická loď
Spaghetti	Špagety
Spain	Španělsko
Spain	Kategorie:Španělsko
Spam (electronic)	Spam
Spanish Civil War	Španělská občanská válka
Spanish people	Kategorie:Španělé
Spanish-American War	Španělsko-americká válka
Sparta	Sparta
Spear	Kopí
Special relativity	Speciální teorie relativity
Species	Druh (biologie)
Spectroscopy	Spektroskopie
Speed of light	Rychlost světla
Speleology	Speleologie
Spencer Tracy	Spencer Tracy
Sperm Whale	Vorvaň obrovský
Spermatophyte	Semenné rostliny
Spermatozoon	Spermie
Sphere	Koule
Sphinx	Sfinx
Spice	Koření
Spider	Pavouci
Spin (physics)	Spin
Spinach	Špenát
Spinal cord	Mícha
Spiral galaxy	Spirální galaxie
Spleen	Slezina
Split	Split
Sponge	Houbovci
Sport	Sport
Spreadsheet	Tabulkový procesor
Spree	Spréva
Spring (season)	Jaro
Spyware	Spyware
Squamata	Šupinatí
Square (geometry)	Čtverec
Square metre	Metr čtvereční
Square root	Druhá odmocnina
Squash (sport)	Squash
Squirrel	Veverka
Sri Lanka	Šrí Lanka
Sri Lanka	Kategorie:Šrí Lanka
St. Louis	St. Louis
Stadium	Stadion
Stained glass	Vitraj
Stalinism	Stalinismus
Standard Generalized Markup Language	Standard Generalized Markup Language
Standard deviation	Směrodatná odchylka
Stanford University	Stanford University
Stanley Kubrick	Stanley Kubrick
Star	Hvězda
Star of David	Davidova hvězda
Starch	Škrob
State	Stát
Staten Island	Staten Island
Statistics	Statistika
Statistics	Kategorie:Statistika
Statue of Liberty	Socha Svobody
Stavanger	Stavanger
Steam	Pára
Steam engine	Parní stroj
Steel	Ocel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stem cell	Kmenová buňka
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Step
Steradian	Steradián
Sternum	Hrudní kost
Steroid	Steroidy
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	Burza
Stockholm	Stockholm
Stoicism	Stoicismus
Stomach	Žaludek
Stone Age	Doba kamenná
Stonehenge	Stonehenge
Stork	Čáp
Storm	Bouře (meteorologie)
Strait	Průliv
Strait of Gibraltar	Gibraltarský průliv
Strait of Hormuz	Hormuzský průliv
Strait of Magellan	Magalhãesův průliv
Strait of Messina	Messinská úžina
Straits	Kategorie:Průlivy
Strasbourg	Štrasburk
Strategy	Strategie
Stratigraphy	Stratigrafie
Stratosphere	Stratosféra
Strawberry	Jahodník
Stress (medicine)	Stres
Strong interaction	Silná interakce
Strontium	Stroncium
Structuralism	Strukturalismus
Stub	Šablona:Pahýl
Student	Student
Stupa	Stúpa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Sub-Saharan Africa	Subsaharská Afrika
Subculture	Subkultura
Sublimation (chemistry)	Sublimace
Submarine	Ponorka
Subset	Podmnožina
Subtraction	Odčítání
Subversion (software)	Subversion
Sucre	Sucre
Sucrose	Sacharóza
Sudan	Súdán
Sudan	Kategorie:Súdán
Sudoku	Sudoku
Suez Canal	Suezský průplav
Suffix	Sufix
Suharto	Suharto
Sulawesi	Celebes
Sulfur	Síra
Sulfur dioxide	Oxid siřičitý
Sulfur mustard	Yperit
Sulfuric acid	Kyselina sírová
Sultan	Sultán
Sumatra	Sumatra
Sumer	Sumer
Summer	Léto
Sumo	Sumó
Sun	Slunce
Sun	Kategorie:Slunce
Sun Yat-sen	Sunjatsen
Sunday	Neděle
Sundial	Sluneční hodiny
Sunflower	Slunečnice roční
Sunni Islam	Sunnité
Sunspot	Sluneční skvrna
Supercomputer	Superpočítač
Superconductivity	Supravodivost
Superman	Superman
Supernova	Supernova
Supreme Court of the United States	Nejvyšší soud Spojených států amerických
Sura	Súra
Surface tension	Povrchové napětí
Surgeon	Chirurgie
Surgery	Chirurgie
Surgery	Kategorie:Chirurgie
Suriname	Surinam
Suriname	Kategorie:Surinam
Surrealism	Surrealismus
Susan Sontag	Susan Sontagová
Sushi	Suši
Suva	Suva
Svalbard	Špicberky
Swallow	Vlaštovkovití
Swan	Labuť
Swastika	Svastika
Swaziland	Svazijsko
Swaziland	Kategorie:Svazijsko
Sweden	Švédsko
Sweden	Kategorie:Švédsko
Swedish krona	Švédská koruna
Sweet potato	Povijnice batátová
