English	Turkish
Weimar	Weimar
Weimar Republic	Weimar Cumhuriyeti
Welding	Kaynak (imalat)
Wellington	Wellington
Werewolf	Kurt Adam
Wernher von Braun	Wernher von Braun
West	Batı (yön)
West Africa	Batı Afrika
West Bank	Batı Şeria
West Germany	Batı Almanya
West Virginia	Batı Virginia
Western Australia	Batı Avustralya
Western Roman Empire	Batı Roma İmparatorluğu
Western Sahara	Batı Sahra
Whale	Balinalar
Wheat	Buğday
Wheel	Tekerlek
Whisky	Viski
White House	Beyaz Saray
White Sea	Beyazdeniz
White blood cell	Lökosit
White dwarf	Beyaz cüce
Whitehorse	Whitehorse
Wicca	Vika
Wide area network	Geniş alan ağı
Wiesbaden	Wiesbaden
Wildcat	Yaban kedisi
Wilhelm Ostwald	Wilhelm Ostwald
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William H. Harrison
William Herschel	Frederick William Herschel
William Howard Taft	William Howard Taft
William II	II. Wilhelm
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William B. Shockley
William Wordsworth	William Wordsworth
William of Ockham	Ockham'lı William
Willow	Söğüt
Willy Brandt	Willy Brandt
Wind power	Rüzgâr enerjisi
Windhoek	Windhoek
Windmill	Yeldeğirmeni
Window	Pencere
Wine	Şarap
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Kış
Winter Olympic Games	Kış Olimpiyatları
Winter Olympic Games	Kategori:Kış Olimpiyatları
Wisconsin	Wisconsin
Wisconsin	Kategori:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Kadın
Wood	Tahta
Woodrow Wilson	Thomas Woodrow Wilson
Woodwind instrument	Tahta nefesli çalgılar
Woody Allen	Woody Allen
Word	Sözcük
World Bank	Dünya Bankası
World Health Organization	Dünya Sağlık Örgütü
World Meteorological Organization	Dünya Meteoroloji Örgütü
World Trade Center	Dünya Ticaret Merkezi (bina)
World Trade Organization	Dünya Ticaret Örgütü
World War I	I. Dünya Savaşı
World War I	Kategori:I. Dünya Savaşı
World War II	II. Dünya Savaşı
World War II	Kategori:II. Dünya Savaşı
World Wide Web	Dünya Çapında Ağ
World Wide Web	Kategori:Dünya Çapında Ağ
Worm	Solucan
Wormhole	Solucandeliği
Writer	Yazar
Writing system	Yazı sistemleri
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Kategori:Wyoming
X	X (harf)
X-ray	X ışını
Xenon	Ksenon
Xenophanes	Ksenofanes
Xenophobia	Zenofobi
Xenophon	Ksenofon
Xi	Ξ
Xinjiang	Sincan Uygur Özerk Bölgesi
Xylophone	Ksilofon
Y	Y (harf)
Yahweh	Yehova
Yak	Tibet sığırı
Yakuza	Yakuza
Yale University	Yale Üniversitesi
Yalta	Yalta
Yalta Conference	Yalta Konferansı
Yangon	Yangoon
Yangtze River	Yangtze
Yard	Yarda
Yasser Arafat	Yaser Arafat
Year	Yıl
Yeast	Maya (biyoloji)
Yellow	Sarı
Yellow River	Huang He
Yellow Sea	Sarıdeniz
Yellowstone National Park	Yellowstone Milli Parkı
Yemen	Yemen
Yemen	Kategori:Yemen
Yenisei River	Yenisey Irmağı
Yerevan	Erivan
Yeti	Yeti
Yggdrasil	Yggdrasill
Yo-yo	Yoyo
Yoga	Yoga
Yoghurt	Yoğurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Yom Kippur
York	York
Young's modulus	Young katsayısı
Ytterbium	İterbiyum
Yttrium	İtriyum
Yuan Dynasty	Yuan Hanedanı
Yugoslavia	Kategori:Yugoslavya
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Yuri Gagarin
Z	Z (harf)
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi Nehri
Zambia	Zambiya
Zanzibar	Zangibar
Zaragoza	Zaragoza
Zealand	Sjaelland
Zebra	Zebra
Zen	Zen
Zenith	Zenit
Zeno of Citium	Kıbrıslı Zenon
Zeno of Elea	Elealı Zeno
Zeta	Ζ
Zeus	Zeus
Ziggurat	Ziggurat
Zimbabwe	Zimbabve
Zimbabwe	Kategori:Zimbabve
Zinc	Çinko
Zionism	Siyonizm
Zirconium	Zirkonyum
Zodiac	Zodyak
Zombie	Zombi
Zoo	Hayvanat bahçesi
Zoology	Zooloji
Zoology	Kategori:Zooloji
Zoroaster	Zerdüşt
Zoroastrianism	Zerdüştçülük
