Esperanto	English
Prometeo	Prometheus
Prometio	Promethium
Pronomo	Pronoun
Propagando	Propaganda
Propano	Propane
Prozo	Prose
Prostato	Prostate
Protaktinio	Protactinium
Protektorato	Protectorate
Proteino	Protein
Proterozoiko	Proterozoic
Reformacio	Protestant Reformation
Protestantismo	Protestantism
Protistoj	Protist
Protokolo	Protocol
Protono	Proton
Protozooj	Protozoa
Providence (Rod-Insulo)	Providence
Proksima Centaŭro	Proxima Centauri
Prunuso	Prunus
Prusio	Prussia
Psalmo	Psalms
Pseŭdonimo	Pseudonym
Kategorio:Pseŭdoscienco	Pseudoscience
Pseŭdoscienco	Pseudoscience
Psio (litero)	Psi (letter)
Psoriazo	Psoriasis
Psikiatrio	Psychiatry
Kategorio:Psikiatrio	Psychiatry
Psikoanalizo	Psychoanalysis
Psikologio	Psychology
Kategorio:Psikologio	Psychology
Psikozo	Psychosis
Psikoterapio	Psychotherapy
Ptaho	Ptah
Flugsaŭroj	Pterosaur
Ptolemeo	Ptolemy
Pubereco	Puberty
Publika havaĵo	Public domain
Puerto-Riko	Puerto Rico
Kategorio:Puerto-Riko	Puerto Rico
Takelo	Pulley
Pulsaro	Pulsar
Pumpilo	Pump
Interpunkcio	Punctuation
Panĝabo (Barato)	Punjab (India)
Kategorio:Punko	Punk
Punko	Punk rock
Pupilo	Pupil
Pobo (konstelacio)	Puppis
Pjongjango	Pyongyang
Piramido	Pyramid
Piramido (geometrio)	Pyramid (geometry)
Pireneoj	Pyrenees
Pirito	Pyrite
Venko de Pirho	Pyrrhic victory
Pitagoro	Pythagoras
Python (programlingvo)	Python (programming language)
Kompaso (konstelacio)	Pyxis
Q	Q
Kataro (lando)	Qatar
Kategorio:Kataro	Qatar
Dinastio Qin	Qin Dynasty
Dinastio Qing	Qing Dynasty
Kvarlatero	Quadrilateral
Kvantuma mekaniko	Quantum mechanics
Kvaranteno	Quarantine
Kvarko	Quark
Kvarco	Quartz
Kvazaro	Quasar
Kebekio	Quebec
Kategorio:Kebekio	Quebec
Kebeko (Kebekio)	Quebec City
Keĉua lingvaro	Quechua
Damo (ŝako)	Queen (chess)
Kvinzo	Queens
Kvinslando	Queensland
Quentin Tarantino	Quentin Tarantino
Demandosigno	Question mark
Kecalkoatlo (majaoj)	Quetzalcoatl
Kito	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
RNA	RNA
Reo	Ra
Rabato (urbo)	Rabat
Rabeno	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Niktereŭto	Raccoon Dog
Raso	Race
Rachel Carson	Rachel Carson
Rasismo	Racism
Kategorio:Rasismo	Racism
Radaro	Radar
Radiano	Radian
Kategorio:Radio	Radio
Radioteleskopo	Radio telescope
Radioaktiveco	Radioactive decay
Karbono 14	Radiocarbon dating
Radiumo	Radium
Radiuso	Radius
Radono	Radon
Pluvo	Rain
Ĉielarko	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh (Norda Karolino)	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Ramadano	Ramadan
Ramajano	Ramayana
Ramseso la 2-a	Ramesses II
Ĉefmemoro	Random access memory
Ranunkolacoj	Ranunculaceae
Seksatenco	Rape
Kolzo	Rapeseed
Rafaelo	Raphael
Rafael	Raphael (archangel)
Kategorio:Metrooj	Rapid transit
Frambo	Raspberry
Rato	Rat
Racionala nombro	Rational number
Strutoformaj birdoj	Ratite
Raveno	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Reela nombro	Real number
Recesio	Recession
Recife	Recife
Ortangulo	Rectangle
Rikuro	Recursion
Recikligo	Recycling
Ruĝa	Red
Ruĝa cervo	Red Deer
Ruĝa vulpo	Red Fox
Malgranda pando	Red Panda
Ruĝa Maro	Red Sea
Eritrocito	Red blood cell
Ruĝenŝoviĝo	Redshift
Ruĝenŝoviĝo	Redshift (disambiguation)
Referendumo	Referendum
Refrakto	Refraction
Refrakta indico	Refractive index
Rifuĝinto	Refugee
Regento	Regent
Regeo	Reggae
Regimento	Regiment
Reĝino (Saskaĉevano)	Regina
Regiono (geografio)	Region
Reims	Reims
Reenkarniĝo	Reincarnation
Boaco	Reindeer
Rilato (matematiko)	Relation (mathematics)
Kategorio:Relativeco	Relativity
Relajso	Relay
Religio	Religion
Kategorio:Religio	Religion
Kvakerismo	Religious Society of Friends
Rembranto	Rembrandt
Renesanco	Renaissance
Reproduktado	Reproduction
Reptilioj	Reptile
Respubliko	Republic
Tajvano	Republic of China
Irlando (lando)	Republic of Ireland
Kategorio:Irlando	Republic of Ireland
Respubliko Kongo	Republic of the Congo
Kategorio:Kongo Brazavila	Republic of the Congo
Respublikana Partio (Usono)	Republican Party (United States)
Rezistilo	Resistor
Spira sistemo	Respiratory system
Restoracio	Restaurant
Reteto (konstelacio)	Reticulum
Retino	Retina
Vitamino A	Retinol
Revolucio	Revolution
Revolvero	Revolver
Renio	Rhenium
Retoriko	Rhetoric
Kategorio:Retoriko	Rhetoric
Rejno	Rhine
Rinocero	Rhinoceros
Roto (litero)	Rho (letter)
Rod-Insulo	Rhode Island
Kategorio:Rod-Insulo	Rhode Island
Rodiso	Rhodes
Rodio	Rhodium
Rombo	Rhombus
Rimo	Rhyme
Ritmenbluso	Rhythm and blues
Ripo	Rib
Riboflavino	Riboflavin
Ribosomo	Ribosome
Rizo	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright	Richard Wright (musician)
Richmond (Virginio)	Richmond
Rigo	Riga
Riĝelo	Rigel
Rektascensio	Right ascension
Ringo (algebro)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande del Norte	Rio Grande
Rio-de-Ĵanejro	Rio de Janeiro
Rio-de-Ĵanejrio	Rio de Janeiro (state)
Rivero	River
Tamizo	River Thames
Rijado	Riyadh
Vojo	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Roboto	Robot
Papero, tondilo, ŝtono	Rock
Roko	Rock (geology)
Rokenrolo	Rock and roll
Rok-muziko	Rock music
Kategorio:Rok-muziko	Rock music
raketo	Rocket
Roka Montaro	Rocky Mountains
Rokoko	Rococo
Ronĝuloj	Rodent
Kapreolo	Roe Deer
Rentgenio	Roentgenium
Roger Bacon	Roger Bacon
Romkatolikismo	Roman Catholic Church
Romia Imperio	Roman Empire
Romia Respubliko	Roman Republic
Legio	Roman legion
Romia mitologio	Roman mythology
Kategorio:Romia mitologio	Roman mythology
Rumanio	Romania
Kategorio:Rumanio	Romania
Romanĉa lingvo	Romansh
Romantikismo	Romanticism
Romo	Rome
Kategorio:Romo	Rome
Ronald Reagan	Ronald Reagan
Tegmento	Roof
Turo (ŝako)	Rook (chess)
Roosevelt	Roosevelt
Radiko#Botaniko	Root
Rosa Parks	Rosa Parks
Rozacoj	Rosaceae
Rozaloj	Rosales
Rosario	Rosario
Rozario	Rosary
Rozo	Rose
Oficina rosmareno	Rosemary
Rozeta ŝtono	Rosetta Stone
Roŝ Haŝana	Rosh Hashanah
Maro de Ross	Ross Sea
Rostock	Rostock
Roterdamo	Rotterdam
Enkursigilo	Router
Remado	Rowing (sport)
Reĝa Societo de Londono	Royal Society
Gumo	Rubber
Rubikono	Rubicon
Rubidio	Rubidium
Rublo	Ruble
Frambo	Rubus idaeus
Rubeno	Ruby
Ruby (programlingvo)	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugbeo	Rugby football
Rupert Murdoch	Rupert Murdoch
Rusio	Russia
Kategorio:Rusio	Russia
Rusa Ortodoksa Eklezio	Russian Orthodox Church
Rusia revolucio de 1917	Russian Revolution (1917)
Rutenio	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Ruterfordio	Rutherfordium
Ruando	Rwanda
Kategorio:Ruando	Rwanda
Sekalo	Rye
S	S
SOAP	SOAP
SOS	SOS
Sakramento	Sacrament
Sakramento (Kalifornio)	Sacramento
Saddam Hussein	Saddam Hussein
Safrano	Saffron
Sago (konstelacio)	Sagitta
Sagitario	Sagittarius (constellation)
Saharo	Sahara
Velo	Sail
Sanktulo	Saint
Sankta Andreo	Saint Andrew
Georgo (Sankta)	Saint George
Sankta-Kito kaj Neviso	Saint Kitts and Nevis
Kategorio:Sankta Kristofo kaj Neviso	Saint Kitts and Nevis
Sankt-Laŭrenco (rivero)	Saint Lawrence River
Sankta Lucio	Saint Lucia
Kategorio:Sankta Lucio	Saint Lucia
Sankta Marteno (insulo)	Saint Martin
Sankta Nikolao	Saint Nicholas
Sankta Patriko	Saint Patrick
Saint Paul (Minesoto)	Saint Paul
Sankta Petro	Saint Peter
Sankt-Peterburgo	Saint Petersburg
Kategorio:Sankt-Peterburgo	Saint Petersburg
Sankta Vincento kaj Grenadinoj	Saint Vincent and the Grenadines
Kategorio:Sankta Vincento kaj Grenadinoj	Saint Vincent and the Grenadines
Sakeo	Sake
Saladino	Saladin
Salamandro	Salamander
Salem (Oregono)	Salem
Salerno	Salerno
Salman Rushdie	Salman Rushdie
Salmonedoj	Salmonidae
Salo	Salt
Salo	Salt (chemistry)
Sallagurbo	Salt Lake City
Salvador de Bahio	Salvador
Salzburg	Salzburg
Salcburgo (sublando)	Salzburg (state)
Samara (urbo)	Samara
Samario (kemio)	Samarium
Samarkando	Samarkand
Samoo	Samoa
Kategorio:Samoo	Samoa
Sansaro	Samsara
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurajo	Samurai
San Antonio (Teksaso)	San Antonio
San-Diego (Kalifornio)	San Diego
San Francisco (Kalifornio)	San Francisco
San Jose (Kalifornio)	San Jose
San-Marino	San Marino
Kategorio:San-Marino	San Marino
San-Marino (urbo)	San Marino
San-Salvadoro	San Salvador
Sablo	Sand
Sandro Botticelli	Sandro Botticelli
Grejso	Sandstone
Sandviĉo	Sandwich
Sanskrito	Sanskrit
Santa Claus	Santa Claus
Santa Fe (Nov-Meksiko)	Santa Fe
Santiago de Chile	Santiago
Santiago	Santiago
Santiago de Kubo	Santiago de Cuba
Sankta Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Safiro	Sapphire
Sapfo	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sardio	Sardinia
Sari	Sari
Sarino	Sarin
Saskaĉevano	Saskatchewan
Satano	Satan
Artefarita satelito	Satellite
Satiro	Satire
Sabato	Saturday
Saturno	Saturn
Kategorio:Saturno	Saturn
Saturno (dio)	Saturn (mythology)
Satiruso	Satyr
Saŭco	Sauce
Saŭda Arabio	Saudi Arabia
Kategorio:Saŭda Arabio	Saudi Arabia
Saul Bellow	Saul Bellow
Savano	Savanna
Saksio	Saxony
Kategorio:Saksio	Saxony
Saksofono	Saxophone
Skandinavio	Scandinavia
Kategorio:Skandinavio	Scandinavia
Skandio	Scandium
Skapolo	Scapula
Skeldo	Scheldt
Scheme	Scheme (programming language)
Skizofrenio	Schizophrenia
Skolastikismo	Scholasticism
Lernejo	School
SS (organizaĵo)	Schutzstaffel
Scienco	Science
Kategorio:Scienco	Science
Sciencfikcio	Science fiction
Kategorio:Sciencfikcio	Science fiction
Scienca metodo	Scientific method
Sciencisto	Scientist
Scientologio	Scientology
Tondilo	Scissors
Sciuredoj	Sciuridae
Skorpio	Scorpion
Skorpio (konstelacio)	Scorpius
Skotlando	Scotland
Kategorio:Skotlando	Scotland
Arbara pino	Scots Pine
Skotgaela lingvo	Scottish Gaelic
Skoltismo	Scouting
Skrablo	Scrabble
Ŝraŭbo	Screw
Ŝraŭbturnilo	Screwdriver
Skroto	Scrotum
Skulptisto (konstelacio)	Sculptor (constellation)
Skulptarto	Sculpture
Maro	Sea
Mar-lutro	Sea Otter
Maranemono	Sea anemone
Marnivelo	Sea level
Azova Maro	Sea of Azov
Japana Maro	Sea of Japan
Marmora Maro	Sea of Marmara
Oĥocka maro	Sea of Okhotsk
Eĥino	Sea urchin
Seborgio	Seaborgium
Hipokampo	Seahorse
Serĉilo	Search engine
Sears-turo	Sears Tower
Sezono	Season
Seattle (Vaŝingtonio)	Seattle
Sekundo	Second
Dua Vatikana Koncilio	Second Vatican Council
Kategorio:Sekureco	Security
Sedimentaj petroj	Sedimentary rock
Semo	Seed
Segovio	Segovia
Sejno	Seine
Sismologio	Seismology
Seleno	Selenium
Semantiko	Semantics
Kategorio:Semantiko	Semantics
Spermo	Semen
Punktokomo	Semicolon
Duonkonduktaĵo	Semiconductor
Semiotiko	Semiotics
Semidoj	Semitic
Senato	Senate
Senegalo	Senegal
Kategorio:Senegalo	Senegal
Seulo	Seoul
Seppuku	Seppuku
Septembro	September
11-a de septembro	September 11
11-a de septembro 2001	September 11
17-a de septembro	September 17
29-a de septembro	September 29
Septuaginto	Septuagint
Vico	Sequence
Serbio	Serbia
Kategorio:Serbio	Serbia
Serbio kaj Montenegro	Serbia and Montenegro
Kategorio:Serbio kaj Montenegro	Serbia and Montenegro
Servuteco	Serfdom
Sergej Rachmaninoff	Sergei Rachmaninoff
Serio (matematiko)	Series (mathematics)
Serino	Serine
Serpento (konstelacio)	Serpens
Servilo	Server (computing)
Aro (matematiko)	Set
Aroteorio	Set theory
Kategorio:Aroteorio	Set theory
Sebastopolo	Sevastopol
Sepjara milito	Seven Years' War
Netipa pneŭmonio	Severe acute respiratory syndrome
Sevilo	Seville
Sekso	Sex
Seksismo	Sexism
Sekstanto	Sextant
Amoro	Sexual intercourse
Venereaj malsanoj	Sexually transmitted disease
Sejŝeloj	Seychelles
Kategorio:Sejŝeloj	Seychelles
Ŝaho	Shah
Ŝamanismo	Shamanism
Ŝanhajo	Shanghai
Akcio	Share (finance)
Ŝario	Sharia
Ŝarko	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Ŝetlandaj Insuloj	Shetland
Ŝikoku	Shikoku
Ŝintoismo	Shinto
Ŝipo	Ship
Ŝivao	Shiva
Ŝogio	Shogi
Ŝoguno	Shogun
Stenografio	Shorthand
Salikoko	Shrimp
Arbedo	Shrub
Siberio	Siberia
Siĉuano	Sichuan
Sicilio	Sicily
Kategorio:Sicilio	Sicily
Simenso	Siemens (unit)
Siera-Leono	Sierra Leone
Kategorio:Siera-Leono	Sierra Leone
Sigmo	Sigma
Sigmund Freud	Sigmund Freud
Signolingvo	Sign language
Sigrid Undset	Sigrid Undset
Sikismo	Sikhism
Sikimo	Sikkim
Silezio	Silesia
Silicio	Silicon
Silicon Valley	Silicon Valley
Silko	Silk
Silka Vojo	Silk Road
Silurio	Silurian
Arĝento	Silver
Simone de Beauvoir	Simone de Beauvoir
Peko	Sin
Sinajo	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapuro	Singapore
Kategorio:Singapuro	Singapore
Unuopaĵo	Single (music)
Sireno (mitologio)	Siren
Sireno (besto)	Sirenia
Siriuso	Sirius
Sizifo	Sisyphus
Sidanta Taŭro	Sitting Bull
Sestaga milito	Six-Day War
Skagerrak	Skagerrak
Rultabulo	Skateboard
Kategorio:Skeleta sistemo	Skeletal system
Haŭto	Skin
Skopjo	Skopje
Kranio	Skull
Skylab	Skylab
Nubskrapulo	Skyscraper
Sklaveco	Slavery
Dormo	Sleep
Slovakio	Slovakia
Kategorio:Slovakio	Slovakia
Slovenio	Slovenia
Kategorio:Slovenio	Slovenia
Maldika intesto	Small intestine
Smogo	Smog
Smolensk	Smolensk
Serpento	Snake
Snukero	Snooker
Neĝo	Snow
Sapo	Soap
Socialismo	Socialism
Kategorio:Socialismo	Socialism
Socialista Partio (Francio)	Socialist Party (France)
Kategorio:Socio	Society
Socio	Society
Jezuitoj	Society of Jesus
Sociolingvistiko	Sociolinguistics
Sociologio	Sociology
Kategorio:Sociologio	Sociology
Sokrato	Socrates
Natrio	Sodium
Natria klorido	Sodium chloride
Sofio	Sofia
Softbalo	Softball
Kategorio:Programaro	Software
Grundo	Soil
Solanacoj	Solanaceae
Sunsistemo	Solar System
Kategorio:Sunsistemo	Solar System
Sunĉelo	Solar cell
Suna eklipso	Solar eclipse
Sunenergio	Solar energy
Solido	Solid
Solido	Solid state
Solidareco (Pollando)	Solidarity
Salomono	Solomon
Salomonoj	Solomon Islands
Kategorio:Salomonoj	Solomon Islands
Solstico	Solstice
Solvaĵo	Solution
Somalio	Somalia
Kategorio:Somalio	Somalia
Somerset	Somerset
Somme	Somme
Sonato	Sonata
Kanto	Song
Alta Kanto de Salomono	Song of Solomon
Soneto	Sonnet
Sophia Loren	Sophia Loren
Sofismo	Sophism
Sofoklo	Sophocles
Soprano	Soprano
Sorbono	Sorbonne
Sorgo	Sorghum
Animo	Soul
Sono	Sound
Supo	Soup
Sudo	South
Kategorio:Sud-Afriko	South Africa
Sudameriko	South America
Kategorio:Sudameriko	South America
Suda Aŭstralio	South Australia
Suda Karolino	South Carolina
Sudĉina Maro	South China Sea
Suda Dakoto	South Dakota
Kategorio:Suda Dakoto	South Dakota
Suda Insulo (Nov-Zelando)	South Island
Sud-Koreio	South Korea
Kategorio:Sud-Koreio	South Korea
Suda poluso	South Pole
Vjetnama respubliko	South Vietnam
Sud-Orienta Azio	Southeast Asia
Suda duonglobo	Southern Hemisphere
Sovetunio	Soviet Union
Kategorio:Sovetunio	Soviet Union
Sojfabo	Soybean
Spaco	Space
Kosmopramo	Space Shuttle
Kosmostacio	Space station
Kosmoveturilo	Spacecraft
Hispanio	Spain
Kategorio:Hispanio	Spain
Spamo	Spam (electronic)
Hispana Enlanda Milito	Spanish Civil War
Kategorio:Hispanoj	Spanish people
Hispana-usona milito	Spanish-American War
Sparto	Sparta
Lanco	Spear
Speciala teorio de relativeco	Special relativity
Specio	Species
Rapido	Speed
Lumrapideco	Speed of light
Speleologio	Speleology
Spencer Tracy	Spencer Tracy
Kaĉaloto	Sperm Whale
Spermatozoo	Spermatozoon
Sfero	Sphere
Sfinkso (egipta mitologio)	Sphinx
Spico	Spice
Araneo	Spider
Spino (fiziko)	Spin (physics)
Spinaco	Spinach
Mjelo	Spinal cord
Spirala galaksio	Spiral galaxy
Lieno	Spleen
Split	Split
Spongulo	Sponge
Sporto	Sport
Tabelkalkulilo	Spreadsheet
Spree	Spree
Printempo	Spring (season)
Springfield (Ilinojo)	Springfield
Skvamuloj	Squamata
Kvadrato (geometrio)	Square (geometry)
Kvadrata metro	Square metre
Kvadrata radiko	Square root
Skvaŝo	Squash (sport)
Sciuro	Squirrel
Sri-Lanko	Sri Lanka
Kategorio:Sri-Lanko	Sri Lanka
Sankta Luiso	St. Louis
Stadiono	Stadium
Vitralo	Stained glass
Rustorezista ŝtalo	Stainless steel
Stalinismo	Stalinism
SGML	Standard Generalized Markup Language
Norma diferenco	Standard deviation
Universitato Stanford	Stanford University
Stanley Kubrick	Stanley Kubrick
Stelo	Star
Stelo de Davido	Star of David
Amelo	Starch
Marstelo	Starfish
Ŝtato	State
Staten-Insulo	Staten Island
Statistiko	Statistics
Kategorio:Statistiko	Statistics
Statuo de Libereco	Statue of Liberty
Stavanger	Stavanger
Vapormaŝino	Steam engine
Ŝtalo	Steel
Stefan Zweig	Stefan Zweig
Stamĉelo	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Stepo	Steppe
Steradiano	Steradian
Sternumo	Sternum
Steroido	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
borso	Stock exchange
Stokholmo	Stockholm
Stoikismo	Stoicism
Stomako	Stomach
Ŝtonepoko	Stone Age
Stonehenge	Stonehenge
Cikoniedoj	Stork
Ŝtormo	Storm
Markolo	Strait
Ĝibraltara Markolo	Strait of Gibraltar
Hormuza Markolo	Strait of Hormuz
Magelana markolo	Strait of Magellan
Mesina Markolo	Strait of Messina
Kategorio:Markoloj	Straits
Strasburgo	Strasbourg
Strategio	Strategy
Stratosfero	Stratosphere
Frago	Strawberry
Streso	Stress (medicine)
Teorio de kordoj	String theory
Apopleksio	Stroke
Forta nuklea forto	Strong interaction
Stroncio	Strontium
Ŝablono:Ĝermo	Stub
Studento	Student
Stupao	Stupa
Stutgarto	Stuttgart
Stikso	Styx
Afriko sude de Saharo	Sub-Saharan Africa
Sublimado	Sublimation (chemistry)
Submarŝipo	Submarine
Subaro	Subset
Operacioj per nombroj	Subtraction
Subversion	Subversion (software)
Sukro (Bolivio)	Sucre
Sakarozo	Sucrose
Sudano	Sudan
Kategorio:Sudano	Sudan
Sudoko	Sudoku
Sueza Kanalo	Suez Canal
Sufikso	Suffix
Sufiismo	Sufism
Sukero	Sugar
Suharto	Suharto
Soekarno	Sukarno
Sulaveso	Sulawesi
Sulfuro	Sulfur
Sulfura dioksido	Sulfur dioxide
Iperito	Sulfur mustard
Sulfata acido	Sulfuric acid
Sultano	Sultan
Sumatro	Sumatra
Sumero	Sumer
Somero	Summer
Sumoo	Sumo
Suno	Sun
Sun Jatsen	Sun Yat-sen
Dimanĉo	Sunday
Sunfloro	Sunflower
Sunaismo	Sunni Islam
Sunmakulo	Sunspot
Superkonduktiveco	Superconductivity
Superman	Superman
Supernovao	Supernova
Usona Suverena Kortumo	Supreme Court of the United States
Surao	Sura
Kirurgio	Surgeon
Kirurgio	Surgery
Kategorio:Kirurgio	Surgery
Surinamo	Suriname
Kategorio:Surinamo	Suriname
Superrealismo	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Suŝio	Sushi
Suvo	Suva
Svalbard	Svalbard
Hirundo	Swallow
Cigno	Swan
Svastiko	Swastika
Svazilando	Swaziland
Kategorio:Svazilando	Swaziland
Svedio	Sweden
Kategorio:Svedio	Sweden
Krono (valuto)	Swedish krona
Batato	Sweet potato
Naĝado	Swimming
Svisa franko	Swiss franc
Kategorio:Svisoj	Swiss people
Svislando	Switzerland
Kategorio:Svislando	Switzerland
Glavo	Sword
Sidnejo	Sydney
Silabo	Syllable
Sylvia Plath	Sylvia Plath
Simbiozo	Symbiosis
Simbolo	Symbol
Simfonio	Symphony
Simptomo	Symptom
Sinagogo	Synagogue
Sindikato	Syndicate
Sinonimo	Synonym
Sintakso	Syntax
Sintezilo	Synthesizer
Sifiliso	Syphilis
Sirakuzo	Syracuse
Sirio	Syria
Kategorio:Sirio	Syria
Sistemo	System
Sistematiko	Systematics
T	T
T. S. Eliot	T. S. Eliot
Tablo	Table (furniture)
Tabloteniso	Table tennis
Tabuo	Taboo
Tacito (verkisto)	Tacitus
Tekvondo	Taekwondo
Taĵo	Tagus
Tahitio	Tahiti
Tajĝiĉuano	Tai chi chuan
Vosto	Tail
Tajpeo	Taipei
Kategorio:Tajvano	Taiwan
Tajvano	Taiwan
Taĝ-Mahalo	Taj Mahal
Taĝikio	Tajikistan
Kategorio:Taĝikio	Tajikistan
Talko	Talc
Talibano	Taliban
Tallahassee (Florido)	Tallahassee
Talino	Tallinn
Talmudo	Talmud
Tamilnado	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanaĥo	Tanakh
Dinastio Tang	Tang Dynasty
Tanĝero	Tangier
Tango	Tango (dance)
Tanko	Tank
Tantalo	Tantalum
Tanzanio	Tanzania
Kategorio:Tanzanio	Tanzania
Taoismo	Taoism
Tapiro	Tapir
Tarn	Tarn
Estragono	Tarragon
Tartu	Tartu
Taŝkento	Tashkent
Tasmanio	Tasmania
Gusto	Taste
Tatuo	Tattoo
Taŭo (litero)	Tau
Taŭro (konstelacio)	Taurus (constellation)
Arbarstrigo	Tawny Owl
Imposto	Tax
Kategorio:Impostoj	Taxation
Taksio	Taxicab
Taksono	Taxon
Taksonomio	Taxonomy
Eŭropa taksuso	Taxus baccata
Tbilisi	Tbilisi
Teo	Tea
Kategorio:Teoj	Tea
Instruisto	Teacher
Teknecio	Technetium
Teknologio	Technology
Kategorio:Teknologio	Technology
Tegucigalpo	Tegucigalpa
Tehrano	Tehran
Tel-Avivo	Tel Aviv
Telekomunikado	Telecommunication
Telegrafo	Telegraphy
Telepatio	Telepathy
Telefono	Telephone
Teleskopo	Telescope
Teleskopo (konstelacio)	Telescopium
Televido	Television
Kategorio:Televido	Television
Teluro	Tellurium
Temperaturo	Temperature
Templo	Temple
Templo de Artemiso	Temple of Artemis
La Dekalogo	Ten Commandments
Tenerifo	Tenerife
Tenesio	Tennessee
Kategorio:Tenesio	Tennessee
Tennessee Williams	Tennessee Williams
Teniso	Tennis
Tenoro	Tenor
Tenzing Norgay	Tenzing Norgay
Tekilo	Tequila
Terbio	Terbium
Termito	Termite
Terpsiĥoro	Terpsichore
Tersimila planedo	Terrestrial planet
Terorismo	Terrorism
Kategorio:Terorismo	Terrorism
Tertuliano	Tertullian
Testiko	Testicle
Testosterono	Testosterone
Tetanoso	Tetanus
Tetiso (titanino)	Tethys (mythology)
Kvaredro	Tetrahedron
Kvarpieduloj	Tetrapod
Teksaso	Texas
Kategorio:Teksaso	Texas
Tajlando	Thailand
Kategorio:Tajlando	Thailand
Taleso	Thales
Talio (muzo)	Thalia
Talio	Thallium
Danktago	Thanksgiving
Danktago	Thanksgiving (Canada)
Danktago	Thanksgiving (United States)
Danktago	Thanksgiving (disambiguation)
Gambio	The Gambia
Kategorio:Gambio	The Gambia
Hago	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Teatro	Theatre
Kategorio:Teatro	Theatre
Tebo (jupitera luno)	Thebe (moon)
Tebo (Grekio)	Thebes
Tebo (Egiptio)	Thebes
Teja	Theia
Temiso	Themis
Temistoklo	Themistocles
Teokratio	Theocracy
Teodolito	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Teodosio	Theodosius I
Teologio	Theology
Kategorio:Teologio	Theology
Teoremo	Theorem
Teorio	Theory
Fizika relativeco	Theory of relativity
Teravado	Theravada
Termodinamiko	Thermodynamics
Temperatursensilo	Thermometer
Tezeo	Theseus
Tesaloniko	Thessaloniki
Teto	Theta
Teti	Thetis
Tiamino	Thiamine
Pensfabriko	Think tank
Tria mondo	Third World
Tridekjara milito	Thirty Years' War
Tomaso de Akvino	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Toro (mitologio)	Thor
Torio	Thorium
Toto	Thoth
Pensado	Thought
Trakio	Thrace
Tucidido	Thucydides
Tulio	Thulium
Dikfingro	Thumb
Turingio	Thuringia
Kategorio:Turingio	Thuringia
Ĵaŭdo	Thursday
Timiano	Thyme
Timino	Thymine
Tjanĝino	Tianjin
Tibero	Tiber
Tiberio	Tiberius
Kategorio:Tibeto	Tibet
Kantono Tiĉino	Ticino
Tajdo	Tide
Fuegio	Tierra del Fuego
Tigro	Tiger
Tigriso	Tigris
Tilio	Tilia
Timbuktuo	Timbuktu
Tempo	Time
Kategorio:Tempo	Time
Time	Time (magazine)
Horzono	Time zone
Timoro	Timor
Timur	Timur
Stano	Tin
Tirano	Tirana
Histo	Tissue (biology)
Parida familio	Tit (bird)
Titano	Titan (disambiguation)
Titano (luno)	Titan (moon)
