Italian	English
Sinagoga	Synagogue
Sindacato	Syndicate
Sinestesia (psicologia)	Synesthesia
Sinonimia	Synonym
Sintassi	Syntax
Sintetizzatore	Synthesizer
Sifilide	Syphilis
Siracusa	Syracuse
Siria	Syria
Categoria:Siria	Syria
Sistema	System
Sistematica (biologia)	Systematics
T	T
Thomas Edward Lawrence	T. E. Lawrence
Thomas Stearns Eliot	T. S. Eliot
Tavolo	Table (furniture)
Tennis tavolo	Table tennis
Tabù	Taboo
Publio Cornelio Tacito	Tacitus
Taekwondo	Taekwondo
Tago	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Coda (anatomia)	Tail
Taipei	Taipei
Categoria:Taiwan	Taiwan
Taiwan (isola)	Taiwan
Taj Mahal	Taj Mahal
Tagikistan	Tajikistan
Categoria:Tagikistan	Tajikistan
Talco	Talc
Talebani	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Dinastia Tang	Tang Dynasty
Tangeri	Tangier
Tango argentino	Tango (dance)
Carro armato	Tank
Tantalio	Tantalum
Tantalo (mitologia)	Tantalus
Tanzania	Tanzania
Categoria:Tanzania	Tanzania
Taoismo	Taoism
Tapirus	Tapir
Tardigrada	Tardigrade
Tarn	Tarn
Artemisia dracunculus	Tarragon
Tartaro (mitologia)	Tartarus
Tartu	Tartu
Taškent	Tashkent
Mar di Tasman	Tasman Sea
Tasmania	Tasmania
Sarcophilus harrisii	Tasmanian Devil
Gusto	Taste
Tatuaggio	Tattoo
Tau (lettera)	Tau
Toro (costellazione)	Taurus (constellation)
Strix aluco	Tawny Owl
Tassa	Tax
Taxi	Taxicab
Taxon	Taxon
Tassonomia	Taxonomy
Taxus baccata	Taxus baccata
Tbilisi	Tbilisi
Tè	Tea
Categoria:Tè	Tea
Docente	Teacher
Tecnezio	Technetium
Techno	Techno
Tecnologia	Technology
Categoria:Tecnologia	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telecomunicazioni	Telecommunication
Telegrafo	Telegraphy
Telepatia	Telepathy
Telefono	Telephone
Telescopio	Telescope
Telescopio (costellazione)	Telescopium
Televisione	Television
Categoria:Televisione	Television
Tellurio	Tellurium
Temperatura	Temperature
Tempio	Temple
Tempio di Artemide	Temple of Artemis
Dieci comandamenti	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Categoria:Tennessee	Tennessee
Thomas Lanier Williams	Tennessee Williams
Tennis	Tennis
Categoria:Tennis	Tennis
Tenore	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbio	Terbium
Isoptera	Termite
Tersicore	Terpsichore
Pianeta terrestre	Terrestrial planet
Terrorismo	Terrorism
Categoria:Terrorismo	Terrorism
Quinto Settimio Fiorente Tertulliano	Tertullian
Tesla	Tesla (unit)
Testicolo	Testicle
Testosterone	Testosterone
Tetano	Tetanus
Teti (astronomia)	Tethys (moon)
Teti (Urano)	Tethys (mythology)
Tetraedro	Tetrahedron
Delta-9-Tetraidrocannabinolo	Tetrahydrocannabinol
Tetrapoda	Tetrapod
Texas	Texas
Categoria:Texas	Texas
Tessuto (manufatto)	Textile
Thailandia	Thailand
Categoria:Thailandia	Thailand
Talete	Thales
Talia (musa)	Thalia
Tallio	Thallium
Tanato (mitologia)	Thanatos
Giorno del Ringraziamento	Thanksgiving
Giorno del Ringraziamento	Thanksgiving (Canada)
Giorno del Ringraziamento	Thanksgiving (United States)
Giorno del Ringraziamento	Thanksgiving (disambiguation)
Gambia	The Gambia
Categoria:Gambia	The Gambia
L'Aia	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Teatro	Theatre
Categoria:Teatro	Theatre
Tebe (astronomia)	Thebe (moon)
Tebe (Grecia)	Thebes
Tebe (Egitto)	Thebes
Teia (mitologia)	Theia
Temi	Themis
Temistocle	Themistocles
Teocrazia	Theocracy
Teodolite	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Teodosio I	Theodosius I
Teologia	Theology
Categoria:Teologia	Theology
Teorema	Theorem
Teoria	Theory
Teoria della relatività	Theory of relativity
Buddhismo Theravada	Theravada
Termodinamica	Thermodynamics
Categoria:Termodinamica	Thermodynamics
Termometro	Thermometer
Teseo	Theseus
Salonicco	Thessaloniki
Tessaglia	Thessaly
Theta (lettera)	Theta
Teti (Nereo)	Thetis
Tiamina	Thiamine
Think tank	Think tank
Terza crociata	Third Crusade
Terzo mondo	Third World
Guerra dei trent'anni	Thirty Years' War
Tommaso d'Aquino	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Robert Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Tommaso Moro	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Torio	Thorium
Thot	Thoth
Pensiero	Thought
Tracia	Thrace
Tucidide	Thucydides
Tulio	Thulium
Pollice (dito)	Thumb
Turingia	Thuringia
Categoria:Turingia	Thuringia
Giovedì	Thursday
Thylacinus cynocephalus	Thylacine
Thymus	Thyme
Timina	Thymine
Tiroide	Thyroid
Tientsin	Tianjin
Tevere	Tiber
Tiberio Claudio Nerone	Tiberius
Tibet	Tibet
Categoria:Tibet	Tibet
Canton Ticino	Ticino
Marea	Tide
Terra del Fuoco (arcipelago)	Tierra del Fuego
Panthera tigris	Tiger
Tigri	Tigris
Tilia	Tilia
Timbuktu	Timbuktu
Tempo	Time
Categoria:Tempo	Time
TIME	Time (magazine)
Fuso orario	Time zone
Timor	Timor
Tamerlano	Timur
Stagno	Tin
Tirana	Tirana
Tessuto (biologia)	Tissue (biology)
Paridae	Tit (bird)
Titano	Titan (disambiguation)
Titano (astronomia)	Titan (moon)
Titano (mitologia)	Titan (mythology)
Titania (astronomia)	Titania (moon)
Titanic (disambigua)	Titanic (disambiguation)
Titanio	Titanium
Tiziano	Titian
Tito (imperatore romano)	Titus
Tivoli	Tivoli
Nicotiana tabacum	Tobacco
Tocantins	Tocantins (state)
Tocoferolo	Tocopherol
Tōfu	Tofu
Togo	Togo
Categoria:Togo	Togo
Tōkyō	Tokyo
Toledo	Toledo
Toluene	Toluene
Tom Hanks	Tom Hanks
Tom & Jerry	Tom and Jerry
Solanum lycopersicum	Tomato
Tonnellata	Ton
Tonga	Tonga
Categoria:Tonga	Tonga
Lingua (anatomia)	Tongue
Toni Morrison	Toni Morrison
Tonnellata	Tonne
Tony Blair	Tony Blair
Utensile	Tool
Dente	Tooth
Spazzolino da denti	Toothbrush
Topazio	Topaz
Topeka	Topeka
Topologia	Topology
Categoria:Topologia	Topology
Torah	Torah
Tornado	Tornado
Toronto	Toronto
Siluro	Torpedo
Momento torcente	Torque
Testudinidae	Tortoise
Tortura	Torture
Toro (geometria)	Torus
Totalitarismo	Totalitarianism
Tolone	Toulon
Tolosa	Toulouse
Tour de France	Tour de France
Turismo	Tourism
Categoria:Turismo	Tourism
Tours	Tours
Torre	Tower
Torre di Babele	Tower of Babel
Torre di Londra	Tower of London
Città	Town
Veleno	Toxicity
Tossicologia	Toxicology
Giocattolo	Toy
Toyota	Toyota
Trattore agricolo	Tractor
Commercio	Trade
Sindacato	Trade union
Marchio	Trademark
Tradizione	Tradition
Tragedia	Tragedy
Treno	Train
Stazione ferroviaria	Train station
Traiano	Trajan
Tram	Tram
Numero trascendente	Transcendental number
Trasformatore	Transformer
Transistor	Transistor
Traslitterazione	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Categoria:Trasporto	Transportation
Transessuale	Transsexualism
Transilvania	Transylvania
Trapezio (geometria)	Trapezoid
Trattato internazionale	Treaty
Trattato di Versailles (1919)	Treaty of Versailles
Albero (botanica)	Tree
Trento	Trento
Trenton (New Jersey)	Trenton
Triangolo	Triangle
Triangolo (costellazione)	Triangulum
Triangolo Australe (costellazione)	Triangulum Australe
Triassico	Triassic
Affluente	Tributary
Triceratops	Triceratops
Treviri	Trier
Funzione trigonometrica	Trigonometric function
Trigonometria	Trigonometry
Categoria:Trigonometria	Trigonometry
Trilobita	Trilobite
Trilogia	Trilogy
Trinidad (isola)	Trinidad
Trinidad e Tobago	Trinidad and Tobago
Categoria:Trinidad e Tobago	Trinidad and Tobago
Trinitrotoluene	Trinitrotoluene
Trinità	Trinity
Tripoli (Libia)	Tripoli
Triscele	Triskelion
Trizio	Tritium
Tritone (astronomia)	Triton (moon)
Tritone (mitologia)	Triton (mythology)
Arco trionfale	Triumphal arch
Cavallo di Troia	Trojan Horse
Guerra di Troia	Trojan War
Trojan	Trojan horse (computing)
Troll (mitologia)	Troll
Troll (Internet)	Troll (Internet)
Filobus	Trolleybus
Trombone	Trombone
Trondheim	Trondheim
Tropico del Cancro	Tropic of Cancer
Tropico del Capricorno	Tropic of Capricorn
Zona torrida	Tropics
Troposfera	Troposphere
Trotskismo	Trotskyism
Troia (Asia Minore)	Troy
Autocarro	Truck
Dottrina Truman	Truman Doctrine
Tromba	Trumpet
Verità	Truth
Trygve Lie	Trygve Lie
Triptofano	Tryptophan
Zar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuba (strumento musicale)	Tuba
Tuber (genere)	Tuber (genus)
Tubercolosi	Tuberculosis
Tucano (costellazione)	Tucana
Tucson	Tucson
Martedì	Tuesday
Tulipa	Tulip
Tumore	Tumor
Tundra	Tundra
Tungsteno	Tungsten
Tunicata	Tunicate
Tunisi	Tunis
Tunisia	Tunisia
Categoria:Tunisia	Tunisia
Tunnel	Tunnel
Turbina	Turbine
Torino	Turin
Macchina di Turing	Turing machine
Turchia	Turkey
Categoria:Turchia	Turkey
Turkmenistan	Turkmenistan
Categoria:Turkmenistan	Turkmenistan
Curcuma longa	Turmeric
Testudines	Turtle
Toscana	Tuscany
Tuvalu	Tuvalu
Categoria:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Macchina per scrivere	Typewriter
Tifone (mitologia)	Typhon
Tipografia	Typography
Categoria:Tipografi	Typography
Tyrannosaurus rex	Tyrannosaurus
Tiro (città)	Tyre
Tirolo (Austria)	Tyrol (state)
Mar Tirreno	Tyrrhenian Sea
U	U
Organizzazione delle Nazioni Unite per l'Educazione, la Scienza e la Cultura	UNESCO
Ufa (città)	Ufa
Uganda	Uganda
Categoria:Uganda	Uganda
Ucraina	Ukraine
Categoria:Ucraina	Ukraine
Ulan Bator	Ulan Bator
Ulster	Ulster
Controllo ultrasonoro	Ultrasound
Radiazione ultravioletta	Ultraviolet
Ulysses Simpson Grant	Ulysses S. Grant
Ombrello	Umbrella
Umbria	Umbria
Principio di indeterminazione di Heisenberg	Uncertainty principle
Disoccupazione	Unemployment
Unicorno	Unicorn
UFO	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Unione (insiemistica)	Union (set theory)
Emirati Arabi Uniti	United Arab Emirates
Categoria:Emirati Arabi Uniti	United Arab Emirates
Repubblica Araba Unita	United Arab Republic
Regno Unito	United Kingdom
Categoria:Regno Unito	United Kingdom
Organizzazione delle Nazioni Unite	United Nations
Categoria:Nazioni Unite	United Nations
Fondo delle Nazioni Unite per l'infanzia	United Nations Children's Fund
Stati Uniti d'America	United States
Categoria:Stati Uniti	United States
United States Air Force	United States Air Force
Congresso degli Stati Uniti d'America	United States Congress
Costituzione degli Stati Uniti	United States Constitution
Camera dei Rappresentanti degli Stati Uniti	United States House of Representatives
Accademia Militare degli Stati Uniti	United States Military Academy
United States Navy	United States Navy
Senato degli Stati Uniti	United States Senate
Isole Vergini americane	United States Virgin Islands
Dollaro statunitense	United States dollar
Universo	Universe
Università	University
University of Chicago	University of Chicago
University of Pennsylvania	University of Pennsylvania
Unix	Unix
Categoria:Unix	Unix
Ununbio	Ununbium
Ununhexio	Ununhexium
Ununpentio	Ununpentium
Ununquadio	Ununquadium
Ununtrio	Ununtrium
Upaniṣad	Upanishad
Uppsala	Uppsala
Ypsilon	Upsilon
Ur (Mesopotamia)	Ur
Uracile	Uracil
Urali	Ural Mountains
Urania (mitologia)	Urania
Uranio	Uranium
Urano (astronomia)	Uranus
Categoria:Urano	Uranus
Urano (mitologia)	Uranus (mythology)
Lingua urdu	Urdu
Urea	Urea
Urina	Urine
Orsa Maggiore (costellazione)	Ursa Major
Orsa Minore (costellazione)	Ursa Minor
Uruguay	Uruguay
Categoria:Uruguay	Uruguay
Utah	Utah
Categoria:Utah	Utah
Utero	Uterus
Utilitarismo	Utilitarianism
Utopia	Utopia
Utrecht	Utrecht (city)
Utrecht (provincia)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Categoria:Uzbekistan	Uzbekistan
V	V
Vaccino	Vaccine
Vacuolo	Vacuole
Vuoto (fisica)	Vacuum
Valvola termoionica	Vacuum tube
Vaduz	Vaduz
Vagina	Vagina
Valence (Drôme)	Valence
Valenza	Valence (chemistry)
Valencia	Valencia
Valencia (disambigua)	Valencia
Valentina Vladimirovna Tereškova	Valentina Tereshkova
San Valentino	Valentine's Day
Valhalla	Valhalla
Valchiria	Valkyrie
La Valletta	Valletta
Valle	Valley
Vampiro	Vampire
Vanadio	Vanadium
Vancouver	Vancouver
Isola di Vancouver	Vancouver Island
Vandalismo	Vandalism
Vanir	Vanir
Vanuatu	Vanuatu
Categoria:Vanuatu	Vanuatu
Var (dipartimento francese)	Var (department)
Varianza	Variance
Varna (Bulgaria)	Varna
Città del Vaticano	Vatican City
Categoria:Vaticano	Vatican City
Vettore (matematica)	Vector (spatial)
Vega	Vega
Verdura	Vegetable
Vegetarismo	Vegetarianism
Vena	Vein
Vele (costellazione)	Vela (constellation)
Velociraptor mongoliensis	Velociraptor
Velocità	Velocity
Veneto	Veneto
Venezuela	Venezuela
Categoria:Venezuela	Venezuela
Venezia	Venice
Venere (astronomia)	Venus
Venere	Venus (disambiguation)
Venere (divinità)	Venus (mythology)
Verbo	Verb
Vermont	Vermont
Categoria:Vermont	Vermont
Verona	Verona
Versailles	Versailles
Vertebra	Vertebra
Colonna vertebrale	Vertebral column
Vertebrata	Vertebrate
Tito Flavio Vespasiano	Vespasian
Vesta (divinità)	Vesta (mythology)
Veto	Veto
Vicepresidente degli Stati Uniti	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Port Victoria	Victoria
Victoria (Columbia Britannica)	Victoria
Victoria	Victoria
Victoria (Australia)	Victoria (Australia)
Cascate Vittoria	Victoria Falls
Video	Video
Videogioco	Video game
Vienna	Vienna
Categoria:Vienna	Vienna
Vienne (dipartimento francese)	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Categoria:Vietnam	Vietnam
Guerra del Vietnam	Vietnam War
Categoria:Guerra del Vietnam	Vietnam War
Vichinghi	Viking
Vilfredo Pareto	Vilfredo Pareto
Villaggio	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Aceto	Vinegar
Viola (strumento musicale)	Viola
Violenza	Violence
Violino	Violin
Publio Virgilio Marone	Virgil
Isole Vergini	Virgin Islands
Virginia	Virginia
Categoria:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Verginità	Virginity
Vergine (costellazione)	Virgo (constellation)
Memoria virtuale	Virtual memory
Realtà virtuale	Virtual reality
Virtù	Virtue
Virus (biologia)	Virus
Viscosità	Viscosity
Viṣṇu	Vishnu
Vistola	Vistula
Vitamine	Vitamin
Retinolo	Vitamin A
Piridossina	Vitamin B6
Colecalciferolo	Vitamin D
Vitamina K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Jonassen Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Lenin	Vladimir Lenin
Vladimir Vladimirovič Nabokov	Vladimir Nabokov
Vladimir Vladimirovič Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocativo	Vocative case
Vodka	Vodka
Pesce Volante (costellazione)	Volans
Vulcano	Volcano
Categoria:Vulcanologia	Volcanology
Vulcanologia	Volcanology
Volga	Volga River
Volgograd	Volgograd
Pallavolo	Volleyball
Categoria:Pallavolo	Volleyball
Volt	Volt
Tensione elettrica	Voltage
Voltaire	Voltaire
Volume	Volume
Vomito	Vomiting
Vudù	Voodoo
Vocale	Vowel
Vulcano (divinità)	Vulcan (mythology)
Latino volgare	Vulgar Latin
Vulgata	Vulgate
Volpetta (costellazione)	Vulpecula
Vulva	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabismo	Wahhabism
Isola di Wake	Wake Island
Galles	Wales
Categoria:Galles	Wales
Juglans	Walnut
Odobenus rosmarus	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Guerra	War
Categoria:Guerra	War
Crimine di guerra	War crime
Guerra di successione spagnola	War of the Spanish Succession
Guerra delle due rose	Wars of the Roses
Varsavia	Warsaw
Verruca	Wart
Lavatrice	Washing machine
Washington (distretto di Columbia)	Washington
Washington (stato)	Washington
Categoria:Stato di Washington	Washington
Washington	Washington (disambiguation)
Vasilij Vasil'evič Kandinskij	Wassily Kandinsky
Rifiuti	Waste
Acqua	Water
Categoria:Acqua	Water
Pallanuoto	Water polo
Cascata	Waterfall
Scandalo Watergate	Watergate scandal
Citrullus lanatus	Watermelon
Watt	Watt
Wattora	Watt-hour
Onda (fisica)	Wave
Lunghezza d'onda	Wavelength
Cera	Wax
Interazione debole	Weak interaction
Arma	Weapon
Tempo atmosferico	Weather
Browser	Web browser
Pagina Web	Web page
Webcam	Webcam
Weber	Weber (unit)
Sito web	Website
Mercoledì	Wednesday
Settimana	Week
Forza peso	Weight
Sollevamento pesi	Weightlifting
Weimar	Weimar
Repubblica di Weimar	Weimar Republic
Saldatura	Welding
Wellington (Nuova Zelanda)	Wellington
Licantropo	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Ovest	West
Africa occidentale	West Africa
Cisgiordania	West Bank
Bengala Occidentale	West Bengal
Berlino Ovest	West Berlin
Germania Ovest	West Germany
West Sussex	West Sussex
Virginia Occidentale	West Virginia
Categoria:Virginia Occidentale	West Virginia
Australia Occidentale	Western Australia
Impero Romano d'Occidente	Western Roman Empire
Sahara Occidentale	Western Sahara
Categoria:Sahara Occidentale	Western Sahara
Abbazia di Westminster	Westminster Abbey
Balena	Whale
Frumento	Wheat
Ruota	Wheel
Whisky	Whisky
Casa Bianca	White House
Mar Bianco	White Sea
Leucocita	White blood cell
Nana bianca	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Wide Area Network	Wide area network
Wiesbaden	Wiesbaden
Felis silvestris	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testamento	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Guglielmo I di Germania	William I
Guglielmo II di Germania	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Bradford Shockley	William Shockley
William Wordsworth	William Wordsworth
Guglielmo di Ockham	William of Ockham
Salix	Willow
Willy Brandt	Willy Brandt
Energia eolica	Wind power
Windhoek	Windhoek
Mulino a vento	Windmill
Finestra	Window
Vino	Wine
Categoria:Vino	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Inverno	Winter
Olimpiadi invernali	Winter Olympic Games
Wisconsin	Wisconsin
Categoria:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Donna	Woman
Legno	Wood
Woodrow Wilson	Woodrow Wilson
Legni	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Parola	Word
Videoscrittura	Word processor
Mondo	World
Banca Internazionale per la Ricostruzione e lo Sviluppo	World Bank
Organizzazione mondiale della sanità	World Health Organization
Organizzazione Meteorologica Mondiale	World Meteorological Organization
World Trade Center	World Trade Center
Organizzazione Mondiale del Commercio	World Trade Organization
Prima guerra mondiale	World War I
Categoria:Prima guerra mondiale	World War I
Seconda guerra mondiale	World War II
Categoria:Seconda guerra mondiale	World War II
World Wide Web	World Wide Web
Categoria:World Wide Web	World Wide Web
Guerra mondiale	World war
Verme	Worm
Wormhole	Wormhole
Scrittura	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Categoria:Wyoming	Wyoming
X	X
Raggi X	X-ray
Xenarthra	Xenarthra
Xeno	Xenon
Senofane	Xenophanes
Xenofobia	Xenophobia
Senofonte (storico)	Xenophon
Xi (lettera)	Xi
Xinjiang	Xinjiang
Xilofono	Xylophone
Y	Y
Tetragramma biblico	Yahweh
Bos grunniens	Yak
Yakuza	Yakuza
Università di Yale	Yale University
Jalta	Yalta
Conferenza di Jalta	Yalta Conference
Rangoon	Yangon
Chang Jiang	Yangtze River
Iarda	Yard
Yasser Arafat	Yasser Arafat
Anno	Year
Categoria:Anni	Years
Lievito	Yeast
Giallo	Yellow
Fiume Giallo	Yellow River
Mar Giallo	Yellow Sea
Parco nazionale di Yellowstone	Yellowstone National Park
Yemen	Yemen
Categoria:Yemen	Yemen
Enisej	Yenisei River
Yerevan	Yerevan
Yeti	Yeti
Yggdrasill	Yggdrasil
Yo-yo	Yo-yo
Yoga	Yoga
Yogurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Yom Kippur
Guerra del Kippur	Yom Kippur War
York	York
Parco nazionale di Yosemite	Yosemite National Park
Modulo di elasticità	Young's modulus
Itterbio	Ytterbium
Ittrio	Yttrium
Dinastia Yuan	Yuan Dynasty
Jugoslavia	Yugoslavia
Categoria:Jugoslavia	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Jurij Alekseevič Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagabria	Zagreb
Zambesi	Zambezi
Zambia	Zambia
Categoria:Zambia	Zambia
Zanzibar	Zanzibar
Saragozza	Zaragoza
Zelanda (isola)	Zealand
Zebra	Zebra
Buddhismo Zen	Zen
Zenit	Zenith
Zenone di Bisanzio	Zeno (emperor)
Zenone di Cizio	Zeno of Citium
Zenone di Elea	Zeno of Elea
Zeta (lettera)	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Ziqqurat	Ziggurat
Zimbabwe	Zimbabwe
Categoria:Zimbabwe	Zimbabwe
Zinco	Zinc
Sionismo	Zionism
Zirconio	Zirconium
