Portuguese	English
Mar do Japão	Sea of Japan
Mar de Mármara	Sea of Marmara
Mar de Okhotsk	Sea of Okhotsk
Echinoidea	Sea urchin
Seabórgio	Seaborgium
Cavalo-marinho	Seahorse
Motor de busca	Search engine
Sears Tower	Sears Tower
Estação do ano	Season
Seattle	Seattle
Segundo	Second
Segunda Cruzada	Second Crusade
Concílio Vaticano II	Second Vatican Council
Segunda lei da termodinâmica	Second law of thermodynamics
Seita	Sect
Categoria:Segurança	Security
Rocha sedimentar	Sedimentary rock
Semente	Seed
Segóvia	Segovia
Rio Sena	Seine
Sismologia	Seismology
Categoria:Sismologia	Seismology
Selene	Selene
Selênio	Selenium
Seleuco I Nicator	Seleucus I Nicator
Semântica	Semantics
Categoria:Semântica	Semantics
Sémen	Semen
Ponto-e-vírgula	Semicolon
Semicondutor	Semiconductor
Semiótica	Semiotics
Semita	Semitic
Senado	Senate
Senegal	Senegal
Categoria:Senegal	Senegal
Seul	Seoul
Seppuku	Seppuku
Setembro	September
11 de Setembro	September 11
Ataques de 11 de Setembro de 2001	September 11
17 de Setembro	September 17
29 de Setembro	September 29
Septuaginta	Septuagint
Seqüência matemática	Sequence
Sérvia	Serbia
Categoria:Sérvia	Serbia
Sérvia e Montenegro	Serbia and Montenegro
Categoria:Sérvia e Montenegro	Serbia and Montenegro
Servidão	Serfdom
Sergei Eisenstein	Sergei Eisenstein
Sergei Rachmaninoff	Sergei Rachmaninoff
Série (matemática)	Series (mathematics)
Serina	Serine
Serotonina	Serotonin
Serpens	Serpens
Servidor	Server (computing)
Conjunto	Set
Seth	Set (mythology)
Teoria dos conjuntos	Set theory
Categoria:Teoria dos conjuntos	Set theory
Sebastopol	Sevastopol
Guerra dos Sete Anos	Seven Years' War
SARS	Severe acute respiratory syndrome
Sevilha	Seville
Sexo	Sex
Órgão sexual	Sex organ
Sexismo	Sexism
Sextante	Sextant
Relação sexual humana	Sexual intercourse
Categoria:Sexualidade	Sexuality
Doença sexualmente transmissível	Sexually transmitted disease
Seychelles	Seychelles
Categoria:Seychelles	Seychelles
Xá	Shah
Chahada	Shahadah
Xamanismo	Shamanism
Xangai	Shanghai
Ação (finanças)	Share (finance)
Shareware	Shareware
Xariá	Sharia
Tubarão	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Escudo	Shield
Shikoku	Shikoku
Xintoísmo	Shinto
Navio	Ship
Shiva	Shiva
Shogi	Shogi
Xogum	Shogun
Taquigrafia	Shorthand
Camarão	Shrimp
Arbusto	Shrub
Sibéria	Siberia
Husky siberiano	Siberian Husky
Sichuan	Sichuan
Sicília	Sicily
Categoria:Sicília	Sicily
Siemens (unidade)	Siemens (unit)
Serra Leoa	Sierra Leone
Categoria:Serra Leoa	Sierra Leone
Σ	Sigma
Sigmund Freud	Sigmund Freud
Língua de sinais	Sign language
Sigrid Undset	Sigrid Undset
Sikhismo	Sikhism
Siquim	Sikkim
Silésia	Silesia
Silício	Silicon
Vale do Silício	Silicon Valley
Dióxido de silício	Silicon dioxide
Seda	Silk
Rota da Seda	Silk Road
Siluriano	Silurian
Prata	Silver
Simone de Beauvoir	Simone de Beauvoir
Pecado	Sin
Sinai	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapura	Singapore
Categoria:Singapura	Singapore
Single	Single (music)
Sereia	Siren
Sirenia	Sirenia
Sirius	Sirius
Capela Sistina	Sistine Chapel
Sísifo	Sisyphus
Touro Sentado	Sitting Bull
Sitcom	Situation comedy
Guerra dos Seis Dias	Six-Day War
Skagerrak	Skagerrak
Skate	Skateboard
Categoria:Esqueleto	Skeletal system
Ceticismo	Skepticism
Pele	Skin
Skinhead	Skinhead
Skopje	Skopje
Crânio	Skull
Skylab	Skylab
Arranha-céu	Skyscraper
Slash	Slash (musician)
Escravidão	Slavery
Slayer	Slayer
Sono	Sleep
Eslováquia	Slovakia
Categoria:Eslováquia	Slovakia
Eslovénia	Slovenia
Categoria:Eslovênia	Slovenia
Intestino delgado	Small intestine
Névoa seca	Smog
Smolensk	Smolensk
Cobra	Snake
Snooker	Snooker
Neve	Snow
Sabonete	Soap
Psicologia social	Social psychology
Socialismo	Socialism
Categoria:Socialismo	Socialism
Partido Socialista (França)	Socialist Party (France)
Categoria:Sociedade	Society
Sociedade	Society
Companhia de Jesus	Society of Jesus
Sociolingüística	Sociolinguistics
Sociologia	Sociology
Categoria:Sociologia	Sociology
Sócrates	Socrates
Sódio	Sodium
Bicarbonato de sódio	Sodium bicarbonate
Cloreto de sódio	Sodium chloride
Hidróxido de sódio	Sodium hydroxide
Sófia	Sofia
Softbol	Softball
Categoria:Programas de computador	Software
Solo	Soil
Solanaceae	Solanaceae
Categoria:Solanaceae	Solanaceae
Sistema Solar	Solar System
Categoria:Sistema solar	Solar System
Célula fotoeléctrica	Solar cell
Eclipse solar	Solar eclipse
Energia solar	Solar energy
Vento solar	Solar wind
Sólido	Solid
Sólido	Solid state
Solidarność	Solidarity
Salomão	Solomon
Ilhas Salomão	Solomon Islands
Categoria:Ilhas Salomão	Solomon Islands
Sólon	Solon
Solstício	Solstice
Soluto	Solution
Solvente	Solvent
Somália	Somalia
Categoria:Somália	Somalia
Somerset	Somerset
Somme (departamento)	Somme
Sonata	Sonata
Canção	Song
Cântico dos Cânticos	Song of Solomon
Soneto	Sonnet
Sophia Loren	Sophia Loren
Sofisma	Sophism
Sófocles	Sophocles
Soprano	Soprano
Sorbonne	Sorbonne
Sorghum	Sorghum
Algoritmo de ordenação	Sorting algorithm
Alma	Soul
Som	Sound
Sopa	Soup
Código fonte	Source code
Sul	South
Categoria:África do Sul	South Africa
América do Sul	South America
Categoria:América do Sul	South America
Austrália Meridional	South Australia
Carolina do Sul	South Carolina
Categoria:Carolina do Sul	South Carolina
Mar da China Meridional	South China Sea
Dacota do Sul	South Dakota
Categoria:Dakota do Sul	South Dakota
Ilha Sul	South Island
Coreia do Sul	South Korea
Categoria:Coreia do Sul	South Korea
Pólo Sul	South Pole
Vietname do Sul	South Vietnam
Sueste asiático	Southeast Asia
Hemisfério sul	Southern Hemisphere
Soberania	Sovereignty
União das Repúblicas Socialistas Soviéticas	Soviet Union
Categoria:União Soviética	Soviet Union
Soja	Soybean
Espaço	Space
Ônibus Espacial	Space Shuttle
Estação espacial	Space station
Nave espacial	Spacecraft
Espaguete	Spaghetti
Espanha	Spain
Categoria:Espanha	Spain
Spam	Spam (electronic)
Guerra Civil Espanhola	Spanish Civil War
Categoria:Espanhóis	Spanish people
Guerra Hispano-Americana	Spanish-American War
Esparta	Sparta
Lança	Spear
Relatividade restrita	Special relativity
Espécie	Species
Espectroscopia	Spectroscopy
Rapidez	Speed
Velocidade da luz	Speed of light
Espeleologia	Speleology
Spencer Tracy	Spencer Tracy
Cachalote	Sperm Whale
Espermatófita	Spermatophyte
Espermatozóide	Spermatozoon
Esfera (geometria)	Sphere
Esfinge	Sphinx
Especiaria	Spice
Aranha	Spider
Spin	Spin (physics)
Espinafre	Spinach
Medula espinhal	Spinal cord
Galáxia espiral	Spiral galaxy
Baço	Spleen
Split	Split
Porifera	Sponge
Desporto	Sport
Planilha eletrônica	Spreadsheet
Rio Spree	Spree
Primavera	Spring (season)
Springfield (Illinois)	Springfield
Spyware	Spyware
Escamados	Squamata
Quadrado	Square (geometry)
Metro quadrado	Square metre
Raiz quadrada	Square root
Squash	Squash (sport)
Esquilo	Squirrel
Sri Lanka	Sri Lanka
Categoria:Sri Lanka	Sri Lanka
St. Louis (Missouri)	St. Louis
Estádio	Stadium
Vitral	Stained glass
Aço inoxidável	Stainless steel
Stalinismo	Stalinism
SGML	Standard Generalized Markup Language
Desvio padrão	Standard deviation
Universidade de Stanford	Stanford University
Stanley Kubrick	Stanley Kubrick
Estrela	Star
Estrela de Davi	Star of David
Amido	Starch
Estrela-do-mar	Starfish
Estado	State
Staten Island	Staten Island
Mecânica estatística	Statistical mechanics
Estatística	Statistics
Categoria:Estatística	Statistics
Estátua da Liberdade	Statue of Liberty
Stavanger	Stavanger
Vapor	Steam
Motor a vapor	Steam engine
Aço	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Estegossauro	Stegosaurus
Célula-tronco	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Estepe	Steppe
Esferorradiano	Steradian
Esterno	Sternum
Esteróide	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Bolsa de valores	Stock exchange
Estocolmo	Stockholm
Estoicismo	Stoicism
Estômago	Stomach
Idade da Pedra	Stone Age
Stonehenge	Stonehenge
Cegonha	Stork
Tempestade	Storm
Estreito	Strait
Estreito de Gibraltar	Strait of Gibraltar
Estreito de Ormuz	Strait of Hormuz
Estreito de Magalhães	Strait of Magellan
Estreito de Messina	Strait of Messina
Categoria:Estreitos	Straits
Estrasburgo	Strasbourg
Estratégia	Strategy
Estratigrafia	Stratigraphy
Estratosfera	Stratosphere
Morangueiro	Strawberry
Estresse	Stress (medicine)
Teoria das cordas	String theory
AVC	Stroke
Força forte	Strong interaction
Estrôncio	Strontium
Estruturalismo	Structuralism
Predefinição:Esboço	Stub
Aluno	Student
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Estugarda	Stuttgart
Estige	Styx
África subsariana	Sub-Saharan Africa
Subcultura	Subculture
Sublimação	Sublimation (chemistry)
Submarino	Submarine
Subconjunto	Subset
Subtração	Subtraction
Subversion	Subversion (software)
Sucre	Sucre
Sacarose	Sucrose
Sudão	Sudan
Categoria:Sudão	Sudan
Sudoku	Sudoku
Canal de Suez	Suez Canal
Sufixo	Suffix
Sufismo	Sufism
Açúcar	Sugar
Suharto	Suharto
Sukarno	Sukarno
Celebes	Sulawesi
Enxofre	Sulfur
Dióxido de enxofre	Sulfur dioxide
Gás Mostarda	Sulfur mustard
Ácido sulfúrico	Sulfuric acid
Sultão	Sultan
Samatra	Sumatra
Suméria	Sumer
Verão	Summer
Sumô	Sumo
Sol	Sun
Categoria:Sol	Sun
Sun Yat-sen	Sun Yat-sen
Domingo	Sunday
Relógio de sol	Sundial
Girassol	Sunflower
Islão Sunita	Sunni Islam
Mancha solar	Sunspot
Supercomputador	Supercomputer
Supercondutividade	Superconductivity
Superman	Superman
Supernova	Supernova
Suprema Corte dos Estados Unidos da América	Supreme Court of the United States
Sura	Sura
Tensão superficial	Surface tension
Cirurgia	Surgeon
Cirurgia	Surgery
Categoria:Cirurgia	Surgery
Suriname	Suriname
Categoria:Suriname	Suriname
Surrealismo	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Andorinha	Swallow
Cisne	Swan
Suástica	Swastika
Suazilândia	Swaziland
Categoria:Suazilândia	Swaziland
Suécia	Sweden
Categoria:Suécia	Sweden
Coroa sueca	Swedish krona
Batata-doce	Sweet potato
Natação	Swimming
Categoria:Natação	Swimming
Franco suíço	Swiss franc
Categoria:Suíços	Swiss people
Suíça	Switzerland
Categoria:Suíça	Switzerland
Espada	Sword
Sydney	Sydney
Sílaba	Syllable
Sylvia Plath	Sylvia Plath
Simbiose	Symbiosis
Símbolo	Symbol
Sinfonia	Symphony
Sintoma	Symptom
Sinagoga	Synagogue
Sindicato	Syndicate
Sinestesia	Synesthesia
Sinônimo	Synonym
Sintaxe	Syntax
Sintetizador	Synthesizer
Sífilis	Syphilis
Siracusa	Syracuse
Síria	Syria
Categoria:Síria	Syria
Sistema	System
Sistemática	Systematics
T	T
T. E. Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Mesa	Table (furniture)
Tênis de mesa	Table tennis
Tabu	Taboo
Públio Cornélio Tácito	Tacitus
Taekwondo	Taekwondo
Rio Tejo	Tagus
Taiti	Tahiti
Tai Chi Chuan	Tai chi chuan
Cauda	Tail
Taipé	Taipei
Categoria:Taiwan	Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadjiquistão	Tajikistan
Categoria:Tadjiquistão	Tajikistan
Talco	Talc
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmude	Talmud
Tamil Nadu	Tamil Nadu
Tampa (Flórida)	Tampa
Tampere	Tampere
Tanakh	Tanakh
Dinastia Tang	Tang Dynasty
Tânger	Tangier
Tango	Tango (dance)
Carro de combate	Tank
Tântalo (elemento químico)	Tantalum
Tântalo	Tantalus
Tanzânia	Tanzania
Categoria:Tanzânia	Tanzania
Taoísmo	Taoism
Anta	Tapir
Tardigrada	Tardigrade
Tarn	Tarn
Estragão	Tarragon
Tártaro (mitologia)	Tartarus
Tartu	Tartu
Tashkent	Tashkent
Mar da Tasmânia	Tasman Sea
Tasmânia	Tasmania
Diabo-da-tasmânia	Tasmanian Devil
Paladar	Taste
Tatuagem	Tattoo
Τ	Tau
Taurus	Taurus (constellation)
Aluco	Tawny Owl
Taxa	Tax
Categoria:Impostos	Taxation
Táxi	Taxicab
Táxon	Taxon
Taxonomia	Taxonomy
Teixo	Taxus baccata
Tbilisi	Tbilisi
Chá	Tea
Categoria:Chá	Tea
Tecnécio	Technetium
Techno	Techno
Tecnologia	Technology
Categoria:Tecnologia	Technology
Tegucigalpa	Tegucigalpa
Teerã	Tehran
Tel Aviv-Yafo	Tel Aviv
Telecomunicação	Telecommunication
Telegrafia	Telegraphy
Telepatia	Telepathy
Telefone	Telephone
Telescópio	Telescope
Telescopium	Telescopium
Televisão	Television
Categoria:Televisão	Television
Telúrio	Tellurium
Temperatura	Temperature
Templo	Temple
Templo de Ártemis	Temple of Artemis
Dez Mandamentos	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Categoria:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Ténis	Tennis
Categoria:Tênis	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Térbio	Terbium
Cupim	Termite
Terpsícore	Terpsichore
Planeta telúrico	Terrestrial planet
Terrorismo	Terrorism
Categoria:Terrorismo	Terrorism
Tertuliano	Tertullian
Tesla	Tesla (unit)
Testículo	Testicle
Testosterona	Testosterone
Tétano	Tetanus
Tétis (satélite)	Tethys (moon)
Tétis (Titanide)	Tethys (mythology)
Tetraedro	Tetrahedron
Tetraidrocanabinol	Tetrahydrocannabinol
Tetrápodes	Tetrapod
Texas	Texas
Categoria:Texas	Texas
Têxtil	Textile
Tailândia	Thailand
Categoria:Tailândia	Thailand
Tales de Mileto	Thales
Tália	Thalia
Tálio	Thallium
Tânatos	Thanatos
Ação de Graças	Thanksgiving
Ação de Graças	Thanksgiving (Canada)
Ação de Graças	Thanksgiving (United States)
Ação de Graças	Thanksgiving (disambiguation)
Gâmbia	The Gambia
Categoria:Gâmbia	The Gambia
A Haia	The Hague
Hino nacional dos Estados Unidos da América	The Star-Spangled Banner
Teatro	Theatre
Categoria:Teatro	Theatre
Tebe (satélite)	Thebe (moon)
Tebas (Grécia)	Thebes
Tebas (Egipto)	Thebes
Téia	Theia
Têmis	Themis
Temístocles	Themistocles
Teocracia	Theocracy
Teodolito	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Teodósio I	Theodosius I
Teologia	Theology
Categoria:Teologia	Theology
Teorema	Theorem
Teoria	Theory
Teoria da relatividade	Theory of relativity
Theravada	Theravada
Termodinâmica	Thermodynamics
Categoria:Termodinâmica	Thermodynamics
Termômetro	Thermometer
Teseu	Theseus
Salónica	Thessaloniki
Tessália	Thessaly
Θ	Theta
Tétis (Nereida)	Thetis
Tiamina	Thiamine
Think tank	Think tank
Terceira Cruzada	Third Crusade
Terceiro Mundo	Third World
Guerra dos Trinta Anos	Thirty Years' War
Tomás de Aquino	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Tório	Thorium
Tot	Thoth
Pensamento	Thought
Trácia	Thrace
Tucídides	Thucydides
Túlio	Thulium
Polegar	Thumb
Turíngia	Thuringia
Categoria:Turíngia	Thuringia
Quinta-feira	Thursday
Tigre da Tasmânia	Thylacine
Thymus	Thyme
Timina	Thymine
Tiróide	Thyroid
Tianjin	Tianjin
Rio Tibre	Tiber
Tibério	Tiberius
Tibete	Tibet
Categoria:Tibete	Tibet
Tessino (cantão)	Ticino
Maré	Tide
Terra do Fogo	Tierra del Fuego
Tigre	Tiger
Rio Tigre	Tigris
Tilia	Tilia
Tombuctu	Timbuktu
Tempo	Time
Categoria:Tempo	Time
Time (revista)	Time (magazine)
Fuso horário	Time zone
Timor	Timor
Tamerlão	Timur
Estanho	Tin
Tirana	Tirana
Tecido	Tissue (biology)
Paridae	Tit (bird)
Titã	Titan (disambiguation)
Titã	Titan (moon)
Titã (mitologia)	Titan (mythology)
Titânia (satélite)	Titania (moon)
Titânio	Titanium
Tiziano	Titian
Tito (imperador)	Titus
Tivoli	Tivoli
Tabaco	Tobacco
Tocantins	Tocantins (state)
Tocoferol	Tocopherol
Tofu	Tofu
Togo	Togo
Categoria:Togo	Togo
Tóquio	Tokyo
Toledo	Toledo
Tolueno	Toluene
Tom Hanks	Tom Hanks
Tom & Jerry	Tom and Jerry
Tomate	Tomato
Tonelada	Ton
Tonga	Tonga
Categoria:Tonga	Tonga
Toni Morrison	Toni Morrison
Tonelada	Tonne
Tony Blair	Tony Blair
Ferramenta	Tool
Dente	Tooth
Escova de dentes	Toothbrush
Topázio	Topaz
Topeka (Kansas)	Topeka
Topologia (matemática)	Topology
Categoria:Topologia	Topology
Torá	Torah
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Torque	Torque
Tartaruga	Tortoise
Tortura	Torture
Toro (topologia)	Torus
Totalitarismo	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Turismo	Tourism
Categoria:Turismo	Tourism
Tours	Tours
Torre	Tower
Torre de Babel	Tower of Babel
Torre de Londres	Tower of London
Cidade	Town
Veneno	Toxicity
Toxicologia	Toxicology
Brinquedo	Toy
Toyota Motor	Toyota
Tractor	Tractor
Comércio	Trade
Sindicato	Trade union
Marca registrada	Trademark
Tradição	Tradition
Tragédia	Tragedy
Trem	Train
Estação ferroviária	Train station
Trajano	Trajan
Eléctrico	Tram
Número transcendente	Transcendental number
Transformador	Transformer
Transístor	Transistor
Transliteração	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Categoria:Transporte	Transportation
Transexual	Transsexualism
Transilvânia	Transylvania
Trapézio (geometria)	Trapezoid
Tratado	Treaty
Tratado de Versalhes (1919)	Treaty of Versailles
Árvore	Tree
Trento	Trento
Trenton	Trenton
Triângulo	Triangle
Triangulum	Triangulum
Triangulum Australe	Triangulum Australe
Triássico	Triassic
Afluente	Tributary
Tricerátopo	Triceratops
Trier	Trier
Função trigonométrica	Trigonometric function
Trigonometria	Trigonometry
Categoria:Trigonometria	Trigonometry
Trilobita	Trilobite
Trilogia	Trilogy
Trinidad	Trinidad
Trinidad e Tobago	Trinidad and Tobago
Categoria:Trinidad e Tobago	Trinidad and Tobago
TNT	Trinitrotoluene
Santíssima Trindade	Trinity
Trípoli	Tripoli
Triskle	Triskelion
Trítio	Tritium
Tritão (satélite)	Triton (moon)
Tritão (mitologia)	Triton (mythology)
Arco do triunfo	Triumphal arch
Cavalo de Tróia	Trojan Horse
Guerra de Tróia	Trojan War
Trojan	Trojan horse (computing)
Troll	Troll
Troll (internet)	Troll (Internet)
Trólebus	Trolleybus
Trombone	Trombone
Trondheim	Trondheim
Trópico de Câncer	Tropic of Cancer
Trópico de Capricórnio	Tropic of Capricorn
Trópico	Tropics
Troposfera	Troposphere
Trotskismo	Trotskyism
Tróia	Troy
Camião	Truck
Doutrina Truman	Truman Doctrine
Trompete	Trumpet
Verdade	Truth
Trygve Lie	Trygve Lie
Triptófano	Tryptophan
Tsar	Tsar
Tsunami	Tsunami
Tuaregues	Tuareg
Tuba	Tuba
Trufa	Tuber (genus)
Tuberculose	Tuberculosis
Tucana	Tucana
Tucson	Tucson
Terça-feira	Tuesday
Tulipa	Tulip
Tumor	Tumor
Tundra	Tundra
Tungstênio	Tungsten
Urochordata	Tunicate
Tunes (Tunísia)	Tunis
Tunísia	Tunisia
Categoria:Tunísia	Tunisia
Túnel (construção)	Tunnel
Turbina	Turbine
Turim	Turin
Máquina de Turing	Turing machine
Turquia	Turkey
Categoria:Turquia	Turkey
Turquemenistão	Turkmenistan
Categoria:Turquemenistão	Turkmenistan
Cúrcuma	Turmeric
Tartaruga	Turtle
Toscana	Tuscany
Tuvalu	Tuvalu
Categoria:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Máquina de escrever	Typewriter
Tifão	Typhon
Tipografia	Typography
Categoria:Tipografia	Typography
Tiranossauro	Tyrannosaurus
Tiro	Tyre
Tirol (Áustria)	Tyrol (state)
Mar Tirreno	Tyrrhenian Sea
U	U
Organização das Nações Unidas para a Educação, a Ciência e a Cultura	UNESCO
Ufa	Ufa
Uganda	Uganda
Categoria:Uganda	Uganda
Ucrânia	Ukraine
Categoria:Ucrânia	Ukraine
Ulaanbaatar	Ulan Bator
Ulster	Ulster
Ultra-som	Ultrasound
Radiação ultravioleta	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Guarda-chuva	Umbrella
Úmbria	Umbria
Princípio da incerteza de Heisenberg	Uncertainty principle
Desemprego	Unemployment
Unicórnio	Unicorn
OVNI	Unidentified flying object
URL	Uniform Resource Locator
União (matemática)	Union (set theory)
Emirados Árabes Unidos	United Arab Emirates
Categoria:Emirados Árabes Unidos	United Arab Emirates
República Árabe Unida	United Arab Republic
Reino Unido	United Kingdom
Categoria:Reino Unido	United Kingdom
Organização das Nações Unidas	United Nations
Categoria:Nações Unidas	United Nations
Fundo das Nações Unidas para a Infância	United Nations Children's Fund
Estados Unidos da América	United States
Categoria:Estados Unidos da América	United States
Força Aérea dos Estados Unidos	United States Air Force
Congresso dos Estados Unidos da América	United States Congress
Constituição dos Estados Unidos da América	United States Constitution
Câmara dos Representantes dos Estados Unidos da América	United States House of Representatives
Academia Militar dos Estados Unidos da América	United States Military Academy
Marinha dos Estados Unidos da América	United States Navy
Senado dos Estados Unidos da América	United States Senate
Ilhas Virgens Americanas	United States Virgin Islands
Dólar americano	United States dollar
Universo	Universe
Universidade	University
Universidade de Chicago	University of Chicago
Universidade da Pensilvânia	University of Pennsylvania
Unix	Unix
Categoria:Unix	Unix
Unúnbio	Ununbium
Ununhexio	Ununhexium
Ununpentio	Ununpentium
Ununquadio	Ununquadium
Ununtrio	Ununtrium
Upanixade	Upanishad
Uppsala	Uppsala
Υ	Upsilon
Ur	Ur
Uracilo	Uracil
Montes Urais	Ural Mountains
Urânia	Urania
Urânio	Uranium
Urano (planeta)	Uranus
Categoria:Urano	Uranus
Urano (mitologia)	Uranus (mythology)
Língua urdu	Urdu
Uréia	Urea
Urina	Urine
Ursa Major	Ursa Major
Ursa Minor	Ursa Minor
Uruguai	Uruguay
Categoria:Uruguai	Uruguay
Utah	Utah
Categoria:Utah	Utah
Útero	Uterus
Utilitarismo	Utilitarianism
Utopia	Utopia
Utrecht (cidade)	Utrecht (city)
Utrecht (província)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbequistão	Uzbekistan
Categoria:Uzbequistão	Uzbekistan
V	V
Vacina	Vaccine
Vacúolo	Vacuole
Vácuo	Vacuum
Válvula termiônica	Vacuum tube
Vaduz	Vaduz
Vagina	Vagina
Valença (França)	Valence
Valência (química)	Valence (chemistry)
Valência (Espanha)	Valencia
Valência	Valencia
Valentina Tereshkova	Valentina Tereshkova
Dia dos Namorados	Valentine's Day
Valhala	Valhalla
Valquíria	Valkyrie
Valeta	Valletta
Vale	Valley
Vampiro	Vampire
Vanádio	Vanadium
Vancouver	Vancouver
Ilha Vancouver	Vancouver Island
Vandalismo	Vandalism
Vanir	Vanir
Vanuatu	Vanuatu
Categoria:Vanuatu	Vanuatu
Var (departamento)	Var (department)
Variância	Variance
Varna (Bulgária)	Varna
Planta vascular	Vascular plant
Vaticano	Vatican City
Categoria:Vaticano	Vatican City
Vector (espacial)	Vector (spatial)
Vega (estrela)	Vega
Hortaliça	Vegetable
Vegetarianismo	Vegetarianism
Veia	Vein
Vela (constelação)	Vela (constellation)
Velociráptor	Velociraptor
Velocidade	Velocity
Vêneto	Veneto
Venezuela	Venezuela
Categoria:Venezuela	Venezuela
Veneza	Venice
Vénus (planeta)	Venus
Vênus	Venus (disambiguation)
Vênus (mitologia)	Venus (mythology)
Verbo	Verb
Vermont	Vermont
Categoria:Vermont	Vermont
Verona	Verona
Versalhes	Versailles
Vértebra	Vertebra
Coluna vertebral	Vertebral column
Vertebrados	Vertebrate
Vespasiano	Vespasian
Vesta (mitologia)	Vesta (mythology)
Veto	Veto
Vice-presidente dos Estados Unidos da América	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria (Seychelles)	Victoria
Victoria (Colúmbia Britânica)	Victoria
Victoria	Victoria
Victoria (Austrália)	Victoria (Australia)
Parque Nacional de Victoria Falls	Victoria Falls
Vídeo	Video
Videogame	Video game
Viena	Vienna
Categoria:Viena	Vienna
Vienne (departamento)	Vienne
Vientiane	Vientiane
Vietname	Vietnam
Categoria:Vietname	Vietnam
Guerra do Vietnã	Vietnam War
Categoria:Guerra do Vietnam	Vietnam War
Vikings	Viking
Vilfredo Pareto	Vilfredo Pareto
Povoado	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinagre	Vinegar
Viola	Viola
Violência	Violence
Violino	Violin
Virgílio	Virgil
Ilhas Virgens	Virgin Islands
Virgínia	Virginia
Categoria:Virgínia	Virginia
Virginia Woolf	Virginia Woolf
Virgindade	Virginity
Virgo	Virgo (constellation)
Memória virtual	Virtual memory
Realidade virtual	Virtual reality
Virtude	Virtue
Vírus	Virus
Viscosidade	Viscosity
Vixnu	Vishnu
Rio Vístula	Vistula
Vitamina	Vitamin
Vitamina A	Vitamin A
Piridoxina	Vitamin B6
Vitamina D	Vitamin D
Vitamina K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Caso vocativo	Vocative case
Vodca	Vodka
Volans	Volans
Vulcão	Volcano
Categoria:Vulcanologia	Volcanology
Vulcanologia	Volcanology
Rio Volga	Volga River
Volgogrado	Volgograd
Voleibol	Volleyball
Categoria:Voleibol	Volleyball
Volt	Volt
Tensão elétrica	Voltage
Voltaire	Voltaire
Volume	Volume
Emese	Vomiting
Vodou haitiano	Voodoo
Vogal	Vowel
Vulcano (mitologia)	Vulcan (mythology)
Latim vulgar	Vulgar Latin
Vulgata	Vulgate
Vulpecula	Vulpecula
Vulva	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabismo	Wahhabism
Ilha Wake	Wake Island
País de Gales	Wales
Categoria:País de Gales	Wales
Juglans	Walnut
Morsa	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Guerra	War
Categoria:Guerra	War
Crime de guerra	War crime
Guerra da Sucessão Espanhola	War of the Spanish Succession
Guerra das Rosas	Wars of the Roses
Varsóvia	Warsaw
Verruga	Wart
Máquina de lavar roupa	Washing machine
Washington, DC	Washington
Washington	Washington
Categoria:Washington	Washington
