English	Arabic
Thermodynamics	تصنيف:تحريك حراري
Thermometer	مقياس حرارة
Theseus	ثيسيوس
Thessaloniki	سالونيك
Theta	ثيتا (حرف إغريقي)
Thiamine	فيتامين بي1
Think tank	خلية تفكير
Third Crusade	حملة صليبية ثالثة
Third World	العالم الثالث
Thirty Years' War	حرب الثلاثين عاماً
Thomas Aquinas	توما الأكويني
Thomas Edison	توماس إديسون
Thomas Hardy	توماس هاردي
Thomas Jefferson	توماس جفرسون
Thomas Malthus	توماس مالتوس
Thomas Mann	توماس مان
Thomas More	توماس مور
Thomas Young (scientist)	توماس يونج
Thorium	ثوريوم
Thoth	تحوت
Thought	فكر
Thrace	تراقيا
Thucydides	ثوكيديدس
Thulium	ثوليوم
Thumb	إبهام
Thuringia	تورنغن
Thursday	خميس
Thyme	زعتر
Thymine	ثايمين
Thyroid	غدة درقية
Tianjin	تيانجين
Tiber	التيبر
Tiberius	تيبريوس
Tibet	تبت
Tibet	تصنيف:التبت
Ticino	كانتون تيسينو
Tide	المد والجزر
Tierra del Fuego	أرض النار
Tiger	ببر
Tigris	دجلة
Tilia	زيزفون
Timbuktu	تمبكتو
Time	زمن
Time	تصنيف:زمن
Time (magazine)	تايم (مجلة)
Time zone	منطقة زمنية
Timur	تيمورلنك
Tin	قصدير
Tirana	تيرانا
Tissue (biology)	نسيج حيوي
Titan (moon)	تايتان (قمر)
Titan (mythology)	جبار (ميثولوجيا)
Titanium	تيتانيوم
Titian	تيتيان
Titus	تيتوس
Tivoli	تيفولي
Tobacco	تبغ
Tocantins (state)	توكانتينس
Togo	توغو
Togo	تصنيف:توغو
Tokyo	طوكيو
Toledo	طليطلة
Toluene	تولوين
Tom Hanks	توم هانكس
Tom and Jerry	توم وجيري
Tomato	طماطم
Tonga	تونجا
Tongue	لسان
Toni Morrison	توني موريسون
Tonne	طن
Tony Blair	توني بلير
Tooth	سن
Toothbrush	فرشاة أسنان
Topaz	زبرجد
Topeka	توبيكا، كانزاس
Topology	طوبولوجيا
Topology	تصنيف:طوبولوجيا
Torah	توراة
Tornado	إعصار
Toronto	تورونتو
Torpedo	طوربيد
Torque	عزم الدوران
Tortoise	سلحفاة
Torture	تعذيب
Toulon	طولون، فرنسا
Toulouse	تولوز
Tour de France	سباق طواف فرنسا
Tourism	سياحة
Tourism	تصنيف:سياحة
Tours	تور (مدينة)
Tower	برج (عمارة)
Tower of Babel	برج بابل
Town	بلدة
Toxicology	علم السموم
Toy	لعبة
Toyota	تويوتا
Tractor	جرار
Trade	تجارة
Trademark	علامة تجارية
Tradition	تراث
Train	قطار
Trajan	تراجان
Tram	ترام
Transformer	محوّل
Transistor	مقحل
Transliteration	إحراف
Transmission Control Protocol	تي.سي.بي
Transportation	تصنيف:نقل
Trapezoid	شبه منحرف
Treaty	معاهدة
Treaty of Versailles	معاهدة فيرساي
Tree	شجرة
Trento	ترينتو
Trenton	ترنتون، نيوجيرزي
Triangle	مثلث
Triassic	عصر ثلاثي
Triceratops	تريسراتبس
Trigonometric function	تابع مثلثي
Trigonometry	حساب مثلثات
Trigonometry	تصنيف:مثلثات
Trilogy	ثلاثي
Trinidad	ترينيداد
Trinidad and Tobago	ترينيداد وتوباغو
Trinitrotoluene	تي إن تي (مادة كيميائية)
Trinity	الثالوث الأقدس
Tripoli	طرابلس (ليبيا)
Tritium	تريتيوم
Triton (mythology)	تريتون
Trojan Horse	حصان طروادة
Trojan War	حصار طروادة
Tropic of Cancer	مدار السرطان
Tropic of Capricorn	مدار الجدي
Troposphere	تروبوسفير
Troy	طروادة
Truck	شاحنة
Trumpet	بوق
Truth	حقيقة
Trygve Lie	تريغفي لي
Tsunami	تسونامي
Tuareg	طوارق
Tuberculosis	درن
Tucson	توسن، أريزونا
Tuesday	ثلاثاء
Tulip	تيوليب
Tungsten	تنجستن
Tunis	تونس (مدينة)
Tunisia	تونس
Tunisia	تصنيف:تونس
Tunnel	نفق
Turbine	عنفة
Turin	تورينو
Turing machine	آلة تورنج
Turkey	تركيا
Turkey	تصنيف:تركيا
Turkmenistan	تركمانستان
Turkmenistan	تصنيف:تركمانستان
Turmeric	كركم
Turtle	سلحفاة
Tuscany	توسكانا
Tuvalu	توفالو
Tux	تكس
Tycho Brahe	تيخو براهي
Typewriter	آلة كاتبة
Tyrannosaurus	تيرانوصور
Tyre	صور (لبنان)
Tyrrhenian Sea	البحر التيراني
U	U
UNESCO	اليونسكو
Ufa	أوفا
Uganda	أوغندا
Uganda	تصنيف:أوغندا
Ukraine	أوكرانيا
Ukraine	تصنيف:أوكرانيا
Ulan Bator	أولان باتور
Ulster	أولستر
Ultrasound	صوت فوق سمعي
Ultraviolet	أشعة فوق بنفسجية
Ulysses S. Grant	يوليسيس جرانت
Umbria	أومبريا
Uncertainty principle	مبدأ عدم التأكد
Unemployment	بطالة
Unicorn	يونيكورن
Unidentified flying object	طبق طائر
Uniform Resource Locator	عنوان إنترنت
United Arab Emirates	الإمارات العربية المتحدة
United Arab Emirates	تصنيف:الإمارات العربية المتحدة
United Arab Republic	الجمهورية العربية المتحدة
United Kingdom	المملكة المتحدة
United Kingdom	تصنيف:المملكة المتحدة
United Nations	الأمم المتحدة
United Nations	تصنيف:الأمم المتحدة
United Nations Children's Fund	يونسيف
United States	الولايات المتحدة
United States	تصنيف:الولايات المتحدة الأمريكية
United States Congress	الكونغرس الأمريكي
United States Constitution	دستور الولايات المتحدة الامريكية
United States House of Representatives	مجلس النواب الأمريكي
United States Navy	بحرية أمريكية
United States Senate	مجلس الشيوخ الأمريكي
United States Virgin Islands	الجزر العذراء الأمريكية
United States dollar	دولار أمريكي
Universe	فضاء كوني
University	جامعة
Unix	يونكس
Unix	تصنيف:يونكس
Ununbium	أنون بيوم
Ununhexium	أنون هيكسيوم
Ununpentium	أنون بينتيوم
Ununquadium	أنون كواديوم
Ununtrium	أنون تريوم
Uppsala	أبسالا
Upsilon	أوبسيلون (حرف إغريقي)
Ur	أور
Ural Mountains	جبال الأورال
Urania	أورانيا
Uranium	يورانيوم
Uranus	أورانوس
Uranus (mythology)	أورانوس (ميثولوجيا)
Urdu	لغة اوردية
Urea	يوريا
Urine	بول
Uruguay	أوروجواي
Uruguay	تصنيف:أوروجواي
Utah	يوتا
Uterus	رحم
Utilitarianism	نفعية
Utopia	يوطوبيا
Utrecht (province)	مقاطعة أوترخت
Uttar Pradesh	أوتارانتشال
Uzbekistan	أوزبكستان
Uzbekistan	تصنيف:أوزبكستان
V	V
Vaccine	تطعيم
Vacuum	فراغ
Vacuum tube	صمام مفرغ
Vagina	مهبل
Valence (chemistry)	تكافؤ
Valencia	فالنسيا
Valentina Tereshkova	فالنتينا تريشكوفا
Valentine's Day	عيد الحب
Valletta	فاليتا
Valley	واد
Vampire	مصاص دماء
Vanadium	فاناديوم
Vancouver	فانكوفر
Vanuatu	فانواتو
Variance	تباين
Varna	فارنا
Vatican City	الفاتيكان
Vatican City	تصنيف:الفاتيكان
Vector (spatial)	متجهة
Vega	النسر الواقع
Vegetable	خضروات
Vegetarianism	النباتية
Vein	وريد
Velocity	سرعة (ميكانيكا)
Veneto	فينيتو
Venezuela	فنزويلا
Venezuela	تصنيف:فنزويلا
Venice	البندقية
Venus	الزهرة
Venus (disambiguation)	زهرة (توضيح)
Venus (mythology)	فينوس ( أسطورة )
Verb	فعل
Vermont	فيرمونت
Verona	فيرونا
Versailles	فرساي
Vertebra	فقرة
Vertebral column	عمود فقري
Vertebrate	فقاريات
Vespasian	فسبازيان
Vesta (mythology)	فستا
Veto	حق الفيتو
Vichy	فيشي
Victor Hugo	فيكتور هوجو
Victoria	فيكتوريا (سيشيل)
Victoria (Australia)	ولاية فيكتوريا
Victoria Falls	شلالات فيكتوريا
Video	فيديو
Video game	ألعاب فيديو
Vienna	فيينا
Vietnam	فيتنام
Vietnam	تصنيف:فيتنام
Vietnam War	حرب فيتنام
Viking	فايكنج
Village	قرية
Vilnius	فيلنيوس
Vincent van Gogh	فينسنت فان غوخ
Vincenzo Bellini	فينشينسو بيليني
Vinegar	خل
Violence	عنف
Violin	كمان
Virgil	فيرجيل
Virgin Islands	الجزر العذراء
Virginia	فيرجينيا
Virginia Woolf	فرجينيا وولف
Virginity	بتولية
Virtual memory	ذاكرة افتراضية
Virtual reality	واقع افتراضي
Virtue	فضيلة
Virus	فيروس
Viscosity	لزوجة
Vishnu	ڤيشنو
Vitamin	فيتامين
Vitamin A	فيتامين ألف
Vitamin B6	فيتامين بي6
Vitamin C	فيتامين ج
Vitamin D	فيتامين دي
Vitamin K	فيتامين كي
Vittorio De Sica	فيتوريو دي سيكا
Vivien Leigh	فيفيان لي
Vladimir Lenin	فلاديمير لينين
Vladimir Nabokov	فلاديمير نابوكوف
Vladimir Putin	فلاديمير بوتين
Vladivostok	فلاديفوستوك
Vodka	فودكا (مشروب كحولي)
Volcano	بركان
Volcanology	علم البراكين
Volga River	فولغا
Volgograd	فولجوجراد
Volleyball	كرة طائرة
Volt	فولت
Voltage	جهد كهربائي
Voltaire	فولتير
Vomiting	قيء
Voodoo	فودو
Vulva	فرج
W	W
W. Somerset Maugham	سومرست موم
WYSIWYG	ويزي-ويغ
Wahhabism	وهابية
Wales	ويلز
Wales	تصنيف:بلاد الغال
Walrus	فظ (حيوان)
Walt Disney	والت ديزني
Walt Whitman	والت ويتمان
War	حرب
War	تصنيف:حرب
War crime	جريمة حرب
War of the Spanish Succession	حرب الخلافة الإسبانية
Wars of the Roses	حرب الوردتين
Warsaw	وارسو
Wart	ثؤلول
Washington	واشنطن دي سي
Washington	واشنطن
Waste	قمامة
Water	ماء
Water	تصنيف:مياه
Water polo	كرة الماء
Waterfall	شلال
Watergate scandal	فضيحة ووترغيت
Watermelon	بطيخ أحمر
Watt	واط
Wave	موجة
Wavelength	طول الموجة
Wax	شمع
Weapon	سلاح
Weather	طقس
Web browser	متصفح ويب
Web page	موقع ويب
Webcam	كاميرا ويب
Weber (unit)	ويبر (وحدة)
Website	موقع ويب
Wednesday	أربعاء
Week	أسبوع
Weight	وزن
Weightlifting	رفع أثقال
Weimar	فايمار
Weimar Republic	جمهورية فايمار
Welding	لحام
Wellington	ويلينغتون
Werewolf	مستذئب
Wernher von Braun	فيرنر فون براون
West	غرب
West Africa	غرب أفريقيا
West Bank	الضفة الغربية
West Bengal	بنغال الغربية
West Germany	ألمانيا الغربية
West Sussex	غرب ساسكس
West Virginia	فيرجينيا الغربية
Western Australia	أستراليا الغربية
Western Roman Empire	امبراطورية رومانية غربية
Western Sahara	صحراء غربية
Western Sahara	تصنيف:صحراء غربية
Whale	حوت
Wheat	قمح
Wheel	دولاب
Whisky	ويسكي
White House	البيت الأبيض
White blood cell	خلية بيضاء
Whitehorse	وايت هورس ، يوكون
Wicca	ويكا
Wide area network	شبكة عريضة
Wiesbaden	فيسبادن
Wildcat	قط بري
Wilhelm Ostwald	فيلهلم أوستفالد
Will (law)	وصية
William Butler Yeats	وليم بتلر ييتس
William Faulkner	ويليام فوكنر
William Golding	وليم غولدنغ
William Harvey	وليم هارفي
William Henry Harrison	وليام هنري هاريسون
William Herschel	وليم هرتشل
William Howard Taft	ويليام هوارد تافت
William I	فيلهلم الأول
William II	فيلهلم الثاني
William James	وليام جيمس
William McKinley	ويليام مكينلي
William Shakespeare	ويليام شكسبير
William Shockley	وليام شوكلي
William Wordsworth	ويليام وردزورث
Willow	صفصاف
Willy Brandt	ويلي برانت
Wind instrument	آلة هوائية
Wind power	طاقة ريحية
Windhoek	ويندهوك
Windmill	طاحونة هوائية
Window	نافذة
Wine	نبيذ
Winston Churchill	ونستون تشرشل
Winter	شتاء
Winter Olympic Games	ألعاب أولمبية شتوية
Winter Olympic Games	تصنيف:ألعاب أولمبية شتوية
Wisconsin	ويسكنسن
Wolfgang Amadeus Mozart	فولفغانغ أماديوس موتسارت
Wolfgang Pauli	فولفغانغ باولي
Woman	مرأة
Wood	خشب
Woodrow Wilson	وودرو ويلسون
Woodwind instrument	آلة نفخ خشبية
Woody Allen	وودي آلن
Word	كلمة (لغة)
Word processor	معالج كلمات
World	عالَم
World Bank	بنك دولي
World Health Organization	منظمة الصحة العالمية
World Trade Center	مركز التجارة العالمي
World Trade Organization	منظمة التجارة العالمية
World War I	حرب عالمية أولى
World War I	تصنيف:حرب عالمية أولى
World War II	حرب عالمية ثانية
World War II	تصنيف:حرب عالمية ثانية
World Wide Web	شبكة عنكبوتية عالمية
World Wide Web	تصنيف:وب
Wormhole	ثقب دودي
Writing system	نظام كتابة
Wuhan	ووهان
Wyoming	وايومنغ
X	X
X-ray	أشعة سينية
Xenarthra	لاضرسيات
Xenon	زينون
Xenophanes	كزينوفانيس
Xenophobia	كره الأجانب
Xi	كشي (حرف إغريقي)
Xinjiang	شينجيانغ
Y	Y
Yakuza	ياكوزا
Yale University	جامعة يايل
Yalta	يالطا
Yalta Conference	اتفاقية يالطة
Yangon	رانغون
Yangtze River	يانغتسي
Yard	يارد
Yasser Arafat	ياسر عرفات
Year	عام
Years	تصنيف:سنوات
Yellow River	النهر الأصفر
Yellow Sea	البحر الأصفر
Yellowstone National Park	منتزه يلوستون الوطني
Yemen	اليمن
Yemen	تصنيف:اليمن
Yerevan	يريفان
Yo-yo	يويو
Yoga	يوجا
Yoghurt	لبن زبادي
Yokohama	يوكوهاما
Yom Kippur	يوم كيبور
Yom Kippur War	حرب أكتوبر
York	يورك
Yosemite National Park	منتزه يوسمايت الوطني
Ytterbium	إتيربيوم
Yttrium	إتريوم
Yugoslavia	يوغوسلافيا
Yugoslavia	تصنيف:يوغوسلافيا
Yukon	يوكون
Yunnan	يونان (الصين)
Yuri Gagarin	يوري جاجارين
Z	Z
Zachary Taylor	زكاري تايلور
Zagreb	زغرب
Zambia	زامبيا
Zambia	تصنيف:زامبيا
Zanzibar	زنجبار
Zaragoza	سرقسطة
Zebra	حمار وحشي
Zen	زن
Zenith	سمت الرأس
Zeno (emperor)	زينون (إمبراطور)
Zeno of Citium	زينون الرواقي
Zeno of Elea	زينون من إيليا
Zeta	زيتا (حرف إغريقي)
Zeus	زيوس
Zeus (disambiguation)	زيوس
Ziggurat	زقورة
Zimbabwe	زيمبابوي
Zimbabwe	تصنيف:زمبابوي
Zinc	خارصين
Zionism	صهيونية
Zirconium	زركونيوم
Zodiac	دائرة البروج
Zoo	حديقة حيوان
Zoology	علم الحيوان
Zoology	تصنيف:علم الحيوان
Zoroaster	زرادشت
Zoroastrianism	زرادشتية
Zulu	زولو (جنس)
