Russian	English
File Allocation Table	File Allocation Table
FTP	File Transfer Protocol
Файловая система	File system
Брунеллески, Филиппо	Filippo Brunelleschi
Категория:Кинематограф	Film
Фильм (кинематография)	Film
Портал:Кино	Film
Кинорежиссёр	Film director
Финвал	Fin Whale
Категория:Финансы	Finance
Финансы	Finance
Палец	Finger
Дактилоскопия	Fingerprint
Финляндия	Finland
Категория:Финляндия	Finland
Пихта	Fir
Огонь	Fire
Огнестрельное оружие	Firearm
Пожарная охрана	Firefighter
Межсетевой экран	Firewall (networking)
Микропрограмма	Firmware
Первый Константинопольский собор	First Council of Constantinople
Первый Никейский собор	First Council of Nicaea
Первый крестовый поход	First Crusade
1-е послание к Коринфянам	First Epistle to the Corinthians
Первая помощь	First aid
Родной язык	First language
Рыбы	Fish
Категория:Рыбы	Fish
Рыболовство	Fishing
Категория:Рыбная ловля	Fishing
Фьорд	Fjord
Флаг	Flag
Жгутик	Flagellum
Фламенко	Flamenco
Фламинго	Flamingo
Фландрия	Flanders
Флеш-память	Flash memory
Метеоризм	Flatulence
Плоские черви	Flatworm
Блохи	Flea
Фламандский язык	Flemish (linguistics)
Кремень	Flint
Триггер (электроника)	Flip-flop (electronics)
Наводнение	Flood
Дискета	Floppy disk
Флоренция	Florence
Найтингейл, Флоренс	Florence Nightingale
Флорида	Florida
Категория:Флорида	Florida
Мука (порошок)	Flour
Цветок	Flower
Цветковые растения	Flowering plant
Флюорит	Fluorite
Флейта	Flute
Двукрылые	Fly
Туман	Fog
Фолиевая кислота	Folic acid
Народная музыка	Folk music
Фольклор	Folklore
Категория:Фольклор	Folklore
Пища	Food
Пищевые добавки	Food additive
Продовольственная и сельскохозяйственная организация ООН	Food and Agriculture Organization
Пищевая цепь	Food chain
Стопа (анатомия)	Foot
Фут	Foot (unit of length)
Футбол	Football (soccer)
Категория:Футбол	Football (soccer)
Категория:Футбол по странам	Football (soccer) by country
Категория:Футбольные клубы	Football (soccer) clubs
Категория:Футбольные тренеры	Football (soccer) managers
Категория:Футболисты	Football (soccer) players
Категория:Футбольные стадионы	Football (soccer) venues
Запретный город	Forbidden City
Сила	Force
Лес	Forest
Лесоводство	Forestry
Вилка (столовая)	Fork
Форма государственного правления	Form of government
Формальдегид	Formaldehyde
Муравьиная кислота	Formic acid
Печь (созвездие)	Fornax
Форт-Ворт	Fort Worth
Фортификация	Fortification
Фортран	Fortran
Окаменелости	Fossil
Ископаемое топливо	Fossil fuel
Маятник Фуко	Foucault pendulum
Фонтан	Fountain
Ряд Фурье	Fourier series
Четвёртый крестовый поход	Fourth Crusade
Фрактал	Fractal
Рациональная дробь	Fraction (mathematics)
Франция	France
Категория:Франция	France
Бэкон, Фрэнсис	Francis Bacon
Крик, Фрэнсис	Francis Crick
Дрейк, Фрэнсис	Francis Drake
Коппола, Фрэнсис Форд	Francis Ford Coppola
Франц II	Francis II
Пуленк, Франсис Жан Марсель	Francis Poulenc
Франциск Ассизский	Francis of Assisi
Францисканцы	Franciscan
Франко Баамонде, Франсиско	Francisco Franco
Гойя, Франсиско Хосе де	Francisco Goya
Писарро, Франсиско	Francisco Pizarro
Франций	Francium
Франко-прусская война 1870—1871	Franco-Prussian War
Райт, Фрэнк Ллойд	Frank Lloyd Wright
Синатра, Фрэнсис Альберт	Frank Sinatra
Франкфорт (Кентукки)	Frankfort
Франкфурт-на-Майне	Frankfurt
Категория:Франкфурт-на-Майне	Frankfurt
Франкфурт-на-Одере	Frankfurt (Oder)
Франкфурт (значения)	Frankfurt (disambiguation)
Пирс, Франклин	Franklin Pierce
Халс, Франс	Frans Hals
Кафка, Франц	Franz Kafka
Лист, Ференц	Franz Liszt
Шуберт, Франц	Franz Schubert
Фред Астер	Fred Astaire
Фридрих I Барбаросса	Frederick I
Фридрих II (император Священной Римской империи)	Frederick II
Сенгер, Фредерик	Frederick Sanger
Содди, Фредерик	Frederick Soddy
Фредериктон	Fredericton
Свободное государство (ЮАР)	Free State
Свобода воли	Free will
Свобода	Freedom (philosophy)
Свобода слова	Freedom of speech
Масонство	Freemasonry
Фритаун	Freetown
Freeware	Freeware
Французская Полинезия	French Polynesia
Категория:Французская Полинезия	French Polynesia
Великая французская революция	French Revolution
Категория:Великая французская революция	French Revolution
Категория:Персоналии:Франция	French people
Частота	Frequency
Фреска	Fresco
Пресная вода	Freshwater
Фресно (Калифорния)	Fresno
Фрейя	Freyja
Фрейр	Freyr
Трение	Friction
Пятница	Friday
Нансен, Фритьоф	Fridtjof Nansen
Энгельс, Фридрих	Friedrich Engels
Фрисландия	Friesland
Фрегат	Frigate
Фригг	Frigg
Габер, Фриц	Fritz Haber
Фриули-Венеция-Джулия	Friuli-Venezia Giulia
Бесхвостые	Frog
Фруктоза	Fructose
Фрукт	Fruit
Категория:Фрукты	Fruit
Фукинг	Fucking
Топливо	Fuel
Топливный элемент	Fuel cell
Фуга	Fugue
Фукуока (город)	Fukuoka
Полнолуние	Full moon
Фунафути	Funafuti
Функция (математика)	Function (mathematics)
Категория:Статьи	Fundamental
Фундаментальные взаимодействия	Fundamental interaction
Фундаментализм	Fundamentalism
Категория:Грибы	Fungi
Грибы	Fungus
Фуникулёр	Funicular
Фанк	Funk
Категория:Мебель	Furniture
Мебель	Furniture
Будущее	Future
Футуризм	Futurism (art)
Нечёткая логика	Fuzzy logic
Достоевский, Фёдор Михайлович	Fyodor Dostoevsky
G (латиница)	G
GIMP	GIMP
GNOME	GNOME
GNU	GNU
Габон	Gabon
Категория:Габон	Gabon
Габороне	Gaborone
Архангел Гавриил	Gabriel
Липпман, Габриэль	Gabriel Lippmann
Гадолиний	Gadolinium
Доницетти, Гаэтано	Gaetano Donizetti
Гея	Gaia (mythology)
Галатия	Galatia
Галактика	Galaxy
Клавдий Гален	Galen
