Catalan	English
Illa de Trinitat	Trinidad
Trinitat i Tobago	Trinidad and Tobago
Categoria:Trinitat i Tobago	Trinidad and Tobago
Trinitrotoluè	Trinitrotoluene
Santíssima Trinitat	Trinity
Trípoli (Líbia)	Tripoli
Triskell	Triskelion
Triti	Tritium
Tritó (satèl·lit)	Triton (moon)
Tritó (mitologia)	Triton (mythology)
Arc de triomf	Triumphal arch
Cavall de Troia	Trojan Horse
Guerra de Troia	Trojan War
Troià informàtic	Trojan horse (computing)
Troll	Troll
Troleibús	Trolleybus
Trombó	Trombone
Trondheim	Trondheim
Tròpic de Càncer	Tropic of Cancer
Tròpic de Capricorn	Tropic of Capricorn
Tròpic	Tropics
Troposfera	Troposphere
Trotskisme	Trotskyism
Troia	Troy
Doctrina Truman	Truman Doctrine
Trompeta	Trumpet
Veritat	Truth
Trygve Lie	Trygve Lie
Triptòfan	Tryptophan
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuba	Tuba
Tòfona	Tuber (genus)
Tuberculosi	Tuberculosis
Tucà (constel·lació)	Tucana
Tucson	Tucson
Dimarts	Tuesday
Tulipa	Tulip
Tumor	Tumor
Tundra	Tundra
Tungstè	Tungsten
Urocordat	Tunicate
Tunis	Tunis
Tunísia	Tunisia
Categoria:Tunísia	Tunisia
Túnel	Tunnel
Turbina	Turbine
Torí	Turin
Màquina de Turing	Turing machine
Turquia	Turkey
Categoria:Turquia	Turkey
Turkmenistan	Turkmenistan
Categoria:Turkmenistan	Turkmenistan
Tortuga	Turtle
Toscana	Tuscany
Tuvalu	Tuvalu
Categoria:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Màquina d'escriure	Typewriter
Tifó (mitologia)	Typhon
Tipografia	Typography
Categoria:Tipografia	Typography
Tiranosaure	Tyrannosaurus
Tir	Tyre
Tirol	Tyrol (state)
Mar Tirrena	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufà	Ufa
Uganda	Uganda
Categoria:Uganda	Uganda
Ucraïna	Ukraine
Categoria:Ucraïna	Ukraine
Ulan Bator	Ulan Bator
Ulster	Ulster
Ultraviolat	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Úmbria	Umbria
Principi d'incertesa de Heisenberg	Uncertainty principle
Atur	Unemployment
Unicorn	Unicorn
OVNI	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Unió	Union (set theory)
Emirats Àrabs Units	United Arab Emirates
Categoria:Emirats Àrabs Units	United Arab Emirates
Regne Unit	United Kingdom
Categoria:Regne Unit	United Kingdom
Organització de les Nacions Unides	United Nations
Categoria:Organització de les Nacions Unides	United Nations
Fons de Nacions Unides per a la infància	United Nations Children's Fund
Estats Units d'Amèrica	United States
Categoria:Estats Units	United States
Força Aèria dels Estats Units d'Amèrica	United States Air Force
Congrés dels Estats Units	United States Congress
Constitució dels Estats Units	United States Constitution
Cambra de Representants dels Estats Units	United States House of Representatives
West Point	United States Military Academy
Senat dels Estats Units	United States Senate
Illes Verges Americanes	United States Virgin Islands
Dòlar dels Estats Units	United States dollar
Univers	Universe
Universitat	University
Universitat de Chicago	University of Chicago
Universitat de Pennsilvània	University of Pennsylvania
Unix	Unix
Ununbi	Ununbium
Ununhexi	Ununhexium
Ununpenti	Ununpentium
Ununquadi	Ununquadium
Ununtri	Ununtrium
Uppsala	Uppsala
Ípsilon	Upsilon
Ur	Ur
Uracil	Uracil
Urals	Ural Mountains
Urània	Urania
Urani	Uranium
Urà (planeta)	Uranus
Úranos	Uranus (mythology)
Urdú	Urdu
Urea	Urea
Óssa Major	Ursa Major
Óssa Menor	Ursa Minor
Uruguai	Uruguay
Categoria:Uruguai	Uruguay
Utah	Utah
Úter	Uterus
Utilitarisme	Utilitarianism
Utopia	Utopia
Utrecht	Utrecht (city)
Província d'Utrecht	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Categoria:Uzbekistan	Uzbekistan
V	V
Vacuna	Vaccine
Vacúol	Vacuole
Buit	Vacuum
Vàlvula de buit	Vacuum tube
Vaduz	Vaduz
Vagina	Vagina
Valença	Valence
València (química)	Valence (chemistry)
València	Valencia
València (desambiguació)	Valencia
Valentina Tereixkova	Valentina Tereshkova
Dia de Sant Valentí	Valentine's Day
Valhalla	Valhalla
Valquíria	Valkyrie
La Valletta	Valletta
Vall	Valley
Vampir	Vampire
Vanadi	Vanadium
Vancouver	Vancouver
Illa de Vancouver	Vancouver Island
Vandalisme	Vandalism
Vanir	Vanir
Vanuatu	Vanuatu
Categoria:Vanuatu	Vanuatu
Var (departament)	Var (department)
Variància	Variance
Odessos	Varna
Traqueobiont	Vascular plant
Ciutat del Vaticà	Vatican City
Categoria:Vaticà	Vatican City
Vector (Matemàtiques)	Vector (spatial)
Vega	Vega
Verdura	Vegetable
Vegetarianisme	Vegetarianism
Vena	Vein
Vela (constel·lació)	Vela (constellation)
Velociraptor	Velociraptor
Velocitat	Velocity
Vèneto	Veneto
Veneçuela	Venezuela
Categoria:Veneçuela	Venezuela
Venècia	Venice
Venus (planeta)	Venus
Venus	Venus (disambiguation)
Venus (mitologia)	Venus (mythology)
Verb	Verb
Vermont	Vermont
Verona	Verona
Versalles	Versailles
Vèrtebra	Vertebra
Columna vertebral	Vertebral column
Vertebrat	Vertebrate
Vespasià	Vespasian
Vesta (mitologia)	Vesta (mythology)
Vet	Veto
Vicepresident dels Estats Units	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victòria (Seychelles)	Victoria
Victòria	Victoria
Victòria (Austràlia)	Victoria (Australia)
Cascades Victòria	Victoria Falls
Vídeo	Video
Videojoc	Video game
Viena	Vienna
Categoria:Viena	Vienna
Viena (departament)	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Categoria:Vietnam	Vietnam
Guerra del Vietnam	Vietnam War
Víking	Viking
Vilfredo Pareto	Vilfredo Pareto
Poble (localitat)	Village
Vílnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinagre	Vinegar
Viola	Viola
Violència	Violence
Violí	Violin
Virgili	Virgil
Illes Verges	Virgin Islands
Virgínia	Virginia
Virginia Woolf	Virginia Woolf
Virginitat	Virginity
Verge (constel·lació)	Virgo (constellation)
Memòria virtual	Virtual memory
Realitat virtual	Virtual reality
Virtut	Virtue
Virus	Virus
Viscositat	Viscosity
Vixnu	Vishnu
Vístula	Vistula
Vitamina	Vitamin
Retinol	Vitamin A
Piridoxina	Vitamin B6
Vitamina C	Vitamin C
Vitamina D	Vitamin D
Vitamina K	Vitamin K
Vittorio de Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladímir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vodka	Vodka
Peix Volant (constel·lació)	Volans
Volcà	Volcano
Categoria:Vulcanologia	Volcanology
Vulcanologia	Volcanology
Volga	Volga River
Volgograd	Volgograd
Voleibol	Volleyball
Categoria:Voleibol	Volleyball
Volt	Volt
Diferència de potencial	Voltage
Voltaire	Voltaire
Volum	Volume
Èmesi	Vomiting
Vodú	Voodoo
Vocal	Vowel
Vulcà	Vulcan (mythology)
Llatí vulgar	Vulgar Latin
Guineueta (constel·lació)	Vulpecula
Vulva	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Illes Wake	Wake Island
Gal·les	Wales
Categoria:Gal·les	Wales
Morsa	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Guerra	War
Categoria:Guerra	War
Crim de guerra	War crime
Guerra de Successió Espanyola	War of the Spanish Succession
Guerra de les Dues Roses	Wars of the Roses
Varsòvia	Warsaw
Rentadora	Washing machine
Washington DC	Washington
Estat de Washington	Washington
Washington	Washington (disambiguation)
Vasili Kandinski	Wassily Kandinsky
Aigua	Water
Categoria:Aigua	Water
Waterpolo	Water polo
Cascada	Waterfall
Escàndol Watergate	Watergate scandal
Síndria	Watermelon
Watt	Watt
Quilowatt-hora	Watt-hour
Ona	Wave
Longitud d'ona	Wavelength
Cera	Wax
Força nuclear feble	Weak interaction
Arma	Weapon
Temps atmosfèric	Weather
Navegador web	Web browser
Pàgina web	Web page
Càmera web	Webcam
Weber (unitat)	Weber (unit)
Lloc web	Website
Dimecres	Wednesday
Setmana	Week
Pes	Weight
Halterofília	Weightlifting
Weimar	Weimar
República de Weimar	Weimar Republic
Wellington	Wellington
Wernher von Braun	Wernher von Braun
Weser	Weser River
Oest	West
Àfrica Occidental	West Africa
Cisjordània	West Bank
Berlín Oest	West Berlin
República Federal d'Alemanya	West Germany
West Sussex	West Sussex
Virgínia de l'Oest	West Virginia
Austràlia Occidental	Western Australia
Imperi Romà d'Occident	Western Roman Empire
Sàhara Occidental	Western Sahara
Categoria:Sàhara Occidental	Western Sahara
Abadia de Westminster	Westminster Abbey
Balena	Whale
Blat	Wheat
Roda	Wheel
Whisky	Whisky
Casa Blanca	White House
Mar Blanca	White Sea
Leucòcit	White blood cell
Nana blanca	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Xarxa de llarg abast	Wide area network
Wiesbaden	Wiesbaden
Gat salvatge	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testament	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
Guillem I de Prússia	William I
Guillem II de Prússia	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
Guillem d'Occam	William of Ockham
Salze	Willow
Willy Brandt	Willy Brandt
Instrument musical de vent	Wind instrument
Energia eòlica	Wind power
Windhoek	Windhoek
Finestra	Window
Vi	Wine
Categoria:Vins	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Hivern	Winter
Jocs Olímpics d'hivern	Winter Olympic Games
Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Dona	Woman
Fusta	Wood
Woodrow Wilson	Woodrow Wilson
Instrument de fusta	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Paraula	Word
Processador de text	Word processor
Món	World
Banc Mundial	World Bank
Organització Mundial de la Salut	World Health Organization
Organització Meteorològica Mundial	World Meteorological Organization
Torres Bessones	World Trade Center
Organització Mundial del Comerç	World Trade Organization
Primera Guerra Mundial	World War I
Categoria:Primera Guerra Mundial	World War I
Segona Guerra Mundial	World War II
Categoria:Segona Guerra Mundial	World War II
World Wide Web	World Wide Web
Categoria:World Wide Web	World Wide Web
Cuc	Worm
Forat de cuc	Wormhole
Escriptura	Writing system
Wyoming	Wyoming
X	X
Raigs X	X-ray
Xenartre	Xenarthra
Xenó	Xenon
Xenòfanes de Colofó	Xenophanes
Xenofòbia	Xenophobia
Xenofont	Xenophon
Xi	Xi
Xinjiang	Xinjiang
Xilòfon	Xylophone
Y	Y
Jehovà	Yahweh
Iac	Yak
Yakuza	Yakuza
Universitat de Yale	Yale University
Conferència de Ialta	Yalta Conference
Yangon	Yangon
Iang-Tsé	Yangtze River
Iarda	Yard
Iàssir Arafat	Yasser Arafat
Any	Year
Categoria:Anys	Years
Rent	Yeast
Groc	Yellow
Riu Groc	Yellow River
Mar Groga	Yellow Sea
Parc Nacional de Yellowstone	Yellowstone National Park
Iemen	Yemen
Categoria:Iemen	Yemen
Ienissei	Yenisei River
Erevan	Yerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Io-io	Yo-yo
Ioga	Yoga
Iogurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Iom Kippur	Yom Kippur
Guerra del Iom Kippur	Yom Kippur War
Parc Nacional de Yosemite	Yosemite National Park
Mòdul elàstic	Young's modulus
Iterbi	Ytterbium
Itri	Yttrium
Dinastia Yuan	Yuan Dynasty
Iugoslàvia	Yugoslavia
Categoria:Iugoslàvia	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Iuri Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambesi	Zambezi
Zàmbia	Zambia
Categoria:Zàmbia	Zambia
Zanzíbar	Zanzibar
Saragossa	Zaragoza
Sjælland	Zealand
Zebra	Zebra
Zen	Zen
Zenit	Zenith
Zenó (emperador)	Zeno (emperor)
Zenó de Cítion	Zeno of Citium
Zenó d'Elea	Zeno of Elea
Dseta	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Ziggurat	Ziggurat
Zimbabue	Zimbabwe
Categoria:Zimbabue	Zimbabwe
Zinc	Zinc
Sionisme	Zionism
Zirconi	Zirconium
Zodíac	Zodiac
Zombi	Zombie
Zoològic	Zoo
Zoologia	Zoology
Categoria:Zoologia	Zoology
Zaratustra	Zoroaster
Zoroastrisme	Zoroastrianism
Zulus	Zulu
