Slovak	English
Polovodič	Semiconductor
Semiotika	Semiotics
Semiti	Semitic
Senát	Senate
Senegal	Senegal
Kategória:Senegal	Senegal
Soul	Seoul
Seppuku	Seppuku
September	September
11. september	September 11
Útoky z 11. septembra 2001	September 11
17. september	September 17
29. september	September 29
Septuaginta	Septuagint
Srbsko	Serbia
Kategória:Srbsko	Serbia
Srbsko a Čierna Hora	Serbia and Montenegro
Kategória:Srbsko a Čierna Hora	Serbia and Montenegro
Sergej Michajlovič Ejzenštejn	Sergei Eisenstein
Sergej Vasilievič Rachmaninov	Sergei Rachmaninoff
Rad (matematika)	Series (mathematics)
Súhvezdie Had	Serpens
Server	Server (computing)
Množina	Set
Sutech	Set (mythology)
Teória množín	Set theory
Kategória:Teória množín	Set theory
Sevastopoľ	Sevastopol
Sedemročná vojna (1756 – 1763)	Seven Years' War
Sevilla	Seville
Rozmnožovacia sústava	Sex organ
Sextant	Sextant
Pohlavný styk	Sexual intercourse
Kategória:Sexualita	Sexuality
Pohlavne prenosná choroba	Sexually transmitted disease
Seychely	Seychelles
Kategória:Seychely	Seychelles
Šamanizmus	Shamanism
Šanghaj	Shanghai
Akcia (cenný papier)	Share (finance)
Shareware	Shareware
Šaría	Sharia
Žralokovidné	Shark
Sheffield	Sheffield
Shetlandy	Shetland
Štít (vojenstvo)	Shield
Šikoku	Shikoku
Šintoizmus	Shinto
Loď	Ship
Šiva	Shiva
Šógun	Shogun
Sibír	Siberia
Sibírsky hasky	Siberian Husky
S'-čchuan	Sichuan
Sicília	Sicily
Kategória:Sicília	Sicily
Siemens (jednotka)	Siemens (unit)
Sierra Leone	Sierra Leone
Kategória:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Posunková reč	Sign language
Sigrid Undsetová	Sigrid Undset
Sikhizmus	Sikhism
Sliezsko	Silesia
Kremík	Silicon
Silicon Valley	Silicon Valley
Oxid kremičitý	Silicon dioxide
Hodváb	Silk
Hodvábna cesta	Silk Road
Silúr	Silurian
Striebro	Silver
Simone de Beauvoir	Simone de Beauvoir
Sinajský polostrov	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapur (štát)	Singapore
Kategória:Singapur (štát)	Singapore
Singel (hudba)	Single (music)
Sirény	Sirenia
Sírius	Sirius
Sixtínska kaplnka	Sistine Chapel
Sizyfos	Sisyphus
Sediaci Býk	Sitting Bull
Sitkom	Situation comedy
Šesťdňová vojna	Six-Day War
Skagerrak	Skagerrak
Kategória:Oporná sústava	Skeletal system
Skepticizmus (filozofia)	Skepticism
Koža	Skin
Skinhead	Skinhead
Skopje	Skopje
Lebka	Skull
Skylab	Skylab
Mrakodrap	Skyscraper
Slash	Slash (musician)
Otroctvo	Slavery
Slayer	Slayer
Spánok	Sleep
Slovensko	Slovakia
Kategória:Slovensko	Slovakia
Slovinsko	Slovenia
Kategória:Slovinsko	Slovenia
Tenké črevo	Small intestine
Smolensk	Smolensk
Hady	Snake
Snooker	Snooker
Sneh	Snow
Mydlo	Soap
Sociálna psychológia	Social psychology
Socializmus	Socialism
Kategória:Socializmus	Socialism
Kategória:Spoločnosť	Society
Spoločnosť (sociológia)	Society
Spoločnosť Ježišova	Society of Jesus
Sociológia	Sociology
Kategória:Sociológia	Sociology
Sokrates	Socrates
Sodík	Sodium
Chlorid sodný	Sodium chloride
Hydroxid sodný	Sodium hydroxide
Sofia	Sofia
Softbal	Softball
Kategória:Softvér	Software
Pôda	Soil
Kategória:Ľuľkovité	Solanaceae
Slnečná sústava	Solar System
Kategória:Slnečná sústava	Solar System
Fotovoltaický článok	Solar cell
Zatmenie Slnka	Solar eclipse
Slnečná energia	Solar energy
Slnečný vietor	Solar wind
Pevná látka	Solid
Pevná látka	Solid state
Solidarita (Poľsko)	Solidarity
Šalamún	Solomon
Šalamúnove ostrovy	Solomon Islands
Kategória:Šalamúnove ostrovy	Solomon Islands
Solón	Solon
Slnovrat	Solstice
Rozpúšťadlo	Solvent
Somálsko	Somalia
Kategória:Somálsko	Somalia
Somerset (grófstvo)	Somerset
Somme (departement)	Somme
Pieseň	Song
Sophia Lorenová	Sophia Loren
Sofisti	Sophism
Sofokles	Sophocles
Sorbonna	Sorbonne
Duša	Soul
Zvuk	Sound
Zdrojový kód	Source code
Juh (svetová strana)	South
Kategória:Južná Afrika (štát)	South Africa
Južná Amerika	South America
Kategória:Južná Amerika	South America
Južná Austrália	South Australia
Južná Karolína	South Carolina
Kategória:Južná Karolína	South Carolina
Juhočínske more	South China Sea
Južná Dakota	South Dakota
Kategória:Južná Dakota	South Dakota
Kórejská republika	South Korea
Kategória:Kórejská republika	South Korea
Južný pól	South Pole
Vietnamská republika	South Vietnam
Juhovýchodná Ázia	Southeast Asia
Suverenita	Sovereignty
Sovietsky zväz	Soviet Union
Kategória:Sovietsky zväz	Soviet Union
Sója fazuľová	Soybean
Space Shuttle	Space Shuttle
Kozmická stanica	Space station
Umelé kozmické teleso	Spacecraft
Špagety	Spaghetti
Španielsko	Spain
Kategória:Španielsko	Spain
Spam	Spam (electronic)
Španielska občianska vojna (1936)	Spanish Civil War
Kategória:Španielske osobnosti	Spanish people
Sparta (starovek)	Sparta
Špeciálna teória relativity	Special relativity
Druh (taxonómia)	Species
Spektroskopia	Spectroscopy
Rýchlosť svetla	Speed of light
Speleológia	Speleology
Vorvaň tuponosý	Sperm Whale
Guľa	Sphere
Korenina	Spice
Pavúky	Spider
Spin (fyzika)	Spin (physics)
Miecha	Spinal cord
Špirálová galaxia	Spiral galaxy
Slezina	Spleen
Split	Split
Hubky	Sponge
Šport	Sport
Spréva	Spree
Jar	Spring (season)
Springfield	Springfield
Spyware	Spyware
Jašterotvaré	Squamata
Štvorec	Square (geometry)
Štvorcový meter	Square metre
Squash	Squash (sport)
Srí Lanka	Sri Lanka
Kategória:Srí Lanka	Sri Lanka
St. Louis	St. Louis
Standard Generalized Markup Language	Standard Generalized Markup Language
Smerodajná odchýlka	Standard deviation
Stanley Kubrick	Stanley Kubrick
Hviezda	Star
Dávidova hviezda	Star of David
Hviezdovky	Starfish
Štát	State
Staten Island	Staten Island
Štatistika	Statistics
Kategória:Štatistika	Statistics
Socha Slobody	Statue of Liberty
Oceľ	Steel
Stefan Zweig	Stefan Zweig
Steffi Grafová	Steffi Graf
Stegosaurus	Stegosaurus
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steradián	Steradian
Hrudná kosť	Sternum
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Štokholm	Stockholm
Stoicizmus	Stoicism
Žalúdok	Stomach
Stonehenge	Stonehenge
Bocian	Stork
Búrka	Storm
Gibraltársky prieliv	Strait of Gibraltar
Hormuzský prieliv	Strait of Hormuz
Magalhãesov prieliv	Strait of Magellan
Messinský prieliv	Strait of Messina
Štrasburg	Strasbourg
Stratégia	Strategy
Stratigrafia	Stratigraphy
Stratosféra	Stratosphere
Stres (psychológia)	Stress (medicine)
Stroncium	Strontium
Štrukturalizmus	Structuralism
Šablóna:Výhonok	Stub
Stuttgart	Stuttgart
Styx (mytologická rieka)	Styx
Subsaharská Afrika	Sub-Saharan Africa
Subkultúra	Subculture
Sublimácia	Sublimation (chemistry)
Podmnožina	Subset
Subversion	Subversion (software)
Sucre	Sucre
Sudán	Sudan
Kategória:Sudán	Sudan
Sudoku	Sudoku
Suezský prieplav	Suez Canal
Sacharid	Sugar
Suharto	Suharto
Celebes	Sulawesi
Síra	Sulfur
Oxid siričitý	Sulfur dioxide
Yperit	Sulfur mustard
Kyselina sírová	Sulfuric acid
Sultán	Sultan
Sumatra	Sumatra
Sumeri	Sumer
Leto	Summer
Sumó	Sumo
Slnko	Sun
Kategória:Slnko	Sun
Sunjatsen	Sun Yat-sen
Nedeľa	Sunday
Slnečné hodiny	Sundial
Sunnitský islam	Sunni Islam
Superpočítač	Supercomputer
Supravodivosť	Superconductivity
Superman (postava)	Superman
Supernova	Supernova
Najvyšší súd Spojených štátov	Supreme Court of the United States
Súra	Sura
Povrchové napätie	Surface tension
Chirurgia	Surgery
Kategória:Chirurgia	Surgery
Surinam	Suriname
Kategória:Surinam	Suriname
Surrealizmus	Surrealism
Surrey (Anglicko)	Surrey
Susan Sontagová	Susan Sontag
Suši	Sushi
Suva	Suva
Svalbard	Svalbard
Svazijsko	Swaziland
Kategória:Svazijsko	Swaziland
Švédsko	Sweden
Kategória:Švédsko	Sweden
Švédska koruna	Swedish krona
Povojník batátový	Sweet potato
Kategória:Plávanie	Swimming
Švajčiarsky frank	Swiss franc
Kategória:Švajčiarske osobnosti	Swiss people
Švajčiarsko	Switzerland
Kategória:Švajčiarsko	Switzerland
Meč	Sword
Sydney	Sydney
Slabika	Syllable
Symbióza	Symbiosis
Symbol	Symbol
Symfónia	Symphony
Synagóga	Synagogue
Synestézia	Synesthesia
Synonymum	Synonym
Syntax (jazykoveda)	Syntax
Syfilis	Syphilis
Syrakúzy	Syracuse
Sýria	Syria
Kategória:Sýria	Syria
Systém (kybernetika)	System
Systematika (veda)	Systematics
T	T
Thomas Stearns Eliot	T. S. Eliot
Stôl	Table (furniture)
Stolný tenis	Table tennis
Tabu (náboženstvo)	Taboo
Tacitus	Tacitus
Taekwondo	Taekwondo
Tchaj-ťi	Tai chi chuan
Tchaj-pej	Taipei
Kategória:Taiwan	Taiwan
Tádžmahal	Taj Mahal
Tadžikistan	Tajikistan
Kategória:Tadžikistan	Tajikistan
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tampere	Tampere
Tanach	Tanakh
Tango (tanec)	Tango (dance)
Tank	Tank
Tantal	Tantalum
Tantalos	Tantalus
Tanzánia	Tanzania
Kategória:Tanzánia	Tanzania
Taoizmus	Taoism
Pomalky	Tardigrade
Tarn (departement)	Tarn
Palina dračia	Tarragon
Tartaros (boh)	Tartarus
Taškent	Tashkent
Tasmanovo more	Tasman Sea
Tasmánia	Tasmania
Chuť	Taste
Tetovanie	Tattoo
Tau	Tau
Súhvezdie Býk	Taurus (constellation)
Sova lesná	Tawny Owl
Daň	Tax
Kategória:Dane	Taxation
Taxón	Taxon
Taxonómia (biológia)	Taxonomy
Tis obyčajný	Taxus baccata
Tbilisi	Tbilisi
Čaj	Tea
Kategória:Čaj	Tea
Technécium	Technetium
Techno	Techno
Technológia	Technology
Kategória:Technológia	Technology
Tegucigalpa	Tegucigalpa
Teherán	Tehran
Tel Aviv	Tel Aviv
Telekomunikácie	Telecommunication
Telegraf	Telegraphy
Telepatia	Telepathy
Telefón	Telephone
Teleskop	Telescope
Súhvezdie Ďalekohľad	Telescopium
Televízia	Television
Kategória:Televízia	Television
Telúr	Tellurium
Teplota	Temperature
Chrám	Temple
Artemidin chrám v Efeze	Temple of Artemis
Desatoro	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Kategória:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tenis	Tennis
Kategória:Tenis	Tennis
Terbium	Terbium
Termity	Termite
Terpsichora	Terpsichore
Terestriálna planéta	Terrestrial planet
Terorizmus	Terrorism
Kategória:Terorizmus	Terrorism
Tertullianus	Tertullian
Tesla (jednotka)	Tesla (unit)
Semenník (anatómia)	Testicle
Testosterón	Testosterone
Tethys (mesiac)	Tethys (moon)
Tetrahydrokanabinol	Tetrahydrocannabinol
Štvornožce	Tetrapod
Texas	Texas
Kategória:Texas	Texas
Thajsko	Thailand
Kategória:Thajsko	Thailand
Táles	Thales
Tália (múza)	Thalia
Tálium	Thallium
Tanatos	Thanatos
Gambia (štát)	The Gambia
Kategória:Gambia (štát)	The Gambia
Haag	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Divadlo (umenie)	Theatre
Kategória:Divadlo	Theatre
Thebe (mesiac)	Thebe (moon)
Téby (Egypt)	Thebes
Themis	Themis
Teodolit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I.	Theodosius I
Teológia	Theology
Kategória:Teológia	Theology
Teoréma	Theorem
Teória	Theory
Teória relativity	Theory of relativity
Théraváda	Theravada
Termodynamika	Thermodynamics
Kategória:Termodynamika	Thermodynamics
Teplomer	Thermometer
Solún	Thessaloniki
Tesália (historické územie)	Thessaly
Théta	Theta
Thetis	Thetis
Tiamín	Thiamine
Tretia križiacka výprava	Third Crusade
Rozvojová krajina	Third World
Tridsaťročná vojna	Thirty Years' War
Tomáš Akvinský	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thor	Thor
Tórium	Thorium
Thovt	Thoth
Trácia	Thrace
Thukydides	Thucydides
Túlium	Thulium
Durínsko	Thuringia
Štvrtok	Thursday
Vakovlk	Thylacine
Tymín	Thymine
Štítna žľaza	Thyroid
Tchien-ťin	Tianjin
Tiberius	Tiberius
Tibet	Tibet
Kategória:Tibet	Tibet
Ticino (kantón)	Ticino
Ohňová zem (súostrovie)	Tierra del Fuego
Tiger džungľový	Tiger
Tigris	Tigris
Timbuktu (mesto)	Timbuktu
Čas	Time
Kategória:Čas	Time
Časové pásmo	Time zone
Timor	Timor
Tímúr	Timur
Cín	Tin
Tirana	Tirana
Titan	Titan (disambiguation)
Titan (mesiac)	Titan (moon)
Titan (mytológia)	Titan (mythology)
Titania (mesiac)	Titania (moon)
Titanic (rozlišovacia stránka)	Titanic (disambiguation)
Titán	Titanium
Tiziano Vecelli	Titian
Titus	Titus
Tofu	Tofu
Togo	Togo
Kategória:Togo	Togo
Tokio	Tokyo
Toledo	Toledo
Toluén	Toluene
Tom Hanks	Tom Hanks
Tom a Jerry	Tom and Jerry
Tona	Ton
Tonga	Tonga
Kategória:Tonga	Tonga
Jazyk (orgán)	Tongue
Toni Morrisonová	Toni Morrison
Tona	Tonne
Tony Blair	Tony Blair
Nástroj	Tool
Zub	Tooth
Zubná kefka	Toothbrush
Topás	Topaz
Topeka	Topeka
Topológia	Topology
Tóra	Torah
Tornádo	Tornado
Toronto	Toronto
Mučenie	Torture
Torus (geometria)	Torus
Toulouse	Toulouse
Tour de France	Tour de France
Turistika	Tourism
Kategória:Turistika	Tourism
Tours	Tours
Veža (stavba)	Tower
Babylonská veža (Babylon)	Tower of Babel
Tower of London	Tower of London
Mesto	Town
Jed	Toxicity
Toxikológia	Toxicology
Toyota	Toyota
Ochranná známka	Trademark
Tragédia	Tragedy
Vlak	Train
Železničná stanica	Train station
Traján	Trajan
Električka	Tram
Transcendentné číslo	Transcendental number
Transformátor	Transformer
Tranzistor	Transistor
Transliterácia	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Kategória:Doprava	Transportation
Sedmohradsko	Transylvania
Medzinárodná zmluva	Treaty
Versaillská mierová zmluva	Treaty of Versailles
Strom	Tree
Trident	Trento
Trenton (New Jersey)	Trenton
Trojuholník	Triangle
Súhvezdie Trojuholník	Triangulum
Súhvezdie Južný trojuholník	Triangulum Australe
Trias	Triassic
Triceratops	Triceratops
Trigonometria	Trigonometry
Kategória:Trigonometria	Trigonometry
Trilobity	Trilobite
Trilógia	Trilogy
Trinidad (ostrov)	Trinidad
Trinidad a Tobago	Trinidad and Tobago
Kategória:Trinidad a Tobago	Trinidad and Tobago
Trinitrotoluén	Trinitrotoluene
Najsvätejšia Trojica	Trinity
Tripolis	Tripoli
Trícium	Tritium
Triton (mesiac)	Triton (moon)
Víťazný oblúk	Triumphal arch
Trójsky kôň (história)	Trojan Horse
Trójska vojna	Trojan War
Trójsky kôň (informatika)	Trojan horse (computing)
Trolejbus	Trolleybus
Pozauna	Trombone
Obratník Raka	Tropic of Cancer
Obratník Kozorožca	Tropic of Capricorn
Troposféra	Troposphere
Trója	Troy
Trumanova doktrína	Truman Doctrine
Trúbka	Trumpet
Trygve Halvdan Lie	Trygve Lie
Tryptofán	Tryptophan
Cár	Tsar
Cunami	Tsunami
Tuberkulóza	Tuberculosis
Súhvezdie Tukan	Tucana
Tucson	Tucson
Utorok	Tuesday
Tulipán	Tulip
Nádor	Tumor
Tundra	Tundra
Volfrám	Tungsten
Plášťovce (taxón)	Tunicate
Tunis	Tunis
Tunisko	Tunisia
Kategória:Tunisko	Tunisia
Tunel	Tunnel
Turbína	Turbine
Turín	Turin
Turingov stroj	Turing machine
Turecko	Turkey
Kategória:Turecko	Turkey
Turkménsko	Turkmenistan
Kategória:Turkménsko	Turkmenistan
Toskánsko	Tuscany
Tuvalu	Tuvalu
Kategória:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Písací stroj	Typewriter
Typografia (umenie)	Typography
Tyrannosaurus	Tyrannosaurus
Tyros	Tyre
Tirolsko (spolková krajina)	Tyrol (state)
Tyrrhenské more	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Kategória:Uganda	Uganda
Ukrajina	Ukraine
Kategória:Ukrajina	Ukraine
Ulánbátar	Ulan Bator
Ultrazvuk	Ultrasound
Ultrafialové žiarenie	Ultraviolet
Ulysses Simpson Grant	Ulysses S. Grant
Umbria	Umbria
Princíp neurčitosti	Uncertainty principle
Nezamestnanosť	Unemployment
UFO	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Zjednotenie (matematika)	Union (set theory)
Spojené arabské emiráty	United Arab Emirates
Kategória:Spojené arabské emiráty	United Arab Emirates
Zjednotená arabská republika	United Arab Republic
Spojené kráľovstvo	United Kingdom
Kategória:Spojené kráľovstvo	United Kingdom
Organizácia Spojených národov	United Nations
Kategória:OSN	United Nations
UNICEF	United Nations Children's Fund
Spojené štáty	United States
Kategória:Spojené štáty americké	United States
United States Air Force	United States Air Force
Kongres Spojených štátov	United States Congress
Ústava Spojených štátov	United States Constitution
United States Navy	United States Navy
Senát Spojených štátov	United States Senate
Americké Panenské ostrovy	United States Virgin Islands
Americký dolár	United States dollar
Vesmír	Universe
Univerzita	University
Unix	Unix
Kategória:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanišády	Upanishad
Uppsala	Uppsala
Ypsilon (grécke písmeno)	Upsilon
Ur	Ur
Ural (pohorie)	Ural Mountains
Uránia	Urania
Urán (prvok)	Uranium
Urán (planéta)	Uranus
Kategória:Urán	Uranus
Uranos	Uranus (mythology)
Močovina	Urea
Moč	Urine
Súhvezdie Veľká medvedica	Ursa Major
Súhvezdie Malá medvedica	Ursa Minor
Uruguaj	Uruguay
Kategória:Uruguaj	Uruguay
Utah	Utah
Kategória:Utah	Utah
Maternica	Uterus
Utilitarizmus	Utilitarianism
Utópia	Utopia
Utrecht	Utrecht (city)
Utrecht (provincia)	Utrecht (province)
Uzbekistan	Uzbekistan
Kategória:Uzbekistan	Uzbekistan
V	V
Očkovanie	Vaccine
Vakuola	Vacuole
Vákuum	Vacuum
Elektrónka	Vacuum tube
Vaduz	Vaduz
Pošva (vagína)	Vagina
Valencia (mesto)	Valencia
Valencia	Valencia
Valentina Vladimirovna Tereškovová	Valentina Tereshkova
Valhalla	Valhalla
Valletta	Valletta
Upír (bytosť)	Vampire
Vanád	Vanadium
Vancouver	Vancouver
Vancouver (ostrov)	Vancouver Island
Vandalizmus	Vandalism
Vanuatu	Vanuatu
Kategória:Vanuatu	Vanuatu
Var (departement)	Var (department)
Rozptyl (štatistika)	Variance
Varna (Bulharsko)	Varna
Vatikán	Vatican City
Kategória:Vatikán	Vatican City
Vega	Vega
Zelenina	Vegetable
Vegetariánstvo	Vegetarianism
Žila	Vein
Súhvezdie Plachty	Vela (constellation)
Velociraptor	Velociraptor
Benátsko	Veneto
Venezuela	Venezuela
Kategória:Venezuela	Venezuela
Benátky (mesto)	Venice
Venuša	Venus
Venuša (rozlišovacia stránka)	Venus (disambiguation)
Venuša (bohyňa)	Venus (mythology)
Sloveso	Verb
Vermont	Vermont
Kategória:Vermont	Vermont
Versailles	Versailles
Stavec	Vertebra
Chrbtica	Vertebral column
Stavovce	Vertebrate
Vespazián	Vespasian
Veto	Veto
Victor Hugo	Victor Hugo
Victoria (Seychely)	Victoria
Victoria (Britská Kolumbia)	Victoria
Viktória	Victoria
Viktória (Austrália)	Victoria (Australia)
Viktóriine vodopády	Victoria Falls
Videotechnika	Video
Viedeň	Vienna
Kategória:Viedeň	Vienna
Vienne (departement)	Vienne
Vientian	Vientiane
Vietnam	Vietnam
Kategória:Vietnam	Vietnam
Vietnamská vojna	Vietnam War
Kategória:Vietnamská vojna	Vietnam War
Vikingovia	Viking
Vilfredo Pareto	Vilfredo Pareto
Dedina	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Ocot	Vinegar
Viola (hudobný nástroj)	Viola
Násilie	Violence
Husle	Violin
Vergílius	Virgil
Panenské ostrovy	Virgin Islands
Virgínia	Virginia
Kategória:Virgínia	Virginia
Virginia Woolfová	Virginia Woolf
Panenstvo	Virginity
Súhvezdie Panna	Virgo (constellation)
Virtuálna pamäť	Virtual memory
Virtuálna realita	Virtual reality
Cnosť	Virtue
Vírus	Virus
Viskozita	Viscosity
Višnu	Vishnu
Visla	Vistula
Vitamín	Vitamin
Retinol	Vitamin A
Vitamín B6	Vitamin B6
Vitamín D	Vitamin D
Fylochinón	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vladimir Iľjič Lenin	Vladimir Lenin
Vladimir Vladimirovič Putin	Vladimir Putin
Vladivostok	Vladivostok
Vokatív	Vocative case
Vodka	Vodka
Súhvezdie Lietajúca ryba	Volans
Sopka	Volcano
Kategória:Vulkanológia	Volcanology
Vulkanológia	Volcanology
Volga	Volga River
Volgograd	Volgograd
Volejbal	Volleyball
Kategória:Volejbal	Volleyball
Volt	Volt
Elektrické napätie	Voltage
Voltaire	Voltaire
Objem	Volume
Zvracanie	Vomiting
Voodoo	Voodoo
Samohláska	Vowel
Ľudová latinčina	Vulgar Latin
Súhvezdie Líška	Vulpecula
Ženské ohanbie	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wake	Wake Island
Wales	Wales
Kategória:Wales	Wales
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Adolph Gropius	Walter Gropius
Vojna	War
Kategória:Vojny	War
Vojnové zločiny	War crime
Vojna o španielske dedičstvo	War of the Spanish Succession
Varšava	Warsaw
Práčka	Washing machine
Washington (D.C.)	Washington
Washington (štát USA)	Washington
Kategória:Washington (štát USA)	Washington
Washington	Washington (disambiguation)
Odpad	Waste
Voda	Water
Vodné pólo	Water polo
Vodopád	Waterfall
Aféra Watergate	Watergate scandal
Watt (jednotka)	Watt
Vlnenie	Wave
Vlnová dĺžka	Wavelength
Vosk	Wax
Slabá interakcia hmotných objektov	Weak interaction
Zbraň	Weapon
Počasie	Weather
Webový prehliadač	Web browser
Webová stránka	Web page
Webkamera	Webcam
Weber (jednotka)	Weber (unit)
Webová lokalita	Website
Streda	Wednesday
Týždeň	Week
Gravitačná hmotnosť	Weight
Vzpieranie	Weightlifting
Weimar	Weimar
Weimarská republika	Weimar Republic
Zváranie	Welding
Wellington	Wellington
Vlkolak	Werewolf
Wernher von Braun	Wernher von Braun
Západ (svetová strana)	West
Západná Afrika	West Africa
Západný breh Jordánu	West Bank
Západné Bengálsko	West Bengal
Západný Berlín	West Berlin
West Sussex	West Sussex
Západná Virgínia	West Virginia
Kategória:Západná Virgínia	West Virginia
Západná Austrália	Western Australia
Západorímska ríša	Western Roman Empire
Západná Sahara	Western Sahara
Kategória:Západná Sahara	Western Sahara
Westminsterské opátstvo	Westminster Abbey
Pšenica	Wheat
Koleso	Wheel
Biely dom (Washington)	White House
Biele more	White Sea
Biela krvinka	White blood cell
Biely trpaslík	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Mačka divá	Wildcat
Friedrich Wilhelm Ostwald	Wilhelm Ostwald
Ab intestato	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
Frederick William Herschel	William Herschel
William Howard Taft	William Howard Taft
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Wordsworth	William Wordsworth
William Occam	William of Ockham
Willy Brandt	Willy Brandt
Dychový nástroj	Wind instrument
Veterná energia	Wind power
Windhoek	Windhoek
Okno	Window
Víno	Wine
Kategória:Víno	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Zima	Winter
Zimné olympijské hry	Winter Olympic Games
Kategória:Zimné olympijské hry	Winter Olympic Games
Wisconsin	Wisconsin
Kategória:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Žena	Woman
Drevo	Wood
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Slovo (lingvistika)	Word
Textový procesor	Word processor
Svet	World
Svetová zdravotnícka organizácia	World Health Organization
Svetová meteorologická organizácia	World Meteorological Organization
Svetové obchodné centrum	World Trade Center
Svetová obchodná organizácia	World Trade Organization
Prvá svetová vojna	World War I
Kategória:Prvá svetová vojna	World War I
Druhá svetová vojna	World War II
Kategória:Druhá svetová vojna	World War II
World Wide Web	World Wide Web
Kategória:World Wide Web	World Wide Web
Svetová vojna	World war
Červia diera	Wormhole
Písmo	Writing system
Wu-chan	Wuhan
Wyoming	Wyoming
Kategória:Wyoming	Wyoming
X	X
Röntgenové žiarenie	X-ray
Xenón	Xenon
Xenofanes z Kolofonu	Xenophanes
Xenofóbia	Xenophobia
Xenofón	Xenophon
Ksí	Xi
Xylofón	Xylophone
Y	Y
Jak divý	Yak
Jaltská konferencia	Yalta Conference
Rangún	Yangon
Jang-c'-ťiang	Yangtze River
Jásir Arafat	Yasser Arafat
Rok	Year
Kategória:Roky	Years
Žltá	Yellow
Chuang-che	Yellow River
Žlté more	Yellow Sea
Yellowstonský národný park	Yellowstone National Park
Jemen	Yemen
Kategória:Jemen	Yemen
Jenisej	Yenisei River
Jerevan	Yerevan
Yggdrasil	Yggdrasil
Joga	Yoga
Jogurt	Yoghurt
Jokohama	Yokohama
Jom kipur	Yom Kippur
Jomkipurská vojna	Yom Kippur War
York (Anglicko)	York
Youngov modul	Young's modulus
Yterbium	Ytterbium
Ytrium	Yttrium
Juhoslávia	Yugoslavia
Kategória:Juhoslávia	Yugoslavia
Yukon (teritórium)	Yukon
Jurij Alexejevič Gagarin	Yuri Gagarin
Z	Z
Záhreb	Zagreb
Zambezi	Zambezi
Zambia	Zambia
Kategória:Zambia	Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zebra	Zebra
Zen-budhizmus	Zen
Zenit	Zenith
Zenón (cisár)	Zeno (emperor)
Zenón z Kitia	Zeno of Citium
Zenón z Eley	Zeno of Elea
Zéta	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Zikkurat	Ziggurat
Zimbabwe	Zimbabwe
Kategória:Zimbabwe	Zimbabwe
Zinok	Zinc
Sionizmus	Zionism
Zirkónium	Zirconium
Zoologická záhrada	Zoo
Zoológia	Zoology
Kategória:Zoológia	Zoology
Zaratustra	Zoroaster
Zoroastrizmus	Zoroastrianism
