Swedish	English
Oviedo	Oviedo
Får	Ovis
Ugglor	Owl
Oxford	Oxford
Oxidationstillstånd	Oxidation state
Oxider	Oxide
Syre	Oxygen
Självmotsägelse	Oxymoron
Oxytocin	Oxytocin
Ozon	Ozone
Ozonlagret	Ozone layer
P	P
Phase Alternating Line	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Stilla havet	Pacific Ocean
Kategori:Stilla havet	Pacific Ocean
Pacifism	Pacifism
Padua	Padua
Paganism	Paganism
Pakistan	Pakistan
Kategori:Pakistan	Pakistan
Slottet i Versailles	Palace of Versailles
Palau	Palau
Kategori:Palau	Palau
Paleocen	Paleocene
Paleolitikum	Paleolithic
Paleontologi	Paleontology
Kategori:Paleontologi	Paleontology
Paleozoikum	Paleozoic
Palermo	Palermo
Palestina	Palestine
Kategori:Palestina	Palestine
PLO	Palestine Liberation Organization
Palestinska myndigheten	Palestinian National Authority
Pali	Pali
Palindrom	Palindrome
Palladium	Palladium
Palmsöndagen	Palm Sunday
Palmyra	Palmyra
Pamir	Pamir Mountains
Pan	Pan (mythology)
Panama	Panama
Kategori:Panama	Panama
Panamakanalen	Panama Canal
Panama City	Panama City
Bukspottkörtel	Pancreas
Pandemi	Pandemic
Pandora (mytologi)	Pandora
Pangea	Pangaea
Panteism	Pantheism
Pantheon	Pantheon
Panthera	Panthera
Kyrkostaten	Papal States
Papua Nya Guinea	Papua New Guinea
Kategori:Papua Nya Guinea	Papua New Guinea
Papyrus	Papyrus
Parabel (kurva)	Parabola
Paracelsus	Paracelsus
Fallskärm	Parachute
Paradigm	Paradigm
Paradox	Paradox
Skärmflygning	Paragliding
Paraguay	Paraguay
Kategori:Paraguay	Paraguay
Parallax	Parallax
Parallellogram	Parallelogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Parafili	Paraphilia
Parapsykologi	Parapsychology
Parasit	Parasitism
Pergament	Parchment
Paris	Paris
Kategori:Paris	Paris
Paris (mytologi)	Paris (mythology)
Jämna och udda tal	Parity (mathematics)
Parkinsons sjukdom	Parkinson's disease
Parlament	Parliament
Parmenides från Elea	Parmenides
Parodi	Parody
Papegojfåglar	Parrot
Parsec	Parsec
Persilja	Parsley
Parthenon	Parthenon
Partien	Parthia
Partikelfysik	Particle physics
Kategori:Partikelfysik	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (programspråk)	Pascal (programming language)
Pascal (måttenhet)	Pascal (unit)
Kategori:Tättingar	Passeriformes
Tättingar	Passerine
Pesach	Passover
Pass	Passport
Lösenord	Password
Pastörisering	Pasteurization
Patagonien	Patagonia
Patent	Patent
Patologi	Pathology
Patras	Patras
Patriark (kyrkligt ämbete)	Patriarch
Patrick White	Patrick White
Patriotism	Patriotism
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paulus	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Paulis uteslutningsprincip	Pauli exclusion principle
Påfågeln	Pavo (constellation)
Bonde (schack)	Pawn (chess)
Pays-de-la-Loire	Pays de la Loire
Ärt	Pea
Fred	Peace
Westfaliska freden	Peace of Westphalia
Persika	Peach
Påfågel	Peafowl
Jordnöt	Peanut
Päronsläktet	Pear
Pärla	Pearl
Pearl Harbor	Pearl Harbor
Torv	Peat
Pedagogik	Pedagogy
Kategori:Pedagogik	Pedagogy
Pediatrik	Pediatrics
Pedofili	Pedophilia
Ek	Pedunculate Oak
Pegasos	Pegasus
Pegasus (stjärnbild)	Pegasus (constellation)
Peloponnesos	Peloponnese
Peloponnesiska kriget	Peloponnesian War
Blyertspenna	Pencil
Pendel	Pendulum
Penelope	Penelope
Pingviner	Penguin
Penicillin	Penicillin
Halvö	Peninsula
Pennsylvania	Pennsylvania
Kategori:Pennsylvania	Pennsylvania
Pentagon	Pentagon
Pentagram	Pentagram
Pingst	Pentecost
Pingströrelsen i Sverige	Pentecostalism
Kategori:Personer	People
Kina	People's Republic of China
Pippin den lille	Pepin the Short
Pepsi	Pepsi
Peptid	Peptide
Procent	Percentage
Perception	Perception
Abborrartade fiskar	Perciformes
Slagverk	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Pilgrimsfalk	Peregrine Falcon
Perestrojka	Perestroika
Parfym	Perfume
Perikles	Pericles
Periodiska systemets perioder	Period (periodic table)
Periodiska systemet	Periodic table
Perm (stad)	Perm
Permafrost	Permafrost
Perm	Permian
Permutation	Permutation
Pernambuco	Pernambuco
Evighetsmaskin	Perpetual motion
Persefone	Persephone
Persepolis	Persepolis
Perseus (mytologi)	Perseus
Perseus (stjärnbild)	Perseus (constellation)
Persiska riket	Persian Empire
Persiska viken	Persian Gulf
Handdator	Personal digital assistant
Perth, Australien	Perth
Peru	Peru
Kategori:Peru	Peru
Bekämpningsmedel	Pesticide
Pierre Abélard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Petroleum	Petroleum
Petrologi	Petrology
Fanerozoikum	Phanerozoic
Farao	Pharaoh
Farmakologi	Pharmacology
Kategori:Farmakologi	Pharmacology
Svalg	Pharynx
Fas (termodynamik)	Phase (matter)
Fenol	Phenol
Fenomenologi	Phenomenology
Fenotyp	Phenotype
Fenylalanin	Phenylalanine
Fenylketonuri	Phenylketonuria
Fi	Phi (letter)
Philadelphia	Philadelphia
Filateli	Philately
Kategori:Filateli	Philately
Filip II av Makedonien	Philip II of Macedon
Filip II av Spanien	Philip II of Spain
Philipp Lenard	Philipp Lenard
Filippinska sjön	Philippine Sea
Filippinerna	Philippines
Kategori:Filippinerna	Philippines
Filologi	Philology
Kategori:Filologi	Philology
De vises sten	Philosopher's stone
Filosofi	Philosophy
Kategori:Filosofi	Philosophy
Portal:Filosofi	Philosophy
Phnom Penh	Phnom Penh
Fobi	Phobia
Phobos (måne)	Phobos (moon)
Fenicien	Phoenicia
Phoenix, Arizona	Phoenix
Phoenix	Phoenix
Fenix (stjärnbild)	Phoenix (constellation)
Fenix	Phoenix (mythology)
Phoenix (rymdsond)	Phoenix (spacecraft)
Fonem	Phoneme
Fonetik	Phonetics
Kategori:Fonetik	Phonetics
Fonologi	Phonology
Fosfat	Phosphate
Fosforsyra	Phosphoric acid
Fosfor	Phosphorus
Fotografi	Photography
Kategori:Fotografi	Photography
Foton	Photon
Fotosfär	Photosphere
Fotosyntes	Photosynthesis
Stam (biologi)	Phylum
Fysikalisk kemi	Physical chemistry
Kategori:Fysikalisk kemi	Physical chemistry
Läkare	Physician
Fysik	Physics
Kategori:Fysik	Physics
Fysiologi	Physiology
Kategori:Fysiologi	Physiology
Pi	Pi
Pi (bokstav)	Pi (letter)
Piano	Piano
Picardie	Picardie
Hackspettartade fåglar	Piciformes
Målaren	Pictor
Pidginspråk	Pidgin
Pidgin (datorprogram)	Pidgin (software)
Piemonte	Piedmont
Pierre, South Dakota	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Plzeň	Pilsen
Tallväxter	Pinaceae
Pindaros	Pindar
Tallsläktet	Pine
Ananas	Pineapple
Ping	Ping
Rosa (färg)	Pink
Sälar	Pinniped
Pirat	Piracy
Pisa	Pisa
Fiskarna (stjärnbild)	Pisces (constellation)
Kolv (maskindel)	Piston
Pittsburgh	Pittsburgh
Hypofys	Pituitary gland
Pixel	Pixel
Pizza	Pizza
Plagiat	Plagiarism
Planet	Planet
Planetarisk nebulosa	Planetary nebula
Plankton	Plankton
Växt	Plant
Plasma	Plasma (physics)
Plasmid	Plasmid
Plast	Plastic
Plattektonik	Plate tectonics
Trombocyt	Platelet
Platina	Platinum
Platon	Plato
Näbbdjur	Platypus
Playboy	Playboy
Spelkort	Playing card
Plejaderna	Pleiades (star cluster)
Pleistocen	Pleistocene
Pleven	Pleven
Plinius den äldre	Pliny the Elder
Plinius den yngre	Pliny the Younger
Pliocen	Pliocene
Plotinos	Plotinus
Plovdiv	Plovdiv
Plommon	Plum
Plutarkos	Plutarch
Pluto	Pluto
Pluto	Pluto (disambiguation)
Plutonium	Plutonium
Plymouth	Plymouth
Lunginflammation	Pneumonia
Po	Po River
Gräs	Poaceae
Poddradio	Podcast
Poesi	Poetry
Kategori:Poesi	Poetry
Pogrom	Pogrom
Gift	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Polen	Poland
Kategori:Polen	Poland
Isbjörn	Polar bear
Polstjärnan	Polaris
Polis	Police
Polio	Poliomyelitis
Politiskt parti	Political party
Statsvetenskap	Political science
Kategori:Statsvetenskap	Political science
Politiker	Politician
Politik	Politics
Kategori:Politik	Politics
Pollen	Pollen
Pollinering	Pollination
Miljöförstöring	Pollution
Hästpolo	Polo
Polonium	Polonium
Polyeten	Polyethylene
Polygami	Polygamy
Polygon	Polygon
Polyeder	Polyhedron
Polyhymnia	Polyhymnia
Polymer	Polymer
Polynesien	Polynesia
Polynom	Polynomial
Polyteism	Polytheism
Polyvinylklorid	Polyvinyl chloride
Granatäpple	Pomegranate
Pomelo	Pomelo
Pompeji	Pompeii
Pompejus	Pompey
Pontius Pilatus	Pontius Pilate
Popkonst	Pop art
Popmusik	Pop music
Påve	Pope
Alexander VI	Pope Alexander VI
Poppelsläktet	Poplar
Befolkning	Population
Populism	Populism
Porslin	Porcelain
Pornografi	Pornography
Hamn	Port
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland, Oregon	Portland
Portland	Portland
Porto	Porto
Porträtt	Portrait
Portsmouth	Portsmouth
Portugal	Portugal
Kategori:Portugal	Portugal
Poseidon	Poseidon
Positron	Positron
Frimärke	Postage stamp
Postnummer	Postal code
Postmodernism	Postmodernism
Kalium	Potassium
Kaliumnitrat	Potassium nitrate
Potatis	Potato
Potentiell energi	Potential energy
Potsdam	Potsdam
Skålpund	Pound (mass)
Brittiskt pund	Pound sterling
Fattigdom	Poverty
Effekt	Power (physics)
Kraftverk	Power station
Praetor	Praetor
Prag	Prague
Kategori:Prag	Prague
Praia	Praia
Praseodym	Praseodymium
Bön	Prayer
Prekambrium	Precambrian
Precession	Precession
Nederbörd	Precipitation (meteorology)
Graviditet	Pregnancy
Förhistorisk tid	Prehistory
Kategori:Förhistoria	Prehistory
President	President
USA:s president	President of the United States
Tryck	Pressure
Pretoria	Pretoria
Priamos	Priam
Pris	Price
Präst	Priest
Primater	Primate
Kategori:Primater	Primates
Nollmeridian	Prime Meridian
Premiärminister	Prime minister
Primtal	Prime number
Prince Edward Island	Prince Edward Island
Philip, hertig av Edinburgh	Prince Philip
Prins av Wales	Prince of Wales
Princeton University	Princeton University
Relativitetsteori	Principle of relativity
Tryckteknik	Printing
Prion	Prion
Prisma (geometri)	Prism (geometry)
Anstalt	Prison
Krigsfånge	Prisoner of war
Goncourtpriset	Prix Goncourt
Sannolikhet	Probability
Sannolikhetsteori	Probability theory
Kategori:Sannolikhetsteori	Probability theory
Halvbjörnar	Procyonidae
Professor	Professor
Vinst	Profit
Programmerare	Programmer
Programspråk	Programming language
Progressiv rock	Progressive rock
Projekt	Project
Prokaryoter	Prokaryote
Prolog	Prolog
Prometheus	Prometheus
Prometium	Promethium
Pronomen	Pronoun
Propaganda	Propaganda
Propan	Propane
Profet	Prophet
Prosa	Prose
Prostata	Prostate
Protaktinium	Protactinium
Protektorat	Protectorate
Protein	Protein
Proterozoikum	Proterozoic
Reformationen	Protestant Reformation
Protestantism	Protestantism
Protister	Protist
Kategori:Protister	Protista
Protokoll	Protocol
Proton	Proton
Urdjur	Protozoa
Providence	Providence
Prunusar	Prunus
Preussen	Prussia
Psaltaren	Psalms
Pseudonym	Pseudonym
Kategori:Pseudovetenskap	Pseudoscience
Pseudovetenskap	Pseudoscience
Psi	Psi (letter)
Psoriasis	Psoriasis
Psykiatri	Psychiatry
Kategori:Psykiatri	Psychiatry
Psykoanalys	Psychoanalysis
Psykologi	Psychology
Kategori:Psykologi	Psychology
Psykos	Psychosis
Psykoterapi	Psychotherapy
Ptah	Ptah
Flygödlor	Pterosaur
Ptolemaiska dynastin	Ptolemaic dynasty
Klaudios Ptolemaios	Ptolemy
Pubertet	Puberty
Public domain	Public domain
Public Relations	Public relations
Puerto Rico	Puerto Rico
Kategori:Puerto Rico	Puerto Rico
Pula, Kroatien	Pula
Block (enkel maskin)	Pulley
Pulsar	Pulsar
Pump	Pump
Skiljetecken	Punctuation
Punjab	Punjab (India)
Kategori:Punk	Punk
Punk	Punk rock
Pupill	Pupil
Akterskeppet	Puppis
Pyongyang	Pyongyang
Pyramid	Pyramid
Pyramid (geometri)	Pyramid (geometry)
Pyrenéerna	Pyrenees
Pyrit	Pyrite
Pyrrhusseger	Pyrrhic victory
Pythagoras	Pythagoras
Python (programspråk)	Python (programming language)
Kompassen (stjärnbild)	Pyxis
Q	Q
Qatar	Qatar
Kategori:Qatar	Qatar
Qin	Qin Dynasty
Qingdynastin	Qing Dynasty
Andragradsekvation	Quadratic equation
Fyrhörning	Quadrilateral
Quaestor	Quaestor
Kvantfältteori	Quantum field theory
Kvantmekanik	Quantum mechanics
Karantän	Quarantine
Kvark	Quark
Kvarts	Quartz
Kvasar	Quasar
Kvartär	Quaternary
Kvaternion	Quaternion
Québec	Quebec
Kategori:Quebec	Quebec
Québec (stad)	Quebec City
Quechua	Quechua
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Frågetecken	Question mark
Quetzalcóatl	Quetzalcoatl
Kvitten	Quince
Quito	Quito
R	R
RAF	RAF (disambiguation)
Raid	RAID
Ribonukleinsyra	RNA
Ra (mytologi)	Ra
Rabat	Rabat
Rabbin	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Mårdhund	Raccoon Dog
Människoraser	Race
Rachel Carson	Rachel Carson
Rasism	Racism
Kategori:Rasism	Racism
Radar	Radar
Radian	Radian
Kategori:Radio	Radio
Radioteleskop	Radio telescope
Radioaktivitet	Radioactive decay
C14-metoden	Radiocarbon dating
Radiologi	Radiology
Radium	Radium
Radie	Radius
Radon	Radon
Regn	Rain
Regnbåge	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama
Ramadan	Ramadan
Ramayana	Ramayana
Ramses II	Ramesses II
Random Access Memory	Random access memory
Ranunkelväxter	Ranunculaceae
Våldtäkt	Rape
Raps	Rapeseed
Raffaello Sanzio	Raphael
Rafael (ärkeängel)	Raphael (archangel)
Kategori:Tunnelbanesystem	Rapid transit
Hallon	Raspberry
Råttor	Rat
Rationella tal	Rational number
Strutsfåglar	Ratite
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
ROM	Read-only memory
Reella tal	Real number
Recife	Recife
Rektangel	Rectangle
Likriktare	Rectifier
Rekursion	Recursion
Återvinning	Recycling
Röd	Red
Röda armé-fraktionen	Red Army Faction
Kronhjort	Red Deer
Rödräv	Red Fox
Kattbjörn	Red Panda
Röda havet	Red Sea
Rödalger	Red algae
Röd blodkropp	Red blood cell
Röd dvärg	Red dwarf
Röd jätte	Red giant
Rödförskjutning	Redshift
Rödförskjutning	Redshift (disambiguation)
RISC	Reduced instruction set computer
Folkomröstning	Referendum
Refraktion	Refraction
Brytningsindex	Refractive index
Flykting	Refugee
Regent	Regent
Reggae	Reggae
Regemente	Regiment
Regina, Saskatchewan	Regina
Region	Region
Reims	Reims
Själavandring	Reincarnation
Ren	Reindeer
Relation	Relation (mathematics)
Relativism	Relativism
Kategori:Relativitetsteori	Relativity
Relä	Relay
Religion	Religion
Kategori:Religion	Religion
Kväkare	Religious Society of Friends
Rembrandt	Rembrandt
Renässansen	Renaissance
Kategori:Renässans	Renaissance
Fortplantning	Reproduction
Kräldjur	Reptile
Republik	Republic
Taiwan	Republic of China
Irland	Republic of Ireland
Kategori:Irland	Republic of Ireland
Kongo-Brazzaville	Republic of the Congo
Kategori:Kongo-Brazzaville	Republic of the Congo
Republikanska partiet	Republican Party (United States)
Requiem	Requiem
Resistor	Resistor
Respirationssystemet	Respiratory system
Restaurang	Restaurant
Rombiska nätet	Reticulum
Näthinna	Retina
Retinol	Retinol
Revolution	Revolution
Revolver	Revolver
Rhea (måne)	Rhea (moon)
Rhea	Rhea (mythology)
Rhenium	Rhenium
Retorik	Rhetoric
Kategori:Retorik	Rhetoric
Rhen	Rhine
Noshörningar	Rhinoceros
Rho	Rho (letter)
Rhode Island	Rhode Island
Kategori:Rhode Island	Rhode Island
Rhodos	Rhodes
Rodium	Rhodium
Romb	Rhombus
Rim	Rhyme
Rytm	Rhythm
Rhythm and blues	Rhythm and blues
Revben	Rib
Riboflavin	Riboflavin
Ribosom	Ribosome
Ris	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musiker)	Richard Wright (musician)
Richmond, Virginia	Richmond
Riga	Riga
Rigel	Rigel
Rektascension	Right ascension
Ring (matematik)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (delstat)	Rio de Janeiro (state)
Flod	River
Themsen	River Thames
Riyadh	Riyadh
Väg	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert A. Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Sten, sax, påse	Rock
Bergart	Rock (geology)
Rock'n'roll	Rock and roll
Rockmusik	Rock music
Kategori:Rockmusik	Rock music
Raket	Rocket
Klippiga bergen	Rocky Mountains
Rokoko	Rococo
Gnagare	Rodent
Rådjur	Roe Deer
Röntgenium	Roentgenium
Roger Bacon	Roger Bacon
Romersk-katolska kyrkan	Roman Catholic Church
Romerska riket	Roman Empire
Romerska republiken	Roman Republic
Romerska kalendern	Roman calendar
Romersk rätt	Roman law
Romersk legion	Roman legion
Romersk mytologi	Roman mythology
Kategori:Romersk mytologi	Roman mythology
Rumänien	Romania
Kategori:Rumänien	Romania
Rätoromanska	Romansh
Romantiken	Romanticism
Rom	Rome
Kategori:Rom	Rome
Ronald Reagan	Ronald Reagan
Yttertak	Roof
Råka	Rook (bird)
Torn (schack)	Rook (chess)
Roosevelt	Roosevelt
Rot	Root
Rosa Parks	Rosa Parks
Rosväxter	Rosaceae
Rosales	Rosales
Rosario	Rosario
Radband	Rosary
Rosor	Rose
Roseau	Roseau
Rosmarin	Rosemary
Rosettastenen	Rosetta Stone
Rosh hashana	Rosh Hashanah
Rosshavet	Ross Sea
Rostock	Rostock
Hjuldjur	Rotifer
Rotterdam	Rotterdam
Router	Router
Rodd	Rowing (sport)
Storbritanniens flygvapen	Royal Air Force
Royal Society	Royal Society
Gummi	Rubber
Rubicon	Rubicon
Rubidium	Rubidium
Rubel	Ruble
Hallon	Rubus idaeus
Rubin	Ruby
Ruby	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby	Rugby football
Rupert Murdoch	Rupert Murdoch
Ryssland	Russia
Kategori:Ryssland	Russia
Ryska revolutionen	Russian Revolution (1917)
Rysk-japanska kriget	Russo-Japanese War
Rutenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Kategori:Rwanda	Rwanda
Råg	Rye
S	S
SOAP	SOAP
SOS	SOS
Sakrament	Sacrament
Sacramento	Sacramento
Saddam Hussein	Saddam Hussein
Safari (webbläsare)	Safari (web browser)
Saffran	Saffron
Pilen	Sagitta
Skytten (stjärnbild)	Sagittarius (constellation)
Sahara	Sahara
Segel	Sail
Helgon	Saint
Andreas (apostel)	Saint Andrew
Sankt Göran	Saint George
Saint Kitts och Nevis	Saint Kitts and Nevis
Kategori:Saint Christopher och Nevis	Saint Kitts and Nevis
Saint Lawrencefloden	Saint Lawrence River
Saint Lucia	Saint Lucia
Kategori:Saint Lucia	Saint Lucia
Saint Martin	Saint Martin
Nikolaus (helgon)	Saint Nicholas
Patrick	Saint Patrick
Saint Paul, Minnesota	Saint Paul
Petrus	Saint Peter
Sankt Petersburg	Saint Petersburg
Kategori:Sankt Petersburg	Saint Petersburg
Saint Vincent och Grenadinerna	Saint Vincent and the Grenadines
Kategori:Saint Vincent och Grenadinerna	Saint Vincent and the Grenadines
Sake	Sake
Saladin	Saladin
Salah	Salah
Stjärtgroddjur	Salamander
Salem, Oregon	Salem
Salerno	Salerno
Saliv	Saliva
Salman Rushdie	Salman Rushdie
Laxfiskar	Salmonidae
Salt	Salt
Salter	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador, Brasilien	Salvador
Salzburg	Salzburg
Salzburg (delstat)	Salzburg (state)
Samara	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Kategori:Samoa	Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samuraj	Samurai
San Antonio, Texas	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San Jose, Kalifornien	San Jose
San Juan, Puerto Rico	San Juan
San Marino	San Marino
Kategori:San Marino	San Marino
San Marino (stad)	San Marino
San Salvador	San Salvador
Sand	Sand
Sandro Botticelli	Sandro Botticelli
Sandsten	Sandstone
Sandwich	Sandwich
Sanskrit	Sanskrit
Jultomten	Santa Claus
Santa Fe, New Mexico	Santa Fe
Santiago de Chile	Santiago
Santiago (olika betydelser)	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos, São Paulo	Santos (Săo Paulo)
Safir	Sapphire
Sapfo	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarkofag	Sarcophagus
Sardin	Sardine
Sardinien	Sardinia
Sari (stad)	Sari
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Satan
Satanism	Satanism
Satellit	Satellite
Satir	Satire
Lördag	Saturday
Saturnus	Saturn
Kategori:Saturnus	Saturn
Saturnus (olika betydelser)	Saturn (disambiguation)
Saturnus (mytologi)	Saturn (mythology)
Satyrer	Satyr
Sås	Sauce
Saudiarabien	Saudi Arabia
Kategori:Saudiarabien	Saudi Arabia
Saul Bellow	Saul Bellow
Korv	Sausage
Savann	Savanna
Sachsen	Saxony
Kategori:Sachsen	Saxony
Saxofon	Saxophone
Skandinavien	Scandinavia
Kategori:Skandinavien	Scandinavia
Skandinaviska halvön	Scandinavian Peninsula
Skandium	Scandium
Skulderblad	Scapula
Schelde	Scheldt
Scheme	Scheme (programming language)
Schizofreni	Schizophrenia
Skolastik	Scholasticism
Skola	School
Schutzstaffeln	Schutzstaffel
Naturvetenskap	Science
Kategori:Vetenskap	Science
Science fiction	Science fiction
Kategori:Science fiction	Science fiction
Vetenskaplig metod	Scientific method
Vetenskapsman	Scientist
Scientologi	Scientology
Scipio Africanus	Scipio Africanus
Sax	Scissors
Ekorrfamiljen	Sciuridae
Skorpioner	Scorpion
Skorpionen (stjärnbild)	Scorpius
Skottland	Scotland
Kategori:Skottland	Scotland
Tall	Scots Pine
Skotsk gäliska	Scottish Gaelic
Scouting	Scouting
Scrabble	Scrabble
Skruv	Screw
Skruvmejsel	Screwdriver
Scrotum	Scrotum
Bildhuggaren	Sculptor (constellation)
Skulptur	Sculpture
Kategori:Skulptur	Sculpture
Hav	Sea
Havsutter	Sea Otter
Anemoner	Sea anemone
Sjögurkor	Sea cucumber
Havsyta	Sea level
Azovska sjön	Sea of Azov
Japanska havet	Sea of Japan
Marmarasjön	Sea of Marmara
Ochotska havet	Sea of Okhotsk
Sjöborrar	Sea urchin
Seaborgium	Seaborgium
Sjöhästar	Seahorse
Söktjänst	Search engine
Sears Tower	Sears Tower
Säsong	Season
Seattle	Seattle
Sekund	Second
Andra korståget	Second Crusade
Andra Vatikankonciliet	Second Vatican Council
Entropiprincipen	Second law of thermodynamics
Sekt	Sect
Kategori:Säkerhet	Security
Sedimentär bergart	Sedimentary rock
Frö	Seed
Segovia	Segovia
Seine	Seine
Seismologi	Seismology
Kategori:Seismologi	Seismology
Selene	Selene
Selen	Selenium
Seleukos I	Seleucus I Nicator
Semantik	Semantics
Kategori:Semantik	Semantics
Sädesvätska	Semen
Semikolon	Semicolon
Halvledare	Semiconductor
Semiotik	Semiotics
Senegal	Senegal
Kategori:Senegal	Senegal
Seoul	Seoul
Seppuku	Seppuku
September	September
11 september	September 11
11 september-attackerna	September 11
17 september	September 17
29 september	September 29
Septuaginta	Septuagint
Följd	Sequence
Serbien	Serbia
Kategori:Serbien	Serbia
Serbien och Montenegro	Serbia and Montenegro
Kategori:Serbien och Montenegro	Serbia and Montenegro
Livegenskap	Serfdom
Sergej Eisenstein	Sergei Eisenstein
Sergej Rachmaninov	Sergei Rachmaninoff
Serie (matematik)	Series (mathematics)
Serin	Serine
Serotonin	Serotonin
Ormen (stjärnbild)	Serpens
Värddator	Server (computing)
Mängd	Set
Set (gud)	Set (mythology)
Mängdteori	Set theory
Kategori:Mängdteori	Set theory
Sevastopol	Sevastopol
Sjuårskriget	Seven Years' War
Sars (sjukdom)	Severe acute respiratory syndrome
Sevilla	Seville
Kön	Sex
Könsorgan	Sex organ
Sexism	Sexism
Sextant	Sextant
Samlag	Sexual intercourse
Kategori:Sexualitet	Sexuality
Sexuellt överförbar infektion	Sexually transmitted disease
Seychellerna	Seychelles
Kategori:Seychellerna	Seychelles
Shah	Shah
Shahadah	Shahadah
Schamanism	Shamanism
Shanghai	Shanghai
Aktie	Share (finance)
Utvärderingsprogram	Shareware
Sharia	Sharia
Hajar	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetlandsöarna	Shetland
Sköld	Shield
Shikoku	Shikoku
Shinto	Shinto
Fartyg	Ship
Shiva	Shiva
Shogi	Shogi
Shogun	Shogun
Stenografi	Shorthand
Räkor	Shrimp
Buske	Shrub
Sibirien	Siberia
Siberian husky	Siberian Husky
Sichuan	Sichuan
Sicilien	Sicily
Kategori:Sicilien	Sicily
Siemens (enhet)	Siemens (unit)
Sierra Leone	Sierra Leone
Kategori:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Teckenspråk	Sign language
Sigrid Undset	Sigrid Undset
Sikhism	Sikhism
Sikkim	Sikkim
Schlesien	Silesia
Kisel	Silicon
Silicon Valley	Silicon Valley
Kiseldioxid	Silicon dioxide
Silke	Silk
Sidenvägen	Silk Road
Silur	Silurian
Silver	Silver
Simone de Beauvoir	Simone de Beauvoir
Synd	Sin
Sinaihalvön	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapore	Singapore
Kategori:Singapore	Singapore
Singelskiva	Single (music)
Sirener	Siren
Sirendjur	Sirenia
Sirius	Sirius
Sixtinska kapellet	Sistine Chapel
Sisyfos	Sisyphus
Sitting Bull	Sitting Bull
