English	Thai
Henry Ford	เฮนรี ฟอร์ด
Hepatitis	ตับอักเสบ
Hephaestus	เฮฟเฟสตุส
Heracles	เฮราคลีส
Hercules	เฮอร์คิวลีส
Hercules (constellation)	กลุ่มดาวเฮอร์คิวลีส
Herman Melville	เฮอร์แมน เมลวิลล์
Hermann Hesse	แฮร์มัน เฮสเส
Hermann von Helmholtz	เฮอร์มันน์ ฟอน เฮล์มโฮลทซ์
Hermeneutics	อรรถปริวรรตศาสตร์
Hermes	เฮอร์มีส
Herodotus	เฮโรโดตุส
Heroin	เฮโรอีน
Heron	นกกระสา
Hertz	เฮิรตซ์
Heterosexuality	รักต่างเพศ
Heterotroph	เฮเทโรทรอพ
Hexadecimal	เลขฐานสิบหก
Hexagon	รูปหกเหลี่ยม
Hezbollah	ฮิซบุลลอหฺ
Hieronymus Bosch	เฮียโรนิมัส บอส
Himalayas	เทือกเขาหิมาลัย
Hindu Kush	เทือกเขาฮินดูกูช
Hinduism	ศาสนาพราหมณ์-ฮินดู
Hinduism	หมวดหมู่:ศาสนาฮินดู
Hippocrates	ฮิปโปกราเตส
Hippopotamus	ฮิปโปโปเตมัส
Hirohito	สมเด็จพระจักรพรรดิโชวะ
Hiroshima	ฮิโระชิมะ (เมือง)
Hispaniola	เกาะฮิสปันโยลา
Histology	มิญชวิทยา
Histology	หมวดหมู่:จุลกายวิภาคศาสตร์
History	ประวัติศาสตร์
History	หมวดหมู่:ประวัติศาสตร์
History	สถานีย่อย:ประวัติศาสตร์
Ho Chi Minh	โฮจิมินห์
Ho Chi Minh City	โฮจิมินห์ซิตี
Hobart	โฮบาร์ต
Hobbit	ฮอบบิท
Hobby	งานอดิเรก
Hollywood	ฮอลลีวูด
Holmium	โฮลเมียม
Holography	ฮอโลกราฟี
Holy Roman Empire	จักรวรรดิโรมันอันศักดิ์สิทธิ์
Homeostasis	ภาวะธำรงดุล
Homer	โฮเมอร์
Homosexuality	รักร่วมเพศ
Honduras	ประเทศฮอนดูรัส
Honey	น้ำผึ้ง
Hong Kong	เขตบริหารพิเศษฮ่องกง
Hong Kong	หมวดหมู่:ฮ่องกง
Honiara	โฮนีอารา
Honolulu	โฮโนลูลู
Hookah	ชิชา
Horizon	ขอบฟ้า
Hormone	ฮอร์โมน
Horse	ม้า
Horus	เทพฮอรัส
Hospital	โรงพยาบาล
Hotel	โรงแรม
Hour	ชั่วโมง
Hourglass	นาฬิกาทราย
House	บ้าน
House (TV series)	เฮาส์
Houston	ฮิวสตัน
Human	มนุษย์
Humanism	ลัทธิมนุษยนิยม
Humerus	กระดูกต้นแขน
Hummingbird	นกสีชมพู
Humpback Whale	วาฬหลังค่อม
Hunan	มณฑลหูหนาน
Hundred Years' War	สงครามร้อยปี
Hungary	ประเทศฮังการี
Hungary	หมวดหมู่:ประเทศฮังการี
Hunger	ความหิว
Hybrid	ไฮบริด
Hydra (constellation)	กลุ่มดาวงูไฮดรา
Hydrocarbon	ไฮโดรคาร์บอน
Hydrochloric acid	กรดไฮโดรคลอริก
Hydrogen	ไฮโดรเจน
Hydrogen bond	พันธะไฮโดรเจน
Hydrology	หมวดหมู่:อุทกวิทยา
Hydrus	กลุ่มดาวงูไฮดรัส
Hypertension	โรคความดันโลหิตสูง
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Hypnos	ฮิปนอส
Hypothalamus	ไฮโปทาลามัส
Hypothesis	สมมุติฐาน
I	I
I. M. Pei	贝聿铭
IPod	ไอพอด
Ian Fleming	เอียน เฟลมมิ่ง
Iberian Peninsula	คาบสมุทรไอบีเรีย
Ibuprofen	ไอบูโปรเฟน
Ice cream	ไอศกรีม
Iceberg	ภูเขาน้ำแข็ง
Iceland	ประเทศไอซ์แลนด์
Ichthyology	มีนวิทยา
Icon	รูปสัญลักษณ์
Iconoclasm	ลัทธิทำลายรูปเคารพ
Idaho	มลรัฐไอดาโฮ
Identity element	สมาชิกเอกลักษณ์
Identity matrix	เมทริกซ์เอกลักษณ์
Ido	ภาษาอิดอ
Ignatius of Loyola	อิกเนเชียสแห่งลาโฮลา
Igneous rock	หินอัคนี
Igor Stravinsky	อิกอร์ สตราวินสกี
Iguazu Falls	น้ำตกอีกวาซู
Iliad	อีเลียด
Illinois	มลรัฐอิลลินอยส์
Immanuel Kant	อิมมานูเอิล คานท์
Immunology	วิทยาภูมิคุ้มกัน
Imperialism	ลัทธิจักรวรรดินิยม
Impressionism	ศิลปะอิมเพรสชันนิสม์
Independence	เอกราช
India	ประเทศอินเดีย
India	หมวดหมู่:ประเทศอินเดีย
Indian Ocean	มหาสมุทรอินเดีย
Indian Ocean	หมวดหมู่:มหาสมุทรอินเดีย
Indiana	มลรัฐอินดีแอนา
Indira Gandhi	อินทิรา คานธี
Indium	อินเดียม
Indochina	อินโดจีน
Indonesia	ประเทศอินโดนีเซีย
Indonesia	หมวดหมู่:ประเทศอินโดนีเซีย
Indra	พระอินทร์
Indus (constellation)	กลุ่มดาวอินเดียนแดง
Industrial Revolution	การปฏิวัติอุตสาหกรรม
Industry	อุตสาหกรรม
Inequality	อสมการ
Infantry	ทหารราบ
Infinity	อนันต์
Inflammation	การอักเสบ
Inflation	ภาวะเงินเฟ้อ
Influenza	ไข้หวัดใหญ่
Information	สารสนเทศ
Information technology	เทคโนโลยีสารสนเทศ
Information theory	ทฤษฎีสารสนเทศ
Infrared	รังสีอินฟราเรด
Ingmar Bergman	อิงมาร์ เบิร์กแมน
Inner Mongolia	เขตปกครองตนเองมองโกเลียใน
Inorganic chemistry	เคมีอนินทรีย์
Insect	แมลง
Insectivora	อินเซคทิวอรา
Institution	สถาบัน
Insulin	อินซูลิน
Insurance	การประกันภัย
Integer	จำนวนเต็ม
Integral	ปริพันธ์
Integrated circuit	วงจรรวม
Intellectual property	ทรัพย์สินทางปัญญา
Intelligence quotient	ไอคิว
Intercontinental ballistic missile	ขีปนาวุธข้ามทวีป
Interest	ดอกเบี้ย
Interlingua	ภาษาอินเทอร์ลิงกวา
International Atomic Energy Agency	สำนักงานพลังงานปรมาณูระหว่างประเทศ
International Civil Aviation Organization	องค์การการบินพลเรือนระหว่างประเทศ
International Court of Justice	ศาลยุติธรรมระหว่างประเทศ
International Monetary Fund	กองทุนการเงินระหว่างประเทศ
International System of Units	หน่วยเอสไอ
International organization	องค์การระหว่างประเทศ
Internet	อินเทอร์เน็ต
Internet	หมวดหมู่:อินเทอร์เน็ต
Internet Explorer	อินเทอร์เน็ตเอกซ์พลอเรอร์
Interpreter (computing)	โปรแกรมแปลคำสั่ง
Intestine	ลำไส้
Intranet	อินทราเน็ต
Invention	สิ่งประดิษฐ์
Invertebrate	สัตว์ไม่มีกระดูกสันหลัง
Iodine	ไอโอดีน
Ion	ไอออน
Ionic bond	พันธะไอออน
Ionosphere	ไอโอโนสเฟียร์
Iota	ไอโอตา
Iowa	มลรัฐไอโอวา
Iowa	หมวดหมู่:มลรัฐไอโอวา
Iran	ประเทศอิหร่าน
Iran	หมวดหมู่:ประเทศอิหร่าน
Iran-Iraq War	สงครามอิรัก-อิหร่าน
Iraq	ประเทศอิรัก
Ireland	เกาะไอร์แลนด์
Iridium	อิริเดียม
Iron	เหล็ก
Iron Age	ยุคเหล็ก
Irrational number	จำนวนอตรรกยะ
Isaac	อิสอัค
Isaac Asimov	ไอแซค อสิมอฟ
Isaac Newton	ไอแซก นิวตัน
Isis	ไอสิส
Islam	ศาสนาอิสลาม
Islam	หมวดหมู่:ศาสนาอิสลาม
Islamabad	อิสลามาบัด
Islamic calendar	ปฏิทินฮิจญ์เราะหฺ
Island	เกาะ
Isle of Man	เกาะแมน
Isotope	ไอโซโทป
Israel	ประเทศอิสราเอล
Istanbul	อิสตันบูล
Isthmus of Panama	คอคอดปานามา
Italian Peninsula	คาบสมุทรอิตาลี
Italy	ประเทศอิตาลี
Italy	หมวดหมู่:ประเทศอิตาลี
Ivy League	ไอวีลีก
J	J
Jack the Ripper	แจ็กเดอะริปเปอร์
Jacob	ยาโคบ
Jacques Cartier	ชาก การ์ตีเย
Jacques Offenbach	ชาก ออฟเฟนบาค
Jade	หยก
Jaguar	เสือจากัวร์
Jainism	ศาสนาเชน
Jakarta	จาการ์ตา
Jamaica	ประเทศจาเมกา
James	เจมส์ ลูกของเซเบดี
James Bond	เจมส์ บอนด์
James Clerk Maxwell	เจมส์ เคลิร์ก แมกซ์เวลล์
James Cook	เจมส์ คุก
James Joyce	เจมส์ จอยซ์
James Naismith	เจมส์ ไนสมิท
James Prescott Joule	เจมส์ จูล
James Watt	เจมส์ วัตต์
