English	Ukrainian
Gulf of Aqaba	Акаба (затока)
Gulf of Bothnia	Ботнічна затока
Gulf of Finland	Фінська затока
Gulf of Guinea	Гвінейська затока
Gulf of Mexico	Мексиканська затока
Gulf of Oman	Оманська затока
Gulf of Riga	Ризька затока
Gulf of Thailand	Сіамська затока
Gunpowder	Порох
Guppy	Гупі
Gustav Klimt	Густав Клімт
Gustav Mahler	Малер Густав
Gustave Flaubert	Флобер Гюстав
Guy Fawkes	Гай Фокс
Gymnastics	Гімнастика
Gymnosperm	Голонасінні
Gynaecology	Гінекологія
Gyroscope	Гіроскоп
H	H (латиниця)
H. G. Wells	Уеллс Герберт Джордж
HIV	ВІЛ (вірус)
HTML	HTML
Habitat	Ареал
Hacker	Хакер
Hadean	Гадейський еон
Hades	Аїд
Hadith	Хадис
Hadrian	Адріан (римський імператор)
Hadron	Адрон
Hafnium	Гафній
Hagia Sophia	Софійський собор (Константинополь)
Haifa	Хайфа
Haiku	Хайку
Hail	Град
Hail Mary	Богородице Діво
Haiti	Гаїті
Halberd	Алебарда
Half-life	Період напіврозпаду
Halloween	Хелловін
Halogen	Галогени
Hamas	Хамас
Hamburg	Гамбург
Hammurabi	Хамурапі
Han Dynasty	Династія Хань
Hand	Кисть
Hand grenade	Граната
Handgun	Пістоль
Hanging Gardens of Babylon	Сади Семираміди в Вавілоні
Hannah Arendt	Арендт Ганна
Hannibal	Ганнібал
Hanoi	Ханой
Hanover	Ганновер
Hans Christian Andersen	Андерсен Ганс Крістіан
Hanseatic League	Ганза
Hanukkah	Ханука
Harare	Хараре
Hardness	Твердість
Harem	Гарем
Harlem	Гарлем
Harmonica	Губна гармоніка
Harmony	Гармонія музична
Harold Pinter	Пінтер Гарольд
Harp	Арфа
Harpsichord	Клавесин
Harpy	Гарпії
Harriet Beecher Stowe	Бічер-Стоу Гаррієт
Harriet Tubman	Табмен Гаррієт
Harry Houdini	Гаррі Гудіні
Hassium	Гасій
Haute-Normandie	Верхня Нормандія
Havana	Гавана
Hawaii	Гаваї (штат)
Hawaii	Категорія:Гаваї
Head	Голова
Head of state	Глава держави
Health	Здоров'я
Health	Категорія:Здоров'я
Heart	Серце
Heat engine	Тепловий двигун
Heaven	Рай
Heavy metal	Категорія:Важкий метал
Heavy metal music	Важкий метал (музика)
Hebe (mythology)	Геба
Hebrew alphabet	Гебрейська абетка
Hebrew calendar	Єврейський календар
Hecate	Геката
Hectare	Гектар
Hector	Гектор
Hector Berlioz	Гектор Берліоз
Hedonism	Гедонізм
Heinrich Hertz	Герц Генріх
Heinrich Himmler	Гіммлер Генріх
Heinrich Schliemann	Шліман Генріх
Hel (being)	Хель
Helen	Єлена
Helen Keller	Келлер Гелен Адамс
Helicopter	Вертоліт
Helios	Геліос
Helium	Гелій
Hell	Пекло
Helmut Schmidt	Гельмут Шмідт
Helsinki	Гельсінкі
Hematite	Гематит
Hematology	Гематологія
Hemoglobin	Гемоглобін
Henri Becquerel	Антуан Анрі Беккерель
Henri Bergson	Бергсон Анрі
Henri Matisse	Матісс Анрі
Henrik Ibsen	Ібсен Генрік
Henry (unit)	Генрі
Henry David Thoreau	Торо Генрі Девід
Henry Ford	Форд Генрі
Henry Kissinger	Кіссінджер Генрі
Hephaestus	Гефест
Hera	Гера
Heracles	Геракл
Heraclitus	Геракліт
Heraldry	Геральдика
Heraldry	Категорія:Геральдика
Herbert Hoover	Гувер Герберт Кларк
Herbert Marcuse	Маркузе Герберт
Hercules	Геракл
Hercules (constellation)	Геркулес (сузір'я)
Heresy	Єресь
Herman Melville	Мелвілл Герман
Hermann Hesse	Гессе Герман
Hermann Minkowski	Мінковський Герман
Hermaphrodite	Гермафродит
Hermeneutics	Герменевтика
Hermes	Гермес (міфологія)
Hero of Alexandria	Герон Александрійський
Herodotus	Геродот
Heroin	Героїн
Heron	Чапля
Hertz	Герц
Hesiod	Гесіод
Hesperides	Геспериди
Hesse	Гессен
Hestia	Гестія
Heterosexuality	Гетеросексуальність
Heterotroph	Гетеротрофи
Hexadecimal	Шістнадцяткова система числення
Hezbollah	Хізбалла
Hibernation	Сплячка
Hideki Yukawa	Юкава Хідекі
Hieronymus Bosch	Ієронімус Босх
Hilbert space	Гільбертів простір
Himalayas	Гімалаї
Hindu Kush	Гіндукуш
Hinduism	Індуїзм
Hinduism	Категорія:Індуїзм
Hipparchus	Гіппарх
Hippie	Хіпі
Hippocrates	Гіппократ
Hippocratic Oath	Присяга Гіппократа
Hippopotamus	Бегемот
Hirohito	Хірохіто
Hiroshima	Хіросіма
Hispaniola	Гаїті (острів)
Histidine	Гістидин
Histology	Гістологія
Histology	Категорія:Гістологія
Histone	Гістони
Historiography	Історіографія
History	Історія
History	Категорія:Історія
History	Портал:Історія
Ho Chi Minh	Хо Ши Мін
Hobart	Гобарт
Hobbit	Гобіти
Hobby	Хобі
Hokusai	Кацусіка Хокусай
Hollywood	Голлівуд
Holmium	Гольмій
Holocene	Голоцен
Holography	Голограми
Holy Roman Empire	Священна Римська імперія
Holy Spirit	Святий Дух
Homeostasis	Гомеостаз
Homer	Гомер
Homo habilis	Людина уміла
Homonym	Омоніми
Homosexuality	Гомосексуалізм
Honduras	Гондурас
Honduras	Категорія:Гондурас
Honey	Мед
Honey Buzzard	Звичайний осоїд
Hong Kong	Гонконг
Honolulu	Гонолулу
Hooke's law	Закон Гука
Horace	Горацій
Horatio Nelson	Нельсон Гораціо
Hormone	Гормон
Horn (instrument)	Валторна
Horse	Кінь
Horse racing	Кінні перегони
Horsepower	Кінська сила
Horus	Гор (міфологія)
Hospital	Шпиталь
Hotel	Готель
Hour	Година
House	Житло
House Sparrow	Хатній горобець
Houston	Х'юстон
Howard Carter (archaeologist)	Говард Картер
Hubble's law	Закон Хаббла
Hudson Bay	Гудзонова затока
Hudson River	Гудзон (річка)
Hugh Capet	Гуго Капет
Hugo Grotius	Гуго Гроций
Huguenot	Гугеноти
Human	Людина розумна
Humanism	Гуманізм
Humanities	Категорія:Гуманітарні науки
Humerus	Плечова кістка
Humidity	Вологість
Hummingbird	Колібрі
Humor	Категорія:Гумор
Humour	Гумор
Humus	Гумус
Hundred Years' War	Столітня війна
Hungary	Угорщина
Hungary	Категорія:Угорщина
Hunting	Полювання
Hybrid	Гібрид
Hyderabad	Хайдарабад (місто в Індії)
Hydra (constellation)	Гідра (сузір'я)
Hydrocarbon	Вуглеводні
Hydrochloric acid	Хлоридна кислота
Hydroelectricity	Гідроелектростанція
Hydrogen	Водень
Hydrogen bond	Водневий зв'язок
Hydrology	Гідрологія
Hydrology	Категорія:Гідрологія
Hydrolysis	Гідроліз
Hydrosphere	Гідросфера
Hydroxide	Гідроксид
Hydrus	Південна Гідра (сузір'я)
Hygiene	Категорія:Гігієна
Hymen	Дівоча пліва
Hymenoptera	Категорія:Перетинчастокрилі
Hymn	Гімн
Hyperbole	Гіпербола
Hyperion (moon)	Гіперіон (супутник)
Hyperion (mythology)	Гіперіон (міфологія)
Hypertension	Артеріальна гіпертензія
Hypertext	Гіпертекст
Hypertext Transfer Protocol	HTTP
Hypnos	Гіпнос
Hypothesis	Гіпотеза (наука)
I	I (латиниця)
I. M. Pei	Бей Юймін
IPod	IPod
Iapetus (moon)	Япет (супутник)
Iapetus (mythology)	Япет (міфологія)
Iberian Peninsula	Піренейський півострів
Ice	Лід
Ice age	Льодовиковий період
Ice cream	Морозиво
Ice hockey	Хокей із шайбою
Iceberg	Айсберг
Iceland	Ісландія
Iceland	Категорія:Ісландія
Ichthyology	Іхтіологія
Icon	Ікона
Iconoclasm	Іконоборство
Idaho	Айдахо
Ideal gas	Ідеальний газ
Idealism	Ідеалізм
Identity element	Нейтральний елемент
Identity matrix	Одинична матриця
Ideology	Ідеологія
Ido	Ідо
Ignatius of Loyola	Ігнатій Лойола
Igneous rock	Вулканічна гірська порода
Igor Stravinsky	Стравінський Ігор Федорович
Iguazu Falls	Водоспад Іґуасу
Iliad	Іліада
Illinois	Іллінойс
Illyria	Іллірія
Image scanner	Сканер
Imam	Імам
Immanuel Kant	Кант Іммануїл
Immunology	Імунологія
Immunology	Категорія:Імунологія
Imperialism	Імперіалізм
Impressionism	Імпресіонізм
Incest	Інцест
Inch	Дюйм
Inclined plane	Похила площина
Independence	Незалежність
India	Індія
India	Категорія:Індія
