Finnish	English
Venus	Venus
Venus (täsmennyssivu)	Venus (disambiguation)
Venus (mytologia)	Venus (mythology)
Verbi	Verb
Vermont	Vermont
Luokka:Vermont	Vermont
Verona	Verona
Versailles	Versailles
Nikama	Vertebra
Selkäranka	Vertebral column
Selkärankaiset	Vertebrate
Vespasianus	Vespasian
Vesta	Vesta (mythology)
Veto-oikeus	Veto
Yhdysvaltain varapresidentti	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria (Seychellit)	Victoria
Victoria (Kanada)	Victoria
Victoria	Victoria
Victoria (Australia)	Victoria (Australia)
Victorian putoukset	Victoria Falls
Video	Video
Tietokonepeli	Video game
Wien	Vienna
Luokka:Wien	Vienna
Vienne	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Luokka:Vietnam	Vietnam
Vietnamin sota	Vietnam War
Luokka:Vietnamin sota	Vietnam War
Viikingit	Viking
Vilfredo Pareto	Vilfredo Pareto
Kylä	Village
Vilna	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Etikka	Vinegar
Alttoviulu	Viola
Väkivalta	Violence
Viulu	Violin
Vergilius	Virgil
Neitsytsaaret	Virgin Islands
Virginia	Virginia
Luokka:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Neitsyys	Virginity
Neitsyt (tähdistö)	Virgo (constellation)
Näennäismuisti	Virtual memory
Virtuaalitodellisuus	Virtual reality
Hyve	Virtue
Virukset	Virus
Viskositeetti	Viscosity
Vishnu	Vishnu
Veiksel	Vistula
Vitamiini	Vitamin
A-vitamiini	Vitamin A
B6-vitamiini	Vitamin B6
C-vitamiini	Vitamin C
D-vitamiini	Vitamin D
K-vitamiini	Vitamin K
Vittorio de Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vokatiivi	Vocative case
Votka	Vodka
Lentokala (tähdistö)	Volans
Tulivuori	Volcano
Luokka:Vulkanologia	Volcanology
Vulkanologia	Volcanology
Volga	Volga River
Volgograd	Volgograd
Lentopallo	Volleyball
Luokka:Lentopallo	Volleyball
Voltti	Volt
Jännite	Voltage
Voltaire	Voltaire
Tilavuus	Volume
Oksentaminen	Vomiting
Voodoo	Voodoo
Vokaali	Vowel
Vulgata	Vulgate
Kettu (tähdistö)	Vulpecula
Häpy	Vulva
W	W
W. Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabismi	Wahhabism
Wake	Wake Island
Wales	Wales
Luokka:Wales	Wales
Jalopähkinät	Walnut
Mursu	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Sota	War
Luokka:Sodat	War
Sotarikos	War crime
Espanjan perimyssota	War of the Spanish Succession
Ruusujen sota	Wars of the Roses
Varsova	Warsaw
Syylä	Wart
Pesukone	Washing machine
Washington (DC)	Washington
Washington (osavaltio)	Washington
Luokka:Washington	Washington
Washington	Washington (disambiguation)
Vasili Kandinski	Wassily Kandinsky
Roska	Waste
Vesi	Water
Luokka:Vesi	Water
Vesipallo	Water polo
Vesiputous	Waterfall
Watergate-skandaali	Watergate scandal
Vesimeloni	Watermelon
Watti	Watt
Wattitunti	Watt-hour
Aalto	Wave
Aallonpituus	Wavelength
Vaha	Wax
Heikko vuorovaikutus	Weak interaction
Ase	Weapon
Sää	Weather
WWW-selain	Web browser
Verkkosivu	Web page
Web-kamera	Webcam
Weber (yksikkö)	Weber (unit)
WWW-sivusto	Website
Keskiviikko	Wednesday
Viikko	Week
Paino	Weight
Painonnosto	Weightlifting
Weimar	Weimar
Weimarin tasavalta	Weimar Republic
Hitsaus	Welding
Wellington	Wellington
Ihmissusi	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Länsi	West
Länsi-Afrikka	West Africa
Länsiranta	West Bank
Länsi-Bengali	West Bengal
Länsi-Berliini	West Berlin
Saksan liittotasavalta (1949–1990)	West Germany
West Sussex	West Sussex
Länsi-Virginia	West Virginia
Luokka:Länsi-Virginia	West Virginia
Länsi-Australia	Western Australia
Länsi-Rooman valtakunta	Western Roman Empire
Länsi-Sahara	Western Sahara
Luokka:Länsi-Sahara	Western Sahara
Westminster Abbey	Westminster Abbey
Valas	Whale
Vehnät	Wheat
Pyörä	Wheel
Viski	Whisky
Valkoinen talo	White House
Vienanmeri	White Sea
Valkosolu	White blood cell
Valkoinen kääpiö	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Laajaverkko	Wide area network
Wiesbaden	Wiesbaden
Villikissa	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testamentti	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Vilhelm I (Saksa)	William I
Vilhelm II (Saksa)	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
Wilhelm Ockhamilainen	William of Ockham
Pajut	Willow
Willy Brandt	Willy Brandt
Tuulivoima	Wind power
Windhoek	Windhoek
Tuulimylly	Windmill
Ikkuna	Window
Viini	Wine
Luokka:Viini	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Talvi	Winter
Talviolympialaiset	Winter Olympic Games
Luokka:Talviolympialaiset	Winter Olympic Games
Wisconsin	Wisconsin
Luokka:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Nainen	Woman
Puuaines	Wood
Woodrow Wilson	Woodrow Wilson
Puupuhallin	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Sana	Word
Tekstinkäsittely	Word processor
Maailmanpankki	World Bank
Maailman terveysjärjestö	World Health Organization
Maailman ilmatieteen järjestö	World Meteorological Organization
World Trade Center	World Trade Center
Maailman kauppajärjestö	World Trade Organization
Ensimmäinen maailmansota	World War I
Luokka:Ensimmäinen maailmansota	World War I
Toinen maailmansota	World War II
Luokka:Toinen maailmansota	World War II
World Wide Web	World Wide Web
Luokka:World Wide Web	World Wide Web
Maailmansota	World war
Madonreikä	Wormhole
Wuhan	Wuhan
Wyoming	Wyoming
Luokka:Wyoming	Wyoming
X	X
Röntgensäteily	X-ray
Vajaahampaiset	Xenarthra
Ksenon	Xenon
Ksenofanes	Xenophanes
Ksenofobia	Xenophobia
Ksenofon	Xenophon
Ksii	Xi
Xinjiang	Xinjiang
Ksylofoni	Xylophone
Y	Y
Jahve	Yahweh
Jakki	Yak
Yakuza	Yakuza
Yalen yliopisto	Yale University
Jalta	Yalta
Jaltan konferenssi	Yalta Conference
Yangon	Yangon
Jangtse	Yangtze River
Jaardi	Yard
Jasser Arafat	Yasser Arafat
Vuosi	Year
Hiivat	Yeast
Keltainen	Yellow
Keltainenjoki	Yellow River
Keltainenmeri	Yellow Sea
Yellowstonen kansallispuisto	Yellowstone National Park
Jemen	Yemen
Luokka:Jemen	Yemen
Jenisei	Yenisei River
Jerevan	Yerevan
Lumimies	Yeti
Yggdrasil	Yggdrasil
Jojo	Yo-yo
Jooga	Yoga
Jogurtti	Yoghurt
Yoko Ono	Yoko Ono
Jokohama	Yokohama
Jom kippur	Yom Kippur
Jom kippur -sota	Yom Kippur War
York	York
Yosemiten kansallispuisto	Yosemite National Park
Elastiset kertoimet	Young's modulus
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuan-dynastia	Yuan Dynasty
Jugoslavia	Yugoslavia
Luokka:Jugoslavia	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Juri Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Sambesi	Zambezi
Sambia	Zambia
Luokka:Sambia	Zambia
Sansibar	Zanzibar
Zaragoza	Zaragoza
Själlanti	Zealand
Seepra	Zebra
Zen	Zen
Zeniitti	Zenith
Zenon (keisari)	Zeno (emperor)
Zenon Kitionilainen	Zeno of Citium
Zenon Elealainen	Zeno of Elea
Zeeta	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Zikkurat	Ziggurat
Zimbabwe	Zimbabwe
Luokka:Zimbabwe	Zimbabwe
Sinkki	Zinc
Sionismi	Zionism
Zirkonium	Zirconium
Eläinrata	Zodiac
Zombi	Zombie
Eläintarha	Zoo
Eläintiede	Zoology
Luokka:Eläintiede	Zoology
Zarathustra	Zoroaster
Zarathustralaisuus	Zoroastrianism
Zulut	Zulu
