English	Portuguese
Sea of Japan	Mar do Japão
Sea of Marmara	Mar de Mármara
Sea of Okhotsk	Mar de Okhotsk
Sea urchin	Echinoidea
Seaborgium	Seabórgio
Seahorse	Cavalo-marinho
Search engine	Motor de busca
Sears Tower	Sears Tower
Season	Estação do ano
Seattle	Seattle
Second	Segundo
Second Crusade	Segunda Cruzada
Second Vatican Council	Concílio Vaticano II
Second law of thermodynamics	Segunda lei da termodinâmica
Sect	Seita
Security	Categoria:Segurança
Sedimentary rock	Rocha sedimentar
Seed	Semente
Segovia	Segóvia
Seine	Rio Sena
Seismology	Sismologia
Seismology	Categoria:Sismologia
Selene	Selene
Selenium	Selênio
Seleucus I Nicator	Seleuco I Nicator
Semantics	Semântica
Semantics	Categoria:Semântica
Semen	Sémen
Semicolon	Ponto-e-vírgula
Semiconductor	Semicondutor
Semiotics	Semiótica
Semitic	Semita
Senate	Senado
Senegal	Senegal
Senegal	Categoria:Senegal
Seoul	Seul
Seppuku	Seppuku
September	Setembro
September 11	11 de Setembro
September 11	Ataques de 11 de Setembro de 2001
September 17	17 de Setembro
September 29	29 de Setembro
Septuagint	Septuaginta
Sequence	Seqüência matemática
Serbia	Sérvia
Serbia	Categoria:Sérvia
Serbia and Montenegro	Sérvia e Montenegro
Serbia and Montenegro	Categoria:Sérvia e Montenegro
Serfdom	Servidão
Sergei Eisenstein	Sergei Eisenstein
Sergei Rachmaninoff	Sergei Rachmaninoff
Series (mathematics)	Série (matemática)
Serine	Serina
Serotonin	Serotonina
Serpens	Serpens
Server (computing)	Servidor
Set	Conjunto
Set (mythology)	Seth
Set theory	Teoria dos conjuntos
Set theory	Categoria:Teoria dos conjuntos
Sevastopol	Sebastopol
Seven Years' War	Guerra dos Sete Anos
Severe acute respiratory syndrome	SARS
Seville	Sevilha
Sex	Sexo
Sex organ	Órgão sexual
Sexism	Sexismo
Sextant	Sextante
Sexual intercourse	Relação sexual humana
Sexuality	Categoria:Sexualidade
Sexually transmitted disease	Doença sexualmente transmissível
Seychelles	Seychelles
Seychelles	Categoria:Seychelles
Shah	Xá
Shahadah	Chahada
Shamanism	Xamanismo
Shanghai	Xangai
Share (finance)	Ação (finanças)
Shareware	Shareware
Sharia	Xariá
Shark	Tubarão
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Shield	Escudo
Shikoku	Shikoku
Shinto	Xintoísmo
Ship	Navio
Shiva	Shiva
Shogi	Shogi
Shogun	Xogum
Shorthand	Taquigrafia
Shrimp	Camarão
Shrub	Arbusto
Siberia	Sibéria
Siberian Husky	Husky siberiano
Sichuan	Sichuan
Sicily	Sicília
Sicily	Categoria:Sicília
Siemens (unit)	Siemens (unidade)
Sierra Leone	Serra Leoa
Sierra Leone	Categoria:Serra Leoa
Sigma	Σ
Sigmund Freud	Sigmund Freud
Sign language	Língua de sinais
Sigrid Undset	Sigrid Undset
Sikhism	Sikhismo
Sikkim	Siquim
Silesia	Silésia
Silicon	Silício
Silicon Valley	Vale do Silício
Silicon dioxide	Dióxido de silício
Silk	Seda
Silk Road	Rota da Seda
Silurian	Siluriano
Silver	Prata
Simone de Beauvoir	Simone de Beauvoir
Sin	Pecado
Sinai Peninsula	Sinai
Sinclair Lewis	Sinclair Lewis
Singapore	Singapura
Singapore	Categoria:Singapura
Single (music)	Single
Siren	Sereia
Sirenia	Sirenia
Sirius	Sirius
Sistine Chapel	Capela Sistina
Sisyphus	Sísifo
Sitting Bull	Touro Sentado
Situation comedy	Sitcom
Six-Day War	Guerra dos Seis Dias
Skagerrak	Skagerrak
Skateboard	Skate
Skeletal system	Categoria:Esqueleto
Skepticism	Ceticismo
Skin	Pele
Skinhead	Skinhead
Skopje	Skopje
Skull	Crânio
Skylab	Skylab
Skyscraper	Arranha-céu
Slash (musician)	Slash
Slavery	Escravidão
Slayer	Slayer
Sleep	Sono
Slovakia	Eslováquia
Slovakia	Categoria:Eslováquia
Slovenia	Eslovénia
Slovenia	Categoria:Eslovênia
Small intestine	Intestino delgado
Smog	Névoa seca
Smolensk	Smolensk
Snake	Cobra
Snooker	Snooker
Snow	Neve
Soap	Sabonete
Social psychology	Psicologia social
Socialism	Socialismo
Socialism	Categoria:Socialismo
Socialist Party (France)	Partido Socialista (França)
Society	Categoria:Sociedade
Society	Sociedade
Society of Jesus	Companhia de Jesus
Sociolinguistics	Sociolingüística
Sociology	Sociologia
Sociology	Categoria:Sociologia
Socrates	Sócrates
Sodium	Sódio
Sodium bicarbonate	Bicarbonato de sódio
Sodium chloride	Cloreto de sódio
Sodium hydroxide	Hidróxido de sódio
Sofia	Sófia
Softball	Softbol
Software	Categoria:Programas de computador
Soil	Solo
Solanaceae	Solanaceae
Solanaceae	Categoria:Solanaceae
Solar System	Sistema Solar
Solar System	Categoria:Sistema solar
Solar cell	Célula fotoeléctrica
Solar eclipse	Eclipse solar
Solar energy	Energia solar
Solar wind	Vento solar
Solid	Sólido
Solid state	Sólido
Solidarity	Solidarność
Solomon	Salomão
Solomon Islands	Ilhas Salomão
Solomon Islands	Categoria:Ilhas Salomão
Solon	Sólon
Solstice	Solstício
Solution	Soluto
Solvent	Solvente
Somalia	Somália
Somalia	Categoria:Somália
Somerset	Somerset
Somme	Somme (departamento)
Sonata	Sonata
Song	Canção
Song of Solomon	Cântico dos Cânticos
Sonnet	Soneto
Sophia Loren	Sophia Loren
Sophism	Sofisma
Sophocles	Sófocles
Soprano	Soprano
Sorbonne	Sorbonne
Sorghum	Sorghum
Sorting algorithm	Algoritmo de ordenação
Soul	Alma
Sound	Som
Soup	Sopa
Source code	Código fonte
South	Sul
South Africa	Categoria:África do Sul
South America	América do Sul
South America	Categoria:América do Sul
South Australia	Austrália Meridional
South Carolina	Carolina do Sul
South Carolina	Categoria:Carolina do Sul
South China Sea	Mar da China Meridional
South Dakota	Dacota do Sul
South Dakota	Categoria:Dakota do Sul
South Island	Ilha Sul
South Korea	Coreia do Sul
South Korea	Categoria:Coreia do Sul
South Pole	Pólo Sul
South Vietnam	Vietname do Sul
Southeast Asia	Sueste asiático
Southern Hemisphere	Hemisfério sul
Sovereignty	Soberania
Soviet Union	União das Repúblicas Socialistas Soviéticas
Soviet Union	Categoria:União Soviética
Soybean	Soja
Space	Espaço
Space Shuttle	Ônibus Espacial
Space station	Estação espacial
Spacecraft	Nave espacial
Spaghetti	Espaguete
Spain	Espanha
Spain	Categoria:Espanha
Spam (electronic)	Spam
Spanish Civil War	Guerra Civil Espanhola
Spanish people	Categoria:Espanhóis
Spanish-American War	Guerra Hispano-Americana
Sparta	Esparta
Spear	Lança
Special relativity	Relatividade restrita
Species	Espécie
Spectroscopy	Espectroscopia
Speed	Rapidez
Speed of light	Velocidade da luz
Speleology	Espeleologia
Spencer Tracy	Spencer Tracy
Sperm Whale	Cachalote
Spermatophyte	Espermatófita
Spermatozoon	Espermatozóide
Sphere	Esfera (geometria)
Sphinx	Esfinge
Spice	Especiaria
Spider	Aranha
Spin (physics)	Spin
Spinach	Espinafre
Spinal cord	Medula espinhal
Spiral galaxy	Galáxia espiral
Spleen	Baço
Split	Split
Sponge	Porifera
Sport	Desporto
Spreadsheet	Planilha eletrônica
Spree	Rio Spree
Spring (season)	Primavera
Springfield	Springfield (Illinois)
Spyware	Spyware
Squamata	Escamados
Square (geometry)	Quadrado
Square metre	Metro quadrado
Square root	Raiz quadrada
Squash (sport)	Squash
Squirrel	Esquilo
Sri Lanka	Sri Lanka
Sri Lanka	Categoria:Sri Lanka
St. Louis	St. Louis (Missouri)
Stadium	Estádio
Stained glass	Vitral
Stainless steel	Aço inoxidável
Stalinism	Stalinismo
Standard Generalized Markup Language	SGML
Standard deviation	Desvio padrão
Stanford University	Universidade de Stanford
Stanley Kubrick	Stanley Kubrick
Star	Estrela
Star of David	Estrela de Davi
Starch	Amido
Starfish	Estrela-do-mar
State	Estado
Staten Island	Staten Island
Statistical mechanics	Mecânica estatística
Statistics	Estatística
Statistics	Categoria:Estatística
Statue of Liberty	Estátua da Liberdade
Stavanger	Stavanger
Steam	Vapor
Steam engine	Motor a vapor
Steel	Aço
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Estegossauro
Stem cell	Célula-tronco
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Estepe
Steradian	Esferorradiano
Sternum	Esterno
Steroid	Esteróide
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	Bolsa de valores
Stockholm	Estocolmo
Stoicism	Estoicismo
Stomach	Estômago
Stone Age	Idade da Pedra
Stonehenge	Stonehenge
Stork	Cegonha
Storm	Tempestade
Strait	Estreito
Strait of Gibraltar	Estreito de Gibraltar
Strait of Hormuz	Estreito de Ormuz
Strait of Magellan	Estreito de Magalhães
Strait of Messina	Estreito de Messina
Straits	Categoria:Estreitos
Strasbourg	Estrasburgo
Strategy	Estratégia
Stratigraphy	Estratigrafia
Stratosphere	Estratosfera
Strawberry	Morangueiro
Stress (medicine)	Estresse
String theory	Teoria das cordas
Stroke	AVC
Strong interaction	Força forte
Strontium	Estrôncio
Structuralism	Estruturalismo
Stub	Predefinição:Esboço
Student	Aluno
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Estugarda
Styx	Estige
Sub-Saharan Africa	África subsariana
Subculture	Subcultura
Sublimation (chemistry)	Sublimação
Submarine	Submarino
Subset	Subconjunto
Subtraction	Subtração
Subversion (software)	Subversion
Sucre	Sucre
Sucrose	Sacarose
Sudan	Sudão
Sudan	Categoria:Sudão
Sudoku	Sudoku
Suez Canal	Canal de Suez
Suffix	Sufixo
Sufism	Sufismo
Sugar	Açúcar
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Celebes
Sulfur	Enxofre
Sulfur dioxide	Dióxido de enxofre
Sulfur mustard	Gás Mostarda
Sulfuric acid	Ácido sulfúrico
Sultan	Sultão
Sumatra	Samatra
Sumer	Suméria
Summer	Verão
Sumo	Sumô
Sun	Sol
Sun	Categoria:Sol
Sun Yat-sen	Sun Yat-sen
Sunday	Domingo
Sundial	Relógio de sol
Sunflower	Girassol
Sunni Islam	Islão Sunita
Sunspot	Mancha solar
Supercomputer	Supercomputador
Superconductivity	Supercondutividade
Superman	Superman
Supernova	Supernova
Supreme Court of the United States	Suprema Corte dos Estados Unidos da América
Sura	Sura
Surface tension	Tensão superficial
Surgeon	Cirurgia
Surgery	Cirurgia
Surgery	Categoria:Cirurgia
Suriname	Suriname
Suriname	Categoria:Suriname
Surrealism	Surrealismo
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swallow	Andorinha
Swan	Cisne
Swastika	Suástica
Swaziland	Suazilândia
Swaziland	Categoria:Suazilândia
Sweden	Suécia
Sweden	Categoria:Suécia
Swedish krona	Coroa sueca
Sweet potato	Batata-doce
Swimming	Natação
Swimming	Categoria:Natação
Swiss franc	Franco suíço
Swiss people	Categoria:Suíços
Switzerland	Suíça
Switzerland	Categoria:Suíça
Sword	Espada
Sydney	Sydney
Syllable	Sílaba
Sylvia Plath	Sylvia Plath
Symbiosis	Simbiose
Symbol	Símbolo
Symphony	Sinfonia
Symptom	Sintoma
Synagogue	Sinagoga
Syndicate	Sindicato
Synesthesia	Sinestesia
Synonym	Sinônimo
Syntax	Sintaxe
Synthesizer	Sintetizador
Syphilis	Sífilis
Syracuse	Siracusa
Syria	Síria
Syria	Categoria:Síria
System	Sistema
Systematics	Sistemática
T	T
T. E. Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Table (furniture)	Mesa
Table tennis	Tênis de mesa
Taboo	Tabu
Tacitus	Públio Cornélio Tácito
Taekwondo	Taekwondo
Tagus	Rio Tejo
Tahiti	Taiti
Tai chi chuan	Tai Chi Chuan
Tail	Cauda
Taipei	Taipé
Taiwan	Categoria:Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tajikistan	Tadjiquistão
Tajikistan	Categoria:Tadjiquistão
Talc	Talco
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmude
Tamil Nadu	Tamil Nadu
Tampa	Tampa (Flórida)
Tampere	Tampere
Tanakh	Tanakh
Tang Dynasty	Dinastia Tang
Tangier	Tânger
Tango (dance)	Tango
Tank	Carro de combate
Tantalum	Tântalo (elemento químico)
Tantalus	Tântalo
Tanzania	Tanzânia
Tanzania	Categoria:Tanzânia
Taoism	Taoísmo
Tapir	Anta
Tardigrade	Tardigrada
Tarn	Tarn
Tarragon	Estragão
Tartarus	Tártaro (mitologia)
Tartu	Tartu
Tashkent	Tashkent
Tasman Sea	Mar da Tasmânia
Tasmania	Tasmânia
Tasmanian Devil	Diabo-da-tasmânia
Taste	Paladar
Tattoo	Tatuagem
Tau	Τ
Taurus (constellation)	Taurus
Tawny Owl	Aluco
Tax	Taxa
Taxation	Categoria:Impostos
Taxicab	Táxi
Taxon	Táxon
Taxonomy	Taxonomia
Taxus baccata	Teixo
Tbilisi	Tbilisi
Tea	Chá
Tea	Categoria:Chá
Technetium	Tecnécio
Techno	Techno
Technology	Tecnologia
Technology	Categoria:Tecnologia
Tegucigalpa	Tegucigalpa
Tehran	Teerã
Tel Aviv	Tel Aviv-Yafo
Telecommunication	Telecomunicação
Telegraphy	Telegrafia
Telepathy	Telepatia
Telephone	Telefone
Telescope	Telescópio
Telescopium	Telescopium
Television	Televisão
Television	Categoria:Televisão
Tellurium	Telúrio
Temperature	Temperatura
Temple	Templo
Temple of Artemis	Templo de Ártemis
Ten Commandments	Dez Mandamentos
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Categoria:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Ténis
Tennis	Categoria:Tênis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Térbio
Termite	Cupim
Terpsichore	Terpsícore
Terrestrial planet	Planeta telúrico
Terrorism	Terrorismo
Terrorism	Categoria:Terrorismo
Tertullian	Tertuliano
Tesla (unit)	Tesla
Testicle	Testículo
Testosterone	Testosterona
Tetanus	Tétano
Tethys (moon)	Tétis (satélite)
Tethys (mythology)	Tétis (Titanide)
Tetrahedron	Tetraedro
Tetrahydrocannabinol	Tetraidrocanabinol
Tetrapod	Tetrápodes
Texas	Texas
Texas	Categoria:Texas
Textile	Têxtil
Thailand	Tailândia
Thailand	Categoria:Tailândia
Thales	Tales de Mileto
Thalia	Tália
Thallium	Tálio
Thanatos	Tânatos
Thanksgiving	Ação de Graças
Thanksgiving (Canada)	Ação de Graças
Thanksgiving (United States)	Ação de Graças
Thanksgiving (disambiguation)	Ação de Graças
The Gambia	Gâmbia
The Gambia	Categoria:Gâmbia
The Hague	A Haia
The Star-Spangled Banner	Hino nacional dos Estados Unidos da América
Theatre	Teatro
Theatre	Categoria:Teatro
Thebe (moon)	Tebe (satélite)
Thebes	Tebas (Grécia)
Thebes	Tebas (Egipto)
Theia	Téia
Themis	Têmis
Themistocles	Temístocles
Theocracy	Teocracia
Theodolite	Teodolito
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Teodósio I
Theology	Teologia
Theology	Categoria:Teologia
Theorem	Teorema
Theory	Teoria
Theory of relativity	Teoria da relatividade
Theravada	Theravada
Thermodynamics	Termodinâmica
Thermodynamics	Categoria:Termodinâmica
Thermometer	Termômetro
Theseus	Teseu
Thessaloniki	Salónica
Thessaly	Tessália
Theta	Θ
Thetis	Tétis (Nereida)
Thiamine	Tiamina
Think tank	Think tank
Third Crusade	Terceira Cruzada
Third World	Terceiro Mundo
Thirty Years' War	Guerra dos Trinta Anos
Thomas Aquinas	Tomás de Aquino
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Thor
Thorium	Tório
Thoth	Tot
Thought	Pensamento
Thrace	Trácia
Thucydides	Tucídides
Thulium	Túlio
Thumb	Polegar
Thuringia	Turíngia
Thuringia	Categoria:Turíngia
Thursday	Quinta-feira
Thylacine	Tigre da Tasmânia
Thyme	Thymus
Thymine	Timina
Thyroid	Tiróide
Tianjin	Tianjin
Tiber	Rio Tibre
Tiberius	Tibério
Tibet	Tibete
Tibet	Categoria:Tibete
Ticino	Tessino (cantão)
Tide	Maré
Tierra del Fuego	Terra do Fogo
Tiger	Tigre
Tigris	Rio Tigre
Tilia	Tilia
Timbuktu	Tombuctu
Time	Tempo
Time	Categoria:Tempo
Time (magazine)	Time (revista)
Time zone	Fuso horário
Timor	Timor
Timur	Tamerlão
Tin	Estanho
Tirana	Tirana
Tissue (biology)	Tecido
Tit (bird)	Paridae
Titan (disambiguation)	Titã
Titan (moon)	Titã
Titan (mythology)	Titã (mitologia)
Titania (moon)	Titânia (satélite)
Titanium	Titânio
Titian	Tiziano
Titus	Tito (imperador)
Tivoli	Tivoli
Tobacco	Tabaco
Tocantins (state)	Tocantins
Tocopherol	Tocoferol
Tofu	Tofu
Togo	Togo
Togo	Categoria:Togo
Tokyo	Tóquio
Toledo	Toledo
Toluene	Tolueno
Tom Hanks	Tom Hanks
Tom and Jerry	Tom & Jerry
Tomato	Tomate
Ton	Tonelada
Tonga	Tonga
Tonga	Categoria:Tonga
Toni Morrison	Toni Morrison
Tonne	Tonelada
Tony Blair	Tony Blair
Tool	Ferramenta
Tooth	Dente
Toothbrush	Escova de dentes
Topaz	Topázio
Topeka	Topeka (Kansas)
Topology	Topologia (matemática)
Topology	Categoria:Topologia
Torah	Torá
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Torque	Torque
Tortoise	Tartaruga
Torture	Tortura
Torus	Toro (topologia)
Totalitarianism	Totalitarismo
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turismo
Tourism	Categoria:Turismo
Tours	Tours
Tower	Torre
Tower of Babel	Torre de Babel
Tower of London	Torre de Londres
Town	Cidade
Toxicity	Veneno
Toxicology	Toxicologia
Toy	Brinquedo
Toyota	Toyota Motor
Tractor	Tractor
Trade	Comércio
Trade union	Sindicato
Trademark	Marca registrada
Tradition	Tradição
Tragedy	Tragédia
Train	Trem
Train station	Estação ferroviária
Trajan	Trajano
Tram	Eléctrico
Transcendental number	Número transcendente
Transformer	Transformador
Transistor	Transístor
Transliteration	Transliteração
Transmission Control Protocol	Transmission Control Protocol
Transportation	Categoria:Transporte
Transsexualism	Transexual
Transylvania	Transilvânia
Trapezoid	Trapézio (geometria)
Treaty	Tratado
Treaty of Versailles	Tratado de Versalhes (1919)
Tree	Árvore
Trento	Trento
Trenton	Trenton
Triangle	Triângulo
Triangulum	Triangulum
Triangulum Australe	Triangulum Australe
Triassic	Triássico
Tributary	Afluente
Triceratops	Tricerátopo
Trier	Trier
Trigonometric function	Função trigonométrica
Trigonometry	Trigonometria
Trigonometry	Categoria:Trigonometria
Trilobite	Trilobita
Trilogy	Trilogia
Trinidad	Trinidad
Trinidad and Tobago	Trinidad e Tobago
Trinidad and Tobago	Categoria:Trinidad e Tobago
Trinitrotoluene	TNT
Trinity	Santíssima Trindade
Tripoli	Trípoli
Triskelion	Triskle
Tritium	Trítio
Triton (moon)	Tritão (satélite)
Triton (mythology)	Tritão (mitologia)
Triumphal arch	Arco do triunfo
Trojan Horse	Cavalo de Tróia
Trojan War	Guerra de Tróia
Trojan horse (computing)	Trojan
Troll	Troll
Troll (Internet)	Troll (internet)
Trolleybus	Trólebus
Trombone	Trombone
Trondheim	Trondheim
Tropic of Cancer	Trópico de Câncer
Tropic of Capricorn	Trópico de Capricórnio
Tropics	Trópico
Troposphere	Troposfera
Trotskyism	Trotskismo
Troy	Tróia
Truck	Camião
Truman Doctrine	Doutrina Truman
Trumpet	Trompete
Truth	Verdade
Trygve Lie	Trygve Lie
Tryptophan	Triptófano
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuaregues
Tuba	Tuba
Tuber (genus)	Trufa
Tuberculosis	Tuberculose
Tucana	Tucana
Tucson	Tucson
Tuesday	Terça-feira
Tulip	Tulipa
Tumor	Tumor
Tundra	Tundra
Tungsten	Tungstênio
Tunicate	Urochordata
Tunis	Tunes (Tunísia)
Tunisia	Tunísia
Tunisia	Categoria:Tunísia
Tunnel	Túnel (construção)
Turbine	Turbina
Turin	Turim
Turing machine	Máquina de Turing
Turkey	Turquia
Turkey	Categoria:Turquia
Turkmenistan	Turquemenistão
Turkmenistan	Categoria:Turquemenistão
Turmeric	Cúrcuma
Turtle	Tartaruga
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Categoria:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Máquina de escrever
Typhon	Tifão
Typography	Tipografia
Typography	Categoria:Tipografia
Tyrannosaurus	Tiranossauro
Tyre	Tiro
Tyrol (state)	Tirol (Áustria)
Tyrrhenian Sea	Mar Tirreno
U	U
UNESCO	Organização das Nações Unidas para a Educação, a Ciência e a Cultura
Ufa	Ufa
Uganda	Uganda
Uganda	Categoria:Uganda
Ukraine	Ucrânia
Ukraine	Categoria:Ucrânia
Ulan Bator	Ulaanbaatar
Ulster	Ulster
Ultrasound	Ultra-som
Ultraviolet	Radiação ultravioleta
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Guarda-chuva
Umbria	Úmbria
Uncertainty principle	Princípio da incerteza de Heisenberg
Unemployment	Desemprego
Unicorn	Unicórnio
Unidentified flying object	OVNI
Uniform Resource Locator	URL
Union (set theory)	União (matemática)
United Arab Emirates	Emirados Árabes Unidos
United Arab Emirates	Categoria:Emirados Árabes Unidos
United Arab Republic	República Árabe Unida
United Kingdom	Reino Unido
United Kingdom	Categoria:Reino Unido
United Nations	Organização das Nações Unidas
United Nations	Categoria:Nações Unidas
United Nations Children's Fund	Fundo das Nações Unidas para a Infância
United States	Estados Unidos da América
United States	Categoria:Estados Unidos da América
United States Air Force	Força Aérea dos Estados Unidos
United States Congress	Congresso dos Estados Unidos da América
United States Constitution	Constituição dos Estados Unidos da América
United States House of Representatives	Câmara dos Representantes dos Estados Unidos da América
United States Military Academy	Academia Militar dos Estados Unidos da América
United States Navy	Marinha dos Estados Unidos da América
United States Senate	Senado dos Estados Unidos da América
United States Virgin Islands	Ilhas Virgens Americanas
United States dollar	Dólar americano
Universe	Universo
University	Universidade
University of Chicago	Universidade de Chicago
University of Pennsylvania	Universidade da Pensilvânia
Unix	Unix
Unix	Categoria:Unix
Ununbium	Unúnbio
Ununhexium	Ununhexio
Ununpentium	Ununpentio
Ununquadium	Ununquadio
Ununtrium	Ununtrio
Upanishad	Upanixade
Uppsala	Uppsala
Upsilon	Υ
Ur	Ur
Uracil	Uracilo
Ural Mountains	Montes Urais
Urania	Urânia
Uranium	Urânio
Uranus	Urano (planeta)
Uranus	Categoria:Urano
Uranus (mythology)	Urano (mitologia)
Urdu	Língua urdu
Urea	Uréia
Urine	Urina
Ursa Major	Ursa Major
Ursa Minor	Ursa Minor
Uruguay	Uruguai
Uruguay	Categoria:Uruguai
Utah	Utah
Utah	Categoria:Utah
Uterus	Útero
Utilitarianism	Utilitarismo
Utopia	Utopia
Utrecht (city)	Utrecht (cidade)
Utrecht (province)	Utrecht (província)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbequistão
Uzbekistan	Categoria:Uzbequistão
V	V
Vaccine	Vacina
Vacuole	Vacúolo
Vacuum	Vácuo
Vacuum tube	Válvula termiônica
Vaduz	Vaduz
Vagina	Vagina
Valence	Valença (França)
Valence (chemistry)	Valência (química)
Valencia	Valência (Espanha)
Valencia	Valência
Valentina Tereshkova	Valentina Tereshkova
Valentine's Day	Dia dos Namorados
Valhalla	Valhala
Valkyrie	Valquíria
Valletta	Valeta
Valley	Vale
Vampire	Vampiro
Vanadium	Vanádio
Vancouver	Vancouver
Vancouver Island	Ilha Vancouver
Vandalism	Vandalismo
Vanir	Vanir
Vanuatu	Vanuatu
Vanuatu	Categoria:Vanuatu
Var (department)	Var (departamento)
Variance	Variância
Varna	Varna (Bulgária)
Vascular plant	Planta vascular
Vatican City	Vaticano
Vatican City	Categoria:Vaticano
Vector (spatial)	Vector (espacial)
Vega	Vega (estrela)
Vegetable	Hortaliça
Vegetarianism	Vegetarianismo
Vein	Veia
Vela (constellation)	Vela (constelação)
Velociraptor	Velociráptor
Velocity	Velocidade
Veneto	Vêneto
Venezuela	Venezuela
Venezuela	Categoria:Venezuela
Venice	Veneza
Venus	Vénus (planeta)
Venus (disambiguation)	Vênus
Venus (mythology)	Vênus (mitologia)
Verb	Verbo
Vermont	Vermont
Vermont	Categoria:Vermont
Verona	Verona
Versailles	Versalhes
Vertebra	Vértebra
Vertebral column	Coluna vertebral
Vertebrate	Vertebrados
Vespasian	Vespasiano
Vesta (mythology)	Vesta (mitologia)
Veto	Veto
Vice President of the United States	Vice-presidente dos Estados Unidos da América
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria (Seychelles)
Victoria	Victoria (Colúmbia Britânica)
Victoria	Victoria
Victoria (Australia)	Victoria (Austrália)
Victoria Falls	Parque Nacional de Victoria Falls
Video	Vídeo
Video game	Videogame
Vienna	Viena
Vienna	Categoria:Viena
Vienne	Vienne (departamento)
Vientiane	Vientiane
Vietnam	Vietname
Vietnam	Categoria:Vietname
Vietnam War	Guerra do Vietnã
Vietnam War	Categoria:Guerra do Vietnam
Viking	Vikings
Vilfredo Pareto	Vilfredo Pareto
Village	Povoado
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Vinagre
Viola	Viola
Violence	Violência
Violin	Violino
Virgil	Virgílio
Virgin Islands	Ilhas Virgens
Virginia	Virgínia
Virginia	Categoria:Virgínia
Virginia Woolf	Virginia Woolf
Virginity	Virgindade
Virgo (constellation)	Virgo
Virtual memory	Memória virtual
Virtual reality	Realidade virtual
Virtue	Virtude
Virus	Vírus
Viscosity	Viscosidade
Vishnu	Vixnu
Vistula	Rio Vístula
Vitamin	Vitamina
Vitamin A	Vitamina A
Vitamin B6	Piridoxina
Vitamin D	Vitamina D
Vitamin K	Vitamina K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Caso vocativo
Vodka	Vodca
Volans	Volans
Volcano	Vulcão
Volcanology	Categoria:Vulcanologia
Volcanology	Vulcanologia
Volga River	Rio Volga
Volgograd	Volgogrado
Volleyball	Voleibol
Volleyball	Categoria:Voleibol
Volt	Volt
Voltage	Tensão elétrica
Voltaire	Voltaire
Volume	Volume
Vomiting	Emese
Voodoo	Vodou haitiano
Vowel	Vogal
Vulcan (mythology)	Vulcano (mitologia)
Vulgar Latin	Latim vulgar
Vulgate	Vulgata
Vulpecula	Vulpecula
Vulva	Vulva
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Wahhabismo
Wake Island	Ilha Wake
Wales	País de Gales
Wales	Categoria:País de Gales
Walnut	Juglans
Walrus	Morsa
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Guerra
War	Categoria:Guerra
War crime	Crime de guerra
War of the Spanish Succession	Guerra da Sucessão Espanhola
Wars of the Roses	Guerra das Rosas
Warsaw	Varsóvia
Wart	Verruga
Washing machine	Máquina de lavar roupa
Washington	Washington, DC
Washington	Washington
Washington	Categoria:Washington
