German	English
Trompete	Trumpet
Wahrheit	Truth
Trygve Lie	Trygve Lie
Tryptophan	Tryptophan
Zar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuba	Tuba
Trüffel	Tuber (genus)
Tuberkulose	Tuberculosis
Tukan (Sternbild)	Tucana
Tucson	Tucson
Dienstag	Tuesday
Tulpen	Tulip
Tumor	Tumor
Tundra	Tundra
Wolfram	Tungsten
Manteltiere	Tunicate
Tunis	Tunis
Tunesien	Tunisia
Kategorie:Tunesien	Tunisia
Tunnel	Tunnel
Turbine	Turbine
Turin	Turin
Turingmaschine	Turing machine
Türkei	Turkey
Kategorie:Türkei	Turkey
Turkmenistan	Turkmenistan
Kategorie:Turkmenistan	Turkmenistan
Kurkuma	Turmeric
Schildkröten	Turtle
Toskana	Tuscany
Tuvalu	Tuvalu
Kategorie:Tuvalu	Tuvalu
Tux (Maskottchen)	Tux
Tycho Brahe	Tycho Brahe
Schreibmaschine	Typewriter
Typhon (Mythologie)	Typhon
Typografie	Typography
Kategorie:Typografie	Typography
Tyrannosaurus rex	Tyrannosaurus
Tyros	Tyre
Tirol (Bundesland)	Tyrol (state)
Tyrrhenisches Meer	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa (Stadt)	Ufa
Uganda	Uganda
Kategorie:Uganda	Uganda
Ukraine	Ukraine
Kategorie:Ukraine	Ukraine
Ulaanbaatar	Ulan Bator
Ulster	Ulster
Ultraschall	Ultrasound
Ultraviolettstrahlung	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Regenschirm	Umbrella
Umbrien	Umbria
Heisenbergsche Unschärferelation	Uncertainty principle
Arbeitslosigkeit	Unemployment
Einhorn	Unicorn
UFO	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Mengenlehre#Vereinigungsmenge	Union (set theory)
Vereinigte Arabische Emirate	United Arab Emirates
Kategorie:Vereinigte Arabische Emirate	United Arab Emirates
Vereinigte Arabische Republik	United Arab Republic
Vereinigtes Königreich	United Kingdom
Kategorie:Vereinigtes Königreich	United Kingdom
Vereinte Nationen	United Nations
Kategorie:Vereinte Nationen	United Nations
UNICEF	United Nations Children's Fund
Vereinigte Staaten	United States
Kategorie:Vereinigte Staaten	United States
United States Air Force	United States Air Force
Kongress der Vereinigten Staaten	United States Congress
Verfassung der Vereinigten Staaten	United States Constitution
Repräsentantenhaus der Vereinigten Staaten	United States House of Representatives
United States Military Academy	United States Military Academy
United States Navy	United States Navy
Senat der Vereinigten Staaten	United States Senate
Amerikanische Jungferninseln	United States Virgin Islands
United States Dollar	United States dollar
Universum	Universe
Hochschule	University
University of Chicago	University of Chicago
University of Pennsylvania	University of Pennsylvania
Unix	Unix
Kategorie:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishaden	Upanishad
Uppsala	Uppsala
Ypsilon	Upsilon
Ur (Stadt)	Ur
Uracil	Uracil
Ural	Ural Mountains
Urania	Urania
Uran	Uranium
Uranus (Planet)	Uranus
Kategorie:Uranus (Planet)	Uranus
Uranos (Mythologie)	Uranus (mythology)
Urdu	Urdu
Harnstoff	Urea
Urin	Urine
Großer Bär	Ursa Major
Kleiner Bär	Ursa Minor
Uruguay	Uruguay
Kategorie:Uruguay	Uruguay
Utah	Utah
Kategorie:Utah	Utah
Gebärmutter	Uterus
Utilitarismus	Utilitarianism
Utopie	Utopia
Utrecht	Utrecht (city)
Utrecht (Provinz)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Usbekistan	Uzbekistan
Kategorie:Usbekistan	Uzbekistan
V	V
Impfstoff	Vaccine
Vakuole	Vacuole
Vakuum	Vacuum
Elektronenröhre	Vacuum tube
Vaduz	Vaduz
Vagina	Vagina
Valence	Valence
Wertigkeit (Chemie)	Valence (chemistry)
Valencia	Valencia
Valencia (Begriffsklärung)	Valencia
Walentina Wladimirowna Tereschkowa	Valentina Tereshkova
Valentinstag	Valentine's Day
Walhall	Valhalla
Walküre	Valkyrie
Valletta	Valletta
Tal	Valley
Vampir	Vampire
Vanadium	Vanadium
Vancouver	Vancouver
Vancouver Island	Vancouver Island
Vandalismus	Vandalism
Wanen	Vanir
Vanuatu	Vanuatu
Kategorie:Vanuatu	Vanuatu
Var (Département)	Var (department)
Varianz	Variance
Warna	Varna
Gefäßpflanzen	Vascular plant
Vatikanstadt	Vatican City
Kategorie:Vatikan	Vatican City
Vektor	Vector (spatial)
Wega	Vega
Gemüse	Vegetable
Vegetarismus	Vegetarianism
Vene	Vein
Segel des Schiffs (Sternbild)	Vela (constellation)
Velociraptor	Velociraptor
Geschwindigkeit	Velocity
Venetien	Veneto
Venezuela	Venezuela
Kategorie:Venezuela	Venezuela
Venedig	Venice
Venus (Planet)	Venus
Venus	Venus (disambiguation)
Venus (Mythologie)	Venus (mythology)
Verb	Verb
Vermont	Vermont
Kategorie:Vermont	Vermont
Verona	Verona
Versailles	Versailles
Wirbel (Anatomie)	Vertebra
Wirbelsäule	Vertebral column
Wirbeltiere	Vertebrate
Vespasian	Vespasian
Vesta	Vesta (mythology)
Veto	Veto
Vizepräsident der Vereinigten Staaten	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria (Seychellen)	Victoria
Victoria (British Columbia)	Victoria
Viktoria	Victoria
Victoria (Australien)	Victoria (Australia)
Victoriafälle	Victoria Falls
Videotechnik	Video
Computerspiel	Video game
Wien	Vienna
Kategorie:Wien	Vienna
Vienne (Département)	Vienne
Vientiane	Vientiane
Vietnam	Vietnam
Kategorie:Vietnam	Vietnam
Vietnamkrieg	Vietnam War
Kategorie:Vietnamkrieg	Vietnam War
Wikinger	Viking
Vilfredo Pareto	Vilfredo Pareto
Dorf	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Essig	Vinegar
Bratsche	Viola
Gewalt	Violence
Violine	Violin
Vergil	Virgil
Jungferninseln	Virgin Islands
Virginia	Virginia
Kategorie:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Jungfrau	Virginity
Jungfrau (Sternbild)	Virgo (constellation)
Virtuelle Speicherverwaltung	Virtual memory
Virtuelle Realität	Virtual reality
Tugend	Virtue
Viren	Virus
Viskosität	Viscosity
Vishnu	Vishnu
Weichsel	Vistula
Vitamine	Vitamin
Retinol	Vitamin A
Pyridoxin	Vitamin B6
Ascorbinsäure	Vitamin C
Cholecalciferol	Vitamin D
Vitamin K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Wladimir Wladimirowitsch Putin	Vladimir Putin
Wladiwostok	Vladivostok
Vokativ	Vocative case
Wodka	Vodka
Fliegender Fisch (Sternbild)	Volans
Vulkan	Volcano
Kategorie:Vulkanismus	Volcanology
Vulkanologie	Volcanology
Wolga	Volga River
Wolgograd	Volgograd
Volleyball	Volleyball
Kategorie:Volleyball	Volleyball
Volt	Volt
Elektrische Spannung	Voltage
Voltaire	Voltaire
Volumen	Volume
Erbrechen	Vomiting
Voodoo	Voodoo
Vokal	Vowel
Vulcanus	Vulcan (mythology)
Vulgärlatein	Vulgar Latin
Vulgata	Vulgate
Fuchs (Sternbild)	Vulpecula
Vulva	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabiten	Wahhabism
Wake	Wake Island
Wales	Wales
Kategorie:Wales	Wales
Walnüsse	Walnut
Walross	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Krieg	War
Kategorie:Krieg	War
Kriegsverbrechen	War crime
Spanischer Erbfolgekrieg	War of the Spanish Succession
Rosenkriege	Wars of the Roses
Warschau	Warsaw
Warze	Wart
Waschmaschine	Washing machine
Washington D. C.	Washington
Washington (Bundesstaat)	Washington
Kategorie:Washington	Washington
Washington	Washington (disambiguation)
Wassily Kandinsky	Wassily Kandinsky
Abfall	Waste
Wasser	Water
Kategorie:Wasser	Water
Wasserball	Water polo
Wasserfall	Waterfall
Watergate-Affäre	Watergate scandal
Wassermelone	Watermelon
Watt (Einheit)	Watt
Wattstunde	Watt-hour
Welle (Physik)	Wave
Wellenlänge	Wavelength
Wachs	Wax
Schwache Wechselwirkung	Weak interaction
Waffe	Weapon
Wetter	Weather
Webbrowser	Web browser
Webseite	Web page
Webcam	Webcam
Weber (Einheit)	Weber (unit)
Website	Website
Mittwoch	Wednesday
Woche	Week
Gewicht	Weight
Gewichtheben	Weightlifting
Weimar	Weimar
Weimarer Republik	Weimar Republic
Schweißen	Welding
Wellington	Wellington
Werwolf	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Westen	West
Westafrika	West Africa
Westjordanland	West Bank
Westbengalen	West Bengal
West-Berlin	West Berlin
Westdeutschland	West Germany
West Sussex	West Sussex
West Virginia	West Virginia
Kategorie:West Virginia	West Virginia
Western Australia	Western Australia
Weströmisches Reich	Western Roman Empire
Westsahara	Western Sahara
Kategorie:Westsahara	Western Sahara
Westminster Abbey	Westminster Abbey
Wale	Whale
Weizen	Wheat
Rad	Wheel
Whisky	Whisky
Weißes Haus	White House
Weißes Meer	White Sea
Leukozyt	White blood cell
Weißer Zwerg	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Wide Area Network	Wide area network
Wiesbaden	Wiesbaden
Wildkatze	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Testament	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William H. Harrison	William Henry Harrison
Wilhelm Herschel	William Herschel
William Howard Taft	William Howard Taft
Wilhelm I. (Deutsches Reich)	William I
Wilhelm II. (Deutsches Reich)	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William B. Shockley	William Shockley
William Wordsworth	William Wordsworth
Wilhelm von Ockham	William of Ockham
Weiden (Botanik)	Willow
Willy Brandt	Willy Brandt
Blasinstrument	Wind instrument
Windenergie	Wind power
Windhoek	Windhoek
Windmühle	Windmill
Fenster	Window
Wein	Wine
Kategorie:Wein	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Winter
Olympische Winterspiele	Winter Olympic Games
Kategorie:Olympische Winterspiele	Winter Olympic Games
Wisconsin	Wisconsin
Kategorie:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Frau	Woman
Holz	Wood
Woodrow Wilson	Woodrow Wilson
Holzblasinstrument	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Wort	Word
Textverarbeitung	Word processor
Welt	World
Weltbank	World Bank
Weltgesundheitsorganisation	World Health Organization
World Meteorological Organization	World Meteorological Organization
World Trade Center	World Trade Center
Welthandelsorganisation	World Trade Organization
Erster Weltkrieg	World War I
Kategorie:Erster Weltkrieg	World War I
Zweiter Weltkrieg	World War II
Kategorie:Zweiter Weltkrieg	World War II
World Wide Web	World Wide Web
Kategorie:World Wide Web	World Wide Web
Weltkrieg	World war
Würmer	Worm
Wurmloch	Wormhole
Schriftsteller	Writer
Schrift	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Kategorie:Wyoming	Wyoming
X	X
Röntgenstrahlung	X-ray
Nebengelenktiere	Xenarthra
Xenon	Xenon
Xenophanes	Xenophanes
Xenophobie	Xenophobia
Xenophon	Xenophon
Xi	Xi
Xinjiang	Xinjiang
Xylophon	Xylophone
Y	Y
JHWH	Yahweh
Yak	Yak
Yakuza	Yakuza
Yale University	Yale University
Jalta	Yalta
Erklärung von Jalta	Yalta Conference
Rangun	Yangon
Chang Jiang	Yangtze River
Yard	Yard
Jassir Arafat	Yasser Arafat
Jahr	Year
Kategorie:Jahr	Years
Hefen	Yeast
Gelb	Yellow
Gelber Fluss	Yellow River
Gelbes Meer	Yellow Sea
Yellowstone-Nationalpark	Yellowstone National Park
Jemen	Yemen
Kategorie:Jemen	Yemen
Jenissei	Yenisei River
Eriwan	Yerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-Yo	Yo-yo
Yoga	Yoga
Joghurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Jom Kippur	Yom Kippur
Jom-Kippur-Krieg	Yom Kippur War
York	York
Yosemite-Nationalpark	Yosemite National Park
Elastizitätsmodul	Young's modulus
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuan-Dynastie	Yuan Dynasty
Jugoslawien	Yugoslavia
Kategorie:Jugoslawien	Yugoslavia
Yukon (Territorium)	Yukon
Yunnan	Yunnan
Juri Alexejewitsch Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Sambesi	Zambezi
Sambia	Zambia
Kategorie:Sambia	Zambia
Sansibar	Zanzibar
Saragossa	Zaragoza
Seeland (Dänemark)	Zealand
Zebra	Zebra
Zen	Zen
Zenit (Richtungsangabe)	Zenith
Zenon (Kaiser)	Zeno (emperor)
Zenon von Kition	Zeno of Citium
Zenon von Elea	Zeno of Elea
Zeta	Zeta
Zeus	Zeus
Zeus (Begriffsklärung)	Zeus (disambiguation)
Zikkurat	Ziggurat
Simbabwe	Zimbabwe
Kategorie:Simbabwe	Zimbabwe
Zink	Zinc
Zionismus	Zionism
Zirconium	Zirconium
Tierkreiszeichen	Zodiac
Zombie	Zombie
Zoo	Zoo
Zoologie	Zoology
Kategorie:Zoologie	Zoology
Zarathustra	Zoroaster
Zoroastrismus	Zoroastrianism
Zulu (Volk)	Zulu
