Arabic	English
تصنيف:تحريك حراري	Thermodynamics
مقياس حرارة	Thermometer
ثيسيوس	Theseus
سالونيك	Thessaloniki
ثيتا (حرف إغريقي)	Theta
فيتامين بي1	Thiamine
خلية تفكير	Think tank
حملة صليبية ثالثة	Third Crusade
العالم الثالث	Third World
حرب الثلاثين عاماً	Thirty Years' War
توما الأكويني	Thomas Aquinas
توماس إديسون	Thomas Edison
توماس هاردي	Thomas Hardy
توماس جفرسون	Thomas Jefferson
توماس مالتوس	Thomas Malthus
توماس مان	Thomas Mann
توماس مور	Thomas More
توماس يونج	Thomas Young (scientist)
ثوريوم	Thorium
تحوت	Thoth
فكر	Thought
تراقيا	Thrace
ثوكيديدس	Thucydides
ثوليوم	Thulium
إبهام	Thumb
تورنغن	Thuringia
خميس	Thursday
زعتر	Thyme
ثايمين	Thymine
غدة درقية	Thyroid
تيانجين	Tianjin
التيبر	Tiber
تيبريوس	Tiberius
تبت	Tibet
تصنيف:التبت	Tibet
كانتون تيسينو	Ticino
المد والجزر	Tide
أرض النار	Tierra del Fuego
ببر	Tiger
دجلة	Tigris
زيزفون	Tilia
تمبكتو	Timbuktu
زمن	Time
تصنيف:زمن	Time
تايم (مجلة)	Time (magazine)
منطقة زمنية	Time zone
تيمورلنك	Timur
قصدير	Tin
تيرانا	Tirana
نسيج حيوي	Tissue (biology)
تايتان (قمر)	Titan (moon)
جبار (ميثولوجيا)	Titan (mythology)
تيتانيوم	Titanium
تيتيان	Titian
تيتوس	Titus
تيفولي	Tivoli
تبغ	Tobacco
توكانتينس	Tocantins (state)
توغو	Togo
تصنيف:توغو	Togo
طوكيو	Tokyo
طليطلة	Toledo
تولوين	Toluene
توم هانكس	Tom Hanks
توم وجيري	Tom and Jerry
طماطم	Tomato
تونجا	Tonga
لسان	Tongue
توني موريسون	Toni Morrison
طن	Tonne
توني بلير	Tony Blair
سن	Tooth
فرشاة أسنان	Toothbrush
زبرجد	Topaz
توبيكا، كانزاس	Topeka
طوبولوجيا	Topology
تصنيف:طوبولوجيا	Topology
توراة	Torah
إعصار	Tornado
تورونتو	Toronto
طوربيد	Torpedo
عزم الدوران	Torque
سلحفاة	Tortoise
تعذيب	Torture
طولون، فرنسا	Toulon
تولوز	Toulouse
سباق طواف فرنسا	Tour de France
سياحة	Tourism
تصنيف:سياحة	Tourism
تور (مدينة)	Tours
برج (عمارة)	Tower
برج بابل	Tower of Babel
بلدة	Town
علم السموم	Toxicology
لعبة	Toy
تويوتا	Toyota
جرار	Tractor
تجارة	Trade
علامة تجارية	Trademark
تراث	Tradition
قطار	Train
تراجان	Trajan
ترام	Tram
محوّل	Transformer
مقحل	Transistor
إحراف	Transliteration
تي.سي.بي	Transmission Control Protocol
تصنيف:نقل	Transportation
شبه منحرف	Trapezoid
معاهدة	Treaty
معاهدة فيرساي	Treaty of Versailles
شجرة	Tree
ترينتو	Trento
ترنتون، نيوجيرزي	Trenton
مثلث	Triangle
عصر ثلاثي	Triassic
تريسراتبس	Triceratops
تابع مثلثي	Trigonometric function
حساب مثلثات	Trigonometry
تصنيف:مثلثات	Trigonometry
ثلاثي	Trilogy
ترينيداد	Trinidad
ترينيداد وتوباغو	Trinidad and Tobago
تي إن تي (مادة كيميائية)	Trinitrotoluene
الثالوث الأقدس	Trinity
طرابلس (ليبيا)	Tripoli
تريتيوم	Tritium
تريتون	Triton (mythology)
حصان طروادة	Trojan Horse
حصار طروادة	Trojan War
مدار السرطان	Tropic of Cancer
مدار الجدي	Tropic of Capricorn
تروبوسفير	Troposphere
طروادة	Troy
شاحنة	Truck
بوق	Trumpet
حقيقة	Truth
تريغفي لي	Trygve Lie
تسونامي	Tsunami
طوارق	Tuareg
درن	Tuberculosis
توسن، أريزونا	Tucson
ثلاثاء	Tuesday
تيوليب	Tulip
تنجستن	Tungsten
تونس (مدينة)	Tunis
تونس	Tunisia
تصنيف:تونس	Tunisia
نفق	Tunnel
عنفة	Turbine
تورينو	Turin
آلة تورنج	Turing machine
تركيا	Turkey
تصنيف:تركيا	Turkey
تركمانستان	Turkmenistan
تصنيف:تركمانستان	Turkmenistan
كركم	Turmeric
سلحفاة	Turtle
توسكانا	Tuscany
توفالو	Tuvalu
تكس	Tux
تيخو براهي	Tycho Brahe
آلة كاتبة	Typewriter
تيرانوصور	Tyrannosaurus
صور (لبنان)	Tyre
البحر التيراني	Tyrrhenian Sea
U	U
اليونسكو	UNESCO
أوفا	Ufa
أوغندا	Uganda
تصنيف:أوغندا	Uganda
أوكرانيا	Ukraine
تصنيف:أوكرانيا	Ukraine
أولان باتور	Ulan Bator
أولستر	Ulster
صوت فوق سمعي	Ultrasound
أشعة فوق بنفسجية	Ultraviolet
يوليسيس جرانت	Ulysses S. Grant
أومبريا	Umbria
مبدأ عدم التأكد	Uncertainty principle
بطالة	Unemployment
يونيكورن	Unicorn
طبق طائر	Unidentified flying object
عنوان إنترنت	Uniform Resource Locator
الإمارات العربية المتحدة	United Arab Emirates
تصنيف:الإمارات العربية المتحدة	United Arab Emirates
الجمهورية العربية المتحدة	United Arab Republic
المملكة المتحدة	United Kingdom
تصنيف:المملكة المتحدة	United Kingdom
الأمم المتحدة	United Nations
تصنيف:الأمم المتحدة	United Nations
يونسيف	United Nations Children's Fund
الولايات المتحدة	United States
تصنيف:الولايات المتحدة الأمريكية	United States
الكونغرس الأمريكي	United States Congress
دستور الولايات المتحدة الامريكية	United States Constitution
مجلس النواب الأمريكي	United States House of Representatives
بحرية أمريكية	United States Navy
مجلس الشيوخ الأمريكي	United States Senate
الجزر العذراء الأمريكية	United States Virgin Islands
دولار أمريكي	United States dollar
فضاء كوني	Universe
جامعة	University
يونكس	Unix
تصنيف:يونكس	Unix
أنون بيوم	Ununbium
أنون هيكسيوم	Ununhexium
أنون بينتيوم	Ununpentium
أنون كواديوم	Ununquadium
أنون تريوم	Ununtrium
أبسالا	Uppsala
أوبسيلون (حرف إغريقي)	Upsilon
أور	Ur
جبال الأورال	Ural Mountains
أورانيا	Urania
يورانيوم	Uranium
أورانوس	Uranus
أورانوس (ميثولوجيا)	Uranus (mythology)
لغة اوردية	Urdu
يوريا	Urea
بول	Urine
أوروجواي	Uruguay
تصنيف:أوروجواي	Uruguay
يوتا	Utah
رحم	Uterus
نفعية	Utilitarianism
يوطوبيا	Utopia
مقاطعة أوترخت	Utrecht (province)
أوتارانتشال	Uttar Pradesh
أوزبكستان	Uzbekistan
تصنيف:أوزبكستان	Uzbekistan
V	V
تطعيم	Vaccine
فراغ	Vacuum
صمام مفرغ	Vacuum tube
مهبل	Vagina
تكافؤ	Valence (chemistry)
فالنسيا	Valencia
فالنتينا تريشكوفا	Valentina Tereshkova
عيد الحب	Valentine's Day
فاليتا	Valletta
واد	Valley
مصاص دماء	Vampire
فاناديوم	Vanadium
فانكوفر	Vancouver
فانواتو	Vanuatu
تباين	Variance
فارنا	Varna
الفاتيكان	Vatican City
تصنيف:الفاتيكان	Vatican City
متجهة	Vector (spatial)
النسر الواقع	Vega
خضروات	Vegetable
النباتية	Vegetarianism
وريد	Vein
سرعة (ميكانيكا)	Velocity
فينيتو	Veneto
فنزويلا	Venezuela
تصنيف:فنزويلا	Venezuela
البندقية	Venice
الزهرة	Venus
زهرة (توضيح)	Venus (disambiguation)
فينوس ( أسطورة )	Venus (mythology)
فعل	Verb
فيرمونت	Vermont
فيرونا	Verona
فرساي	Versailles
فقرة	Vertebra
عمود فقري	Vertebral column
فقاريات	Vertebrate
فسبازيان	Vespasian
فستا	Vesta (mythology)
حق الفيتو	Veto
فيشي	Vichy
فيكتور هوجو	Victor Hugo
فيكتوريا (سيشيل)	Victoria
ولاية فيكتوريا	Victoria (Australia)
شلالات فيكتوريا	Victoria Falls
فيديو	Video
ألعاب فيديو	Video game
فيينا	Vienna
فيتنام	Vietnam
تصنيف:فيتنام	Vietnam
حرب فيتنام	Vietnam War
فايكنج	Viking
قرية	Village
فيلنيوس	Vilnius
فينسنت فان غوخ	Vincent van Gogh
فينشينسو بيليني	Vincenzo Bellini
خل	Vinegar
عنف	Violence
كمان	Violin
فيرجيل	Virgil
الجزر العذراء	Virgin Islands
فيرجينيا	Virginia
فرجينيا وولف	Virginia Woolf
بتولية	Virginity
ذاكرة افتراضية	Virtual memory
واقع افتراضي	Virtual reality
فضيلة	Virtue
فيروس	Virus
لزوجة	Viscosity
ڤيشنو	Vishnu
فيتامين	Vitamin
فيتامين ألف	Vitamin A
فيتامين بي6	Vitamin B6
فيتامين ج	Vitamin C
فيتامين دي	Vitamin D
فيتامين كي	Vitamin K
فيتوريو دي سيكا	Vittorio De Sica
فيفيان لي	Vivien Leigh
فلاديمير لينين	Vladimir Lenin
فلاديمير نابوكوف	Vladimir Nabokov
فلاديمير بوتين	Vladimir Putin
فلاديفوستوك	Vladivostok
فودكا (مشروب كحولي)	Vodka
بركان	Volcano
علم البراكين	Volcanology
فولغا	Volga River
فولجوجراد	Volgograd
كرة طائرة	Volleyball
فولت	Volt
جهد كهربائي	Voltage
فولتير	Voltaire
قيء	Vomiting
فودو	Voodoo
فرج	Vulva
W	W
سومرست موم	W. Somerset Maugham
ويزي-ويغ	WYSIWYG
وهابية	Wahhabism
ويلز	Wales
تصنيف:بلاد الغال	Wales
فظ (حيوان)	Walrus
والت ديزني	Walt Disney
والت ويتمان	Walt Whitman
حرب	War
تصنيف:حرب	War
جريمة حرب	War crime
حرب الخلافة الإسبانية	War of the Spanish Succession
حرب الوردتين	Wars of the Roses
وارسو	Warsaw
ثؤلول	Wart
واشنطن دي سي	Washington
واشنطن	Washington
قمامة	Waste
ماء	Water
تصنيف:مياه	Water
كرة الماء	Water polo
شلال	Waterfall
فضيحة ووترغيت	Watergate scandal
بطيخ أحمر	Watermelon
واط	Watt
موجة	Wave
طول الموجة	Wavelength
شمع	Wax
سلاح	Weapon
طقس	Weather
متصفح ويب	Web browser
موقع ويب	Web page
كاميرا ويب	Webcam
ويبر (وحدة)	Weber (unit)
موقع ويب	Website
أربعاء	Wednesday
أسبوع	Week
وزن	Weight
رفع أثقال	Weightlifting
فايمار	Weimar
جمهورية فايمار	Weimar Republic
لحام	Welding
ويلينغتون	Wellington
مستذئب	Werewolf
فيرنر فون براون	Wernher von Braun
غرب	West
غرب أفريقيا	West Africa
الضفة الغربية	West Bank
بنغال الغربية	West Bengal
ألمانيا الغربية	West Germany
غرب ساسكس	West Sussex
فيرجينيا الغربية	West Virginia
أستراليا الغربية	Western Australia
امبراطورية رومانية غربية	Western Roman Empire
صحراء غربية	Western Sahara
تصنيف:صحراء غربية	Western Sahara
حوت	Whale
قمح	Wheat
دولاب	Wheel
ويسكي	Whisky
البيت الأبيض	White House
خلية بيضاء	White blood cell
وايت هورس ، يوكون	Whitehorse
ويكا	Wicca
شبكة عريضة	Wide area network
فيسبادن	Wiesbaden
قط بري	Wildcat
فيلهلم أوستفالد	Wilhelm Ostwald
وصية	Will (law)
وليم بتلر ييتس	William Butler Yeats
ويليام فوكنر	William Faulkner
وليم غولدنغ	William Golding
وليم هارفي	William Harvey
وليام هنري هاريسون	William Henry Harrison
وليم هرتشل	William Herschel
ويليام هوارد تافت	William Howard Taft
فيلهلم الأول	William I
فيلهلم الثاني	William II
وليام جيمس	William James
ويليام مكينلي	William McKinley
ويليام شكسبير	William Shakespeare
وليام شوكلي	William Shockley
ويليام وردزورث	William Wordsworth
صفصاف	Willow
ويلي برانت	Willy Brandt
آلة هوائية	Wind instrument
طاقة ريحية	Wind power
ويندهوك	Windhoek
طاحونة هوائية	Windmill
نافذة	Window
نبيذ	Wine
ونستون تشرشل	Winston Churchill
شتاء	Winter
ألعاب أولمبية شتوية	Winter Olympic Games
تصنيف:ألعاب أولمبية شتوية	Winter Olympic Games
ويسكنسن	Wisconsin
فولفغانغ أماديوس موتسارت	Wolfgang Amadeus Mozart
فولفغانغ باولي	Wolfgang Pauli
مرأة	Woman
خشب	Wood
وودرو ويلسون	Woodrow Wilson
آلة نفخ خشبية	Woodwind instrument
وودي آلن	Woody Allen
كلمة (لغة)	Word
معالج كلمات	Word processor
عالَم	World
بنك دولي	World Bank
منظمة الصحة العالمية	World Health Organization
مركز التجارة العالمي	World Trade Center
منظمة التجارة العالمية	World Trade Organization
حرب عالمية أولى	World War I
تصنيف:حرب عالمية أولى	World War I
حرب عالمية ثانية	World War II
تصنيف:حرب عالمية ثانية	World War II
شبكة عنكبوتية عالمية	World Wide Web
تصنيف:وب	World Wide Web
ثقب دودي	Wormhole
نظام كتابة	Writing system
ووهان	Wuhan
وايومنغ	Wyoming
X	X
أشعة سينية	X-ray
لاضرسيات	Xenarthra
زينون	Xenon
كزينوفانيس	Xenophanes
كره الأجانب	Xenophobia
كشي (حرف إغريقي)	Xi
شينجيانغ	Xinjiang
Y	Y
ياكوزا	Yakuza
جامعة يايل	Yale University
يالطا	Yalta
اتفاقية يالطة	Yalta Conference
رانغون	Yangon
يانغتسي	Yangtze River
يارد	Yard
ياسر عرفات	Yasser Arafat
عام	Year
تصنيف:سنوات	Years
النهر الأصفر	Yellow River
البحر الأصفر	Yellow Sea
منتزه يلوستون الوطني	Yellowstone National Park
اليمن	Yemen
تصنيف:اليمن	Yemen
يريفان	Yerevan
يويو	Yo-yo
يوجا	Yoga
لبن زبادي	Yoghurt
يوكوهاما	Yokohama
يوم كيبور	Yom Kippur
حرب أكتوبر	Yom Kippur War
يورك	York
منتزه يوسمايت الوطني	Yosemite National Park
إتيربيوم	Ytterbium
إتريوم	Yttrium
يوغوسلافيا	Yugoslavia
تصنيف:يوغوسلافيا	Yugoslavia
يوكون	Yukon
يونان (الصين)	Yunnan
يوري جاجارين	Yuri Gagarin
Z	Z
زكاري تايلور	Zachary Taylor
زغرب	Zagreb
زامبيا	Zambia
تصنيف:زامبيا	Zambia
زنجبار	Zanzibar
سرقسطة	Zaragoza
حمار وحشي	Zebra
زن	Zen
سمت الرأس	Zenith
زينون (إمبراطور)	Zeno (emperor)
زينون الرواقي	Zeno of Citium
زينون من إيليا	Zeno of Elea
زيتا (حرف إغريقي)	Zeta
زيوس	Zeus
زيوس	Zeus (disambiguation)
زقورة	Ziggurat
زيمبابوي	Zimbabwe
تصنيف:زمبابوي	Zimbabwe
خارصين	Zinc
صهيونية	Zionism
زركونيوم	Zirconium
دائرة البروج	Zodiac
حديقة حيوان	Zoo
علم الحيوان	Zoology
تصنيف:علم الحيوان	Zoology
زرادشت	Zoroaster
زرادشتية	Zoroastrianism
زولو (جنس)	Zulu
